UID,UDC,UFN,UTN,DC_1,DC_2,DC_3,DC_4,DC_5,DC_6,DC_7,DC_8,DC_9,DC_10,DC_11,DC_12,DC_13,DC_14,DC_15,DC_16,DC_17,DC_18,DC_19,DC_20,DC_21,DC_22
64,1,5012,70,376,320,15,41,28,31,3,19,37,218,489,97,25,291,546,2249,9,57,81,3,41,36
65,1,388,14,28,25,1,9,3,7,1,1,6,12,29,9,0,28,181,29,0,5,8,0,2,4
66,1,30,3,26,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
67,1,50,80,23,1,0,3,0,0,0,0,0,0,3,2,0,4,5,6,0,2,0,0,0,1
68,1,190,4,64,11,0,2,0,1,0,1,3,5,26,4,1,11,29,24,0,3,2,0,1,2
69,1,128,16,13,8,0,1,2,1,0,3,3,1,14,8,1,8,46,11,0,2,2,0,0,4
70,1,11,11,1,0,0,0,0,0,0,0,0,1,1,0,0,4,2,1,0,0,1,0,0,0
71,1,77,24,11,7,0,0,1,0,1,0,0,4,5,1,0,2,36,7,0,0,1,1,0,0
72,1,12,60,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
73,1,42,8,22,2,0,0,0,0,0,0,0,2,3,1,0,0,7,4,0,1,0,0,0,0
74,1,26,17,3,2,0,1,0,0,0,0,0,0,15,0,0,1,2,2,0,0,0,0,0,0
75,1,67,9,28,5,0,1,1,0,0,1,0,2,8,0,0,4,10,6,0,0,0,0,1,0
76,1,48,1,2,1,1,2,1,0,0,0,0,2,3,2,0,2,26,3,0,2,1,0,0,0
77,1,14,34,6,1,0,1,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0
78,1,14,22,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
79,1,16,4,10,0,0,0,0,1,0,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0
80,1,26,12,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
81,1,32,26,4,0,0,0,0,0,0,0,0,2,23,1,0,0,1,1,0,0,0,0,0,0
82,1,18,38,14,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0
83,1,75,6,6,4,1,0,0,0,0,0,1,2,8,1,0,4,9,34,0,1,2,0,0,2
84,1,42,7,17,2,0,0,0,0,1,1,1,2,2,0,0,1,6,5,0,1,2,0,0,1
85,1,2236,20,2149,12,0,0,1,4,0,1,0,11,12,1,1,13,14,11,3,1,1,0,1,0
86,1,23,43,1,4,0,0,0,0,0,0,1,1,0,1,0,2,11,1,1,0,0,0,0,0
87,1,22,4,16,2,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0
88,1,51,18,31,3,0,0,0,0,0,1,1,2,5,0,0,0,5,2,0,1,0,0,0,0
89,1,49,55,28,2,0,0,0,0,0,0,0,1,1,2,0,2,6,5,0,0,1,0,0,1
90,1,28,10,20,2,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,1,0,0,0,0
91,1,3565,3,2311,213,8,25,12,11,2,14,21,100,155,36,14,122,205,206,4,25,46,1,16,18
92,1,48,22,0,6,0,1,0,0,0,0,0,3,3,0,0,1,24,3,0,2,4,0,1,0
93,1,19,30,8,0,0,0,0,0,0,0,0,3,2,0,0,2,2,1,0,0,1,0,0,0
94,1,57,12,40,0,0,0,0,0,0,0,0,3,2,1,0,0,4,6,0,0,1,0,0,0
95,1,119,11,9,12,0,4,1,0,0,0,1,10,11,2,0,6,45,14,0,3,0,0,0,1
96,1,20,1,14,0,0,0,1,0,0,0,0,1,0,1,0,0,1,2,0,0,0,0,0,0
97,1,355,14,21,19,1,6,6,2,1,6,4,13,26,8,1,16,155,41,1,10,10,1,5,2
98,1,71,15,54,0,0,0,0,1,0,0,0,0,2,0,0,2,8,2,0,1,0,0,0,1
99,1,19,15,12,1,0,0,0,0,0,0,0,0,2,1,0,1,2,0,0,0,0,0,0,0
100,1,20,1,4,2,0,0,0,0,0,0,0,0,2,0,0,0,11,1,0,0,0,0,0,0
101,1,68,14,41,6,0,0,0,0,0,0,0,2,1,2,0,3,6,6,0,1,0,0,0,0
102,1,1278,355,68,77,4,15,15,10,0,7,13,49,90,29,11,72,602,110,3,31,37,4,14,17
103,1,30,1,26,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0
104,1,26,17,9,1,0,0,0,0,0,0,0,2,1,0,0,3,6,2,0,2,0,0,0,0
105,1,19,173,1,0,0,1,0,1,0,1,0,8,0,0,0,2,2,1,0,2,0,0,0,0
106,1,18,18,11,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0
107,1,93,13,47,2,0,1,1,1,0,0,1,2,6,3,1,10,7,5,1,1,3,0,1,0
108,1,21,10,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
109,1,18,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,1,29,14,15,1,0,0,0,0,0,0,0,0,1,2,0,1,4,3,0,1,0,0,1,0
111,1,23,7,11,2,0,0,1,0,0,0,0,2,2,0,0,1,4,0,0,0,0,0,0,0
112,1,21,42,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0
113,1,39,172,17,3,0,1,0,0,0,1,0,0,3,1,0,4,4,4,0,0,1,0,0,0
114,1,28,240,3,0,0,0,0,0,0,0,0,0,23,0,0,0,2,0,0,0,0,0,0,0
115,1,218,12,115,22,0,0,1,0,0,0,0,15,12,2,1,9,22,14,1,3,1,0,0,0
116,1,33,4,8,2,0,0,0,1,0,0,0,0,0,0,0,1,19,1,0,1,0,0,0,0
117,1,56,27,32,1,0,1,0,0,0,0,0,1,6,0,0,1,3,10,0,0,0,1,0,0
118,1,18,34,1,1,0,0,0,0,0,0,0,1,2,0,0,0,12,1,0,0,0,0,0,0
119,1,48,324,34,6,0,0,0,0,0,0,0,4,0,0,0,1,2,1,0,0,0,0,0,0
120,1,36,11,22,1,0,0,0,0,0,0,0,2,1,1,0,1,2,3,0,1,1,0,0,1
121,1,24,9,3,1,0,0,0,0,0,0,0,2,1,0,0,4,9,3,0,1,0,0,0,0
122,1,82,34,36,2,1,0,1,0,1,0,1,4,9,0,0,3,15,6,0,0,0,0,0,3
123,1,57,6,4,4,0,0,1,0,0,0,0,5,5,0,0,3,28,5,0,2,0,0,0,0
124,1,26,4,2,1,0,0,0,0,0,0,2,0,2,1,0,1,13,2,0,1,0,0,1,0
125,1,894,2,543,51,0,0,0,3,0,0,0,34,44,1,2,23,156,31,1,1,4,0,0,0
126,1,12,25,10,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
127,1,41,32,23,3,0,0,0,0,0,0,0,0,2,1,0,2,2,5,0,1,1,0,0,1
128,1,39,4,21,7,0,0,0,1,0,0,0,2,1,0,0,1,4,1,0,1,0,0,0,0
129,1,23,15,3,2,0,0,0,0,0,0,0,1,0,2,0,0,3,11,0,1,0,0,0,0
130,1,100,1,7,11,0,0,0,0,0,0,0,5,11,0,0,5,48,12,0,1,0,0,0,0
131,1,66,112,31,2,0,1,0,0,0,0,0,2,6,0,1,4,9,7,0,1,1,0,0,1
132,1,18,26,13,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0
133,1,34,5,2,2,0,1,0,0,0,0,0,3,4,0,0,4,13,5,0,0,0,0,0,0
134,1,180,3,15,13,0,2,2,0,1,2,7,4,67,4,0,1,22,23,0,8,5,1,0,3
135,1,21,29,0,1,0,0,0,0,0,0,0,0,3,1,0,0,1,12,0,0,2,0,0,1
136,1,53,26,4,2,0,3,0,0,0,1,0,3,9,0,0,1,7,22,0,0,1,0,0,0
137,1,17,6,10,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0
138,1,23,26,19,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
139,1,24,11,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0
140,1,46,30,19,0,1,0,0,0,0,0,0,2,8,1,0,2,9,4,0,0,0,0,0,0
141,1,12,50,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,6,0,0,0,0,0,0
142,1,201,20,88,11,1,4,1,4,0,2,1,10,12,7,0,7,19,16,0,3,5,1,4,5
143,1,36,52,18,1,0,0,0,0,0,0,0,0,5,1,0,2,5,2,0,2,0,0,0,0
144,1,51,35,31,2,0,1,0,1,0,0,1,2,0,1,0,2,4,5,0,0,1,0,0,0
145,1,12,30,3,0,0,0,0,0,0,1,0,1,2,0,0,0,1,2,1,0,0,0,0,1
146,1,27,28,23,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0
147,1,2930,45,221,189,6,39,28,25,3,14,36,138,280,70,8,181,1220,310,10,55,54,4,20,19
148,1,22,6,14,0,1,0,0,0,0,0,1,3,0,1,0,0,0,2,0,0,0,0,0,0
149,1,41,4,1,0,0,0,0,2,0,1,1,1,2,0,0,1,9,23,0,0,0,0,0,0
150,1,11,8,3,1,0,0,0,0,0,0,0,0,1,0,0,3,2,1,0,0,0,0,0,0
151,1,12,3,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
152,1,32,11,20,0,0,0,0,0,0,1,0,4,2,0,0,2,0,3,0,0,0,0,0,0
153,1,21,16,15,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0
154,1,13,176,1,1,0,0,0,0,0,0,0,1,1,0,0,0,7,2,0,0,0,0,0,0
155,1,46,98,5,1,0,0,0,1,0,0,0,0,3,2,0,0,2,28,0,1,1,0,2,0
156,1,19,63,16,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
157,1,34,4,2,2,0,2,0,1,1,0,0,0,3,1,0,0,17,3,0,0,1,0,0,1
158,1,28,18,12,5,0,1,0,0,0,0,0,1,0,1,0,2,2,3,0,0,1,0,0,0
159,1,82,40,75,1,0,0,0,0,0,0,0,0,2,0,0,1,2,1,0,0,0,0,0,0
160,1,17,37,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
161,1,70,2,36,6,1,0,1,1,0,1,1,1,3,3,0,2,2,3,1,2,3,0,0,3
162,1,25,26,17,1,0,0,0,0,0,0,0,1,0,0,0,3,0,2,0,1,0,0,0,0
163,1,41,57,9,2,0,0,0,0,0,0,0,2,4,0,0,1,18,5,0,0,0,0,0,0
164,1,23,19,14,1,0,0,0,0,0,0,0,1,1,1,0,1,0,2,0,1,1,0,0,0
165,1,38,8,24,2,0,0,0,0,0,0,0,3,2,0,0,1,2,3,0,0,1,0,0,0
166,1,26,2,4,4,0,1,0,0,0,0,0,1,1,0,0,3,9,3,0,0,0,0,0,0
167,1,53,17,49,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0
168,1,38,23,34,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0
169,1,19,8,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0
170,1,22,71,9,4,0,0,0,0,0,0,0,0,1,0,0,3,2,3,0,0,0,0,0,0
171,1,27,1,21,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,0,0,1,0
172,1,14,1,8,0,0,1,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,0,0,0
173,1,73,35,69,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0
174,1,15,150,6,0,0,0,0,0,0,0,0,0,3,0,0,2,1,0,0,1,1,0,1,0
175,1,22,20,15,0,0,0,0,1,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0
176,1,29,8,16,1,0,1,0,1,0,0,0,0,2,0,0,0,2,5,0,0,0,0,1,0
177,1,20,36,2,1,0,0,0,0,0,0,0,1,5,1,0,2,7,1,0,0,0,0,0,0
178,1,34,35,2,1,0,1,1,1,0,1,0,0,2,0,0,17,3,3,0,1,0,0,1,0
179,1,58,195,32,2,1,2,0,1,0,0,1,0,1,3,0,3,2,7,0,1,1,0,1,0
180,1,13,11,1,1,0,0,0,1,0,0,0,1,0,1,0,6,1,1,0,0,0,0,0,0
181,1,12,16,1,0,0,0,0,0,0,0,0,0,2,0,0,0,5,3,0,1,0,0,0,0
182,1,20,9,14,0,0,0,0,0,0,0,0,0,1,0,1,0,3,1,0,0,0,0,0,0
183,1,52,33,2,4,0,0,0,0,0,0,0,1,1,1,0,5,24,8,0,4,2,0,0,0
184,1,68,41,25,4,0,0,0,1,0,0,0,4,9,1,0,4,13,7,0,0,0,0,0,0
185,1,18,9,11,1,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,1,0
186,1,11,18,7,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0
187,1,39,6,22,5,0,0,0,1,0,0,0,2,2,0,0,0,3,3,0,1,0,0,0,0
188,1,50,41,36,1,0,0,1,0,1,1,0,1,1,1,2,1,2,2,0,0,0,0,0,0
189,1,33,48,25,0,0,1,0,0,0,0,0,0,3,0,0,1,1,2,0,0,0,0,0,0
190,1,24,21,17,2,0,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,0,0,0
191,1,33,13,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2,27,0,0,0,0,0,0
192,1,28,24,20,1,0,0,0,0,0,0,0,0,1,0,0,2,3,1,0,0,0,0,0,0
193,1,38,176,28,1,0,0,2,0,0,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0
194,1,13,14,2,0,0,0,0,0,0,0,0,2,1,0,0,0,6,1,0,1,0,0,0,0
195,1,601,5,55,36,0,12,9,3,1,5,3,21,46,10,5,35,244,71,2,16,15,0,4,8
196,1,21,43,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
197,1,169,30,78,8,1,2,4,2,0,0,2,7,9,3,1,5,16,17,2,4,6,0,2,0
198,1,22,32,17,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0
199,1,24,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,1,49,17,8,3,1,0,0,0,0,0,3,2,0,0,0,3,24,5,0,0,0,0,0,0
201,1,53,25,52,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,1,38,14,33,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
203,1,35,32,17,4,0,1,0,1,0,0,0,2,2,1,0,1,3,3,0,0,0,0,0,0
204,1,19,1,14,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
205,1,24,24,16,1,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0
206,1,25,2,8,1,0,0,1,1,0,0,0,2,2,0,0,1,4,3,1,1,0,0,0,0
207,1,106,1,7,7,0,3,2,2,0,1,0,3,10,4,0,9,47,6,0,2,2,0,0,1
208,1,29,2,17,1,0,0,1,0,1,0,0,1,2,0,0,1,2,1,0,0,2,0,0,0
209,1,23,21,13,1,0,0,0,0,0,0,0,2,1,0,0,0,3,1,0,1,0,0,0,1
210,1,12,16,2,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
211,1,48,16,38,1,0,0,0,0,0,0,0,2,2,0,0,1,3,1,0,0,0,0,0,0
212,1,21,9,13,0,0,0,0,0,0,0,0,2,2,0,0,0,2,2,0,0,0,0,0,0
213,1,36,46,8,1,0,0,0,0,0,0,0,0,4,0,0,0,19,3,0,0,1,0,0,0
214,1,21,3,16,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0
215,1,33,11,22,1,0,0,0,0,0,0,0,1,2,0,0,2,2,2,0,1,0,0,0,0
216,1,88,44,15,3,0,1,0,0,0,1,1,3,7,1,0,7,35,11,0,3,0,0,0,0
217,1,21,171,3,1,0,0,0,0,0,1,0,3,1,1,0,0,0,10,0,0,0,0,1,0
218,1,111,5,13,4,0,0,0,1,0,0,3,8,47,0,1,6,20,5,0,1,1,0,1,0
219,1,45,2,31,0,0,0,1,1,0,0,0,1,7,0,0,0,4,0,0,0,0,0,0,0
220,1,42,24,28,0,0,0,1,0,0,0,0,0,5,0,1,3,2,1,0,0,0,0,1,0
221,1,12,6,0,0,0,0,1,0,0,0,0,8,0,1,0,0,0,1,0,1,0,0,0,0
222,1,25,8,21,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0
223,1,35,1,25,0,0,0,0,0,0,0,0,0,1,0,0,1,4,4,0,0,0,0,0,0
224,1,761,14,48,61,2,17,10,7,4,7,11,19,60,20,4,46,80,303,1,14,24,0,13,10
225,1,37,1,30,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0
226,1,90,14,81,0,0,1,0,0,0,1,0,1,0,0,0,0,2,3,0,0,1,0,0,0
227,1,33,4,22,1,0,1,0,0,0,1,0,0,2,0,0,2,2,2,0,0,0,0,0,0
228,1,43,69,22,2,0,0,0,0,0,0,0,2,0,1,0,1,7,7,0,0,0,0,0,1
229,1,61,5,8,5,0,1,0,1,0,0,0,1,6,4,0,2,21,8,0,2,1,0,0,1
230,1,20,1,13,0,0,0,0,0,1,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0
231,1,51,4,42,0,0,0,0,0,0,0,0,0,2,0,0,0,4,2,0,1,0,0,0,0
232,1,68,35,8,3,0,0,1,0,0,0,2,5,7,2,0,4,23,9,1,0,1,0,0,2
233,1,39,19,17,1,0,1,0,0,0,0,1,0,3,1,0,1,6,6,0,1,1,0,0,0
234,1,13,66,6,0,0,0,0,0,0,0,0,0,1,0,0,2,1,3,0,0,0,0,0,0
235,1,87,25,17,9,0,0,0,0,0,0,0,6,11,0,1,1,33,9,0,0,0,0,0,0
236,1,18,175,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,1,13,192,8,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0
238,1,1928,1,97,67,6,18,19,22,4,8,10,41,130,24,11,39,1208,139,4,21,39,0,13,8
239,1,33,71,32,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,1,65,2,2,1,0,0,0,0,0,0,0,1,0,0,0,1,60,0,0,0,0,0,0,0
241,1,25,33,17,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
242,1,11,204,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,1,44,18,24,1,0,1,0,0,0,0,0,1,6,2,1,2,3,2,0,0,0,0,0,1
244,1,15,13,1,1,0,0,0,0,0,0,0,1,6,0,0,1,3,2,0,0,0,0,0,0
245,1,30,2,14,2,1,0,0,0,0,0,0,4,2,0,0,0,4,1,0,2,0,0,0,0
246,1,44,29,28,1,0,0,0,1,0,0,0,2,2,2,0,0,5,3,0,0,0,0,0,0
247,1,52,2,2,1,26,0,0,0,0,0,0,2,1,5,0,2,4,3,1,2,1,0,1,1
248,1,150,68,17,7,1,1,3,1,1,1,3,5,14,2,0,3,9,71,0,2,6,0,1,2
249,1,13,20,8,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0
250,1,1653,16,1113,47,1,10,7,10,1,5,7,30,88,23,2,46,129,80,3,11,22,2,11,5
251,1,12,20,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
252,1,43,1,39,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
253,1,43,58,39,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
254,1,75,2,37,2,0,0,0,0,0,1,0,1,7,0,0,2,16,9,0,0,0,0,0,0
255,1,46,8,33,2,0,0,0,0,0,0,0,2,2,2,1,1,3,0,0,0,0,0,0,0
256,1,19,45,13,0,0,0,0,0,0,1,0,1,1,0,0,0,3,0,0,0,0,0,0,0
257,1,101,5,8,6,0,1,1,1,1,1,2,4,8,1,0,3,50,6,0,4,3,0,0,1
258,1,73,30,38,3,0,0,0,0,0,0,2,2,2,3,1,3,8,6,0,2,0,0,3,0
259,1,1623,37,159,118,2,8,2,9,1,1,9,65,127,22,6,68,838,159,0,11,10,0,3,5
260,1,21,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,1,0,0,0
261,1,46,2,42,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
262,1,15,136,1,0,0,0,1,0,0,0,1,1,1,0,0,2,7,1,0,0,0,0,0,0
263,1,22,8,15,1,0,0,0,0,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,1
264,1,108,4,6,5,0,3,4,0,1,3,1,1,7,3,0,5,45,14,0,0,6,0,0,4
