UID,UDC,UFN,UTN,DC_1,DC_2,DC_3,DC_4,DC_5,DC_6,DC_7,DC_8,DC_9,DC_10,DC_11,DC_12,DC_13,DC_14,DC_15,DC_16,DC_17,DC_18,DC_19,DC_20,DC_21,DC_22
264,1,77,13,9,5,0,0,0,1,0,0,0,7,26,1,0,5,10,10,0,1,0,0,0,2
265,1,29,80,2,1,0,0,0,0,0,0,0,0,2,1,0,1,4,17,0,0,0,0,0,1
266,1,140,36,87,8,0,0,1,0,0,0,1,7,7,1,1,3,9,9,0,2,1,1,1,1
267,1,53,3,3,4,0,3,2,2,0,0,0,3,2,1,0,1,26,3,0,1,2,0,0,0
268,1,60,10,5,5,0,1,0,0,0,1,1,3,4,2,0,4,25,7,0,0,0,0,2,0
269,1,56,2,3,2,0,0,0,0,0,1,0,1,4,0,0,5,29,9,0,0,1,0,0,1
270,1,32,4,3,1,0,1,0,0,0,0,1,1,4,1,0,1,4,13,0,0,1,0,0,1
271,1,67,45,2,2,1,2,1,1,1,0,0,0,9,1,0,7,28,6,1,3,1,0,1,0
272,1,67,6,33,1,0,2,0,0,0,1,0,1,3,5,0,4,7,4,1,2,1,1,1,0
273,1,65,15,30,6,2,0,0,0,0,0,1,1,5,3,0,1,7,3,0,5,0,0,0,1
274,1,18,4,5,2,0,0,0,0,0,0,0,0,2,0,0,3,3,3,0,0,0,0,0,0
275,1,31,14,1,2,0,0,0,0,0,0,0,1,2,0,0,2,20,3,0,0,0,0,0,0
276,1,16,8,10,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0,0
277,1,19,6,9,3,0,0,0,1,0,0,0,2,0,1,0,1,1,1,0,0,0,0,0,0
278,1,126,2,65,14,0,2,1,0,1,1,1,6,3,2,0,3,10,10,0,2,4,0,0,1
279,1,12,14,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
280,1,172,3,94,9,0,3,1,0,0,1,1,11,9,3,0,8,17,9,0,4,1,0,1,0
281,1,100,2,5,4,0,0,1,2,0,0,0,5,8,0,0,10,49,7,0,7,0,0,0,2
282,1,74,26,8,1,0,0,1,0,0,0,0,4,47,0,0,0,7,4,1,0,1,0,0,0
283,1,102,43,2,2,0,0,0,0,1,0,0,0,11,0,0,3,67,10,0,3,1,0,2,0
284,1,48,32,17,2,0,1,0,0,0,0,1,5,6,4,1,2,7,2,0,0,0,0,0,0
285,1,21,17,11,0,0,0,0,0,0,0,0,4,0,0,0,1,5,0,0,0,0,0,0,0
286,1,16,23,13,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
287,1,20,13,15,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0
288,1,75,5,43,1,0,0,1,0,0,1,0,4,4,1,1,3,11,5,0,0,0,0,0,0
289,1,37,36,28,2,0,0,0,0,0,0,0,0,1,0,0,0,2,4,0,0,0,0,0,0
290,1,21,12,11,2,0,0,0,0,0,0,0,2,0,0,0,1,3,1,0,0,1,0,0,0
291,1,44,1,15,3,0,0,0,0,0,0,0,4,2,0,0,7,6,7,0,0,0,0,0,0
292,1,27,2,24,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
293,1,34,24,18,0,0,0,0,0,0,0,0,1,0,0,0,2,9,4,0,0,0,0,0,0
294,1,25,5,21,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0
295,1,44,4,2,2,0,2,0,0,0,0,0,0,6,2,1,2,6,18,1,1,1,0,0,0
296,1,25,28,4,0,0,0,0,0,0,0,0,2,15,0,0,0,4,0,0,0,0,0,0,0
297,1,55,42,7,2,1,0,1,0,0,0,0,2,7,1,0,5,24,5,0,0,0,0,0,0
298,1,56,2,1,5,1,0,0,0,1,2,1,2,4,1,1,24,7,4,0,1,0,0,1,0
299,1,73,25,3,4,0,0,0,0,0,0,2,4,4,1,1,7,31,11,0,2,1,0,1,1
300,1,14,4,11,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0
301,1,80,8,6,4,0,2,2,0,0,0,0,3,40,3,0,3,6,2,1,2,3,0,2,1
302,1,53,28,42,0,0,1,0,0,0,0,1,0,0,1,0,0,1,5,1,0,1,0,0,0
303,1,11,27,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
304,1,50,1,4,2,1,2,1,0,0,0,0,1,5,3,0,0,21,5,0,3,2,0,0,0
305,1,13,8,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
306,1,57,54,46,1,0,1,0,0,0,0,0,0,2,0,0,0,4,2,1,0,0,0,0,0
307,1,56,9,29,2,0,0,0,0,2,0,0,4,1,1,1,3,7,6,0,0,0,0,0,0
308,1,568,26,32,37,0,8,2,5,0,3,5,26,52,18,6,25,248,68,2,20,5,0,3,3
309,1,25,23,23,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,1,29,74,22,0,0,0,1,0,0,0,0,0,2,1,0,0,1,2,0,0,0,0,0,0
311,1,144,6,10,11,2,2,1,1,0,2,2,7,12,3,0,9,72,3,0,3,2,1,1,0
312,1,1366,49,238,70,1,2,2,3,2,1,4,47,101,5,5,37,660,154,2,8,20,1,0,3
313,1,24,11,16,2,0,0,0,0,0,0,0,0,4,0,0,0,1,1,0,0,0,0,0,0
314,1,24,2,11,1,0,0,0,0,0,0,0,2,3,0,0,1,3,2,0,0,1,0,0,0
315,1,22,20,17,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0
316,1,49,20,38,0,1,0,0,0,0,0,0,1,2,0,0,2,0,4,0,0,1,0,0,0
317,1,32,6,16,1,0,0,0,0,0,0,0,0,4,0,0,0,6,3,0,0,0,0,1,1
318,1,128,19,51,6,0,1,0,1,0,0,2,5,3,4,2,5,24,20,0,1,2,0,0,1
319,1,19,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
320,1,33,3,14,3,0,0,1,0,0,0,0,4,0,0,0,3,2,6,0,0,0,0,0,0
321,1,35,1,20,0,0,0,0,0,0,1,0,1,3,1,0,1,3,3,0,2,0,0,0,0
322,1,21,4,10,1,0,0,0,0,0,0,0,2,0,1,0,2,3,2,0,0,0,0,0,0
323,1,16,22,10,2,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0
324,1,28,22,2,1,0,0,0,0,0,0,0,0,15,0,0,1,5,4,0,0,0,0,0,0
325,1,20,58,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0
326,1,14,17,11,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
327,1,27,42,19,0,0,0,0,0,0,0,0,0,1,0,0,0,4,3,0,0,0,0,0,0
328,1,49,8,48,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
329,1,26,8,6,3,0,1,0,0,0,0,0,1,2,0,0,0,9,4,0,0,0,0,0,0
330,1,201,32,172,4,1,0,0,0,0,0,0,3,3,1,0,5,6,6,0,0,0,0,0,0
331,1,86,32,62,4,0,1,1,0,0,0,0,3,2,1,0,3,4,2,0,3,0,0,0,0
332,1,19,1,5,3,0,0,0,0,0,0,0,0,4,0,0,1,4,1,0,1,0,0,0,0
333,1,31,2,2,1,0,1,0,0,0,0,0,2,0,0,1,2,15,6,0,0,0,0,0,1
334,1,36,11,16,3,0,0,0,1,0,0,1,1,4,1,0,0,3,4,0,2,0,0,0,0
335,1,43,48,30,0,0,0,0,0,0,1,0,0,1,2,0,1,5,2,0,1,0,0,0,0
336,1,18,11,3,1,0,0,0,0,0,0,1,0,2,0,1,1,1,8,0,0,0,0,0,0
337,1,23,2,18,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
338,1,21,6,13,0,0,0,0,0,0,0,0,1,3,1,0,0,2,0,0,0,0,0,0,1
339,1,13,14,8,0,0,0,0,1,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0
340,1,15,33,6,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,0,0,0,0,0,1
341,1,14,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,1,67,42,32,0,0,1,1,0,0,2,0,3,5,3,1,2,6,8,0,1,0,0,0,2
343,1,80,57,10,4,0,2,0,0,0,0,0,6,6,1,0,5,36,8,0,1,1,0,0,0
344,1,24,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,16,2,0,0,1,0,0,0
345,1,96,4,6,9,0,0,0,0,0,0,1,5,2,3,2,9,11,43,0,1,0,0,3,1
346,1,56,19,34,3,0,0,1,0,0,0,0,3,3,1,0,0,6,2,0,2,0,0,0,1
347,1,942,41,809,6,0,3,4,3,0,1,2,6,24,4,1,3,41,18,1,4,9,1,2,0
348,1,61,210,42,1,0,1,0,1,0,0,0,0,4,0,0,2,5,4,0,0,1,0,0,0
349,1,37,2,1,1,2,1,0,0,0,0,1,1,4,1,0,3,17,3,0,0,1,0,0,1
350,1,22,65,10,2,1,0,0,0,1,0,1,1,1,2,0,1,1,1,0,0,0,0,0,0
351,1,15,4,8,1,0,0,0,0,0,0,0,0,1,0,0,1,3,1,0,0,0,0,0,0
352,1,45,3,21,2,0,0,0,0,0,1,0,1,3,1,0,0,6,7,0,3,0,0,0,0
353,1,11,8,2,0,0,0,0,0,0,0,0,0,5,0,0,1,1,2,0,0,0,0,0,0
354,1,32,38,3,3,0,0,0,0,1,0,0,2,1,1,0,1,15,2,0,1,1,0,0,1
355,1,36,10,17,0,0,1,0,1,0,0,1,1,1,0,0,2,3,6,0,0,2,0,0,1
356,1,41,98,1,3,0,0,0,1,0,0,0,24,1,0,1,4,1,2,0,2,1,0,0,0
357,1,21,1,6,1,0,0,0,0,0,0,0,2,2,1,0,1,4,1,0,3,0,0,0,0
358,1,22,47,12,2,0,0,0,0,0,0,0,0,0,1,0,1,5,1,0,0,0,0,0,0
359,1,47,52,23,2,0,0,0,0,0,0,0,3,0,0,0,3,8,6,0,0,0,0,1,1
360,1,39,152,26,0,0,0,0,0,1,0,0,2,3,0,1,0,1,1,0,0,3,0,0,1
361,1,46,44,41,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
362,1,71,9,32,2,0,0,0,2,0,0,0,5,4,5,0,1,8,11,0,1,0,0,0,0
363,1,53,15,21,0,0,0,1,1,0,0,0,1,4,1,0,5,6,10,0,0,2,0,0,1
364,1,45,74,1,4,1,1,0,0,0,0,1,3,19,3,0,0,3,4,0,1,2,0,0,2
365,1,106,48,12,9,0,2,1,0,0,0,2,1,9,2,0,6,45,14,0,2,1,0,0,0
366,1,175,50,3,3,1,2,1,0,1,2,1,6,113,6,1,3,10,8,0,4,7,0,2,1
367,1,145,16,99,3,1,1,0,2,0,1,0,2,6,1,0,4,6,5,1,6,4,1,1,1
368,1,169,29,89,7,0,1,1,1,0,3,0,9,12,6,1,8,14,10,0,4,1,0,0,2
369,1,79,7,27,4,0,2,0,1,0,1,1,5,6,3,0,6,11,7,0,0,3,0,2,0
370,1,34,9,13,1,0,0,0,0,0,0,1,1,3,0,0,5,5,3,0,0,2,0,0,0
371,1,54,142,39,2,0,1,1,0,0,0,0,2,2,0,0,0,2,3,0,1,1,0,0,0
372,1,11,13,8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
373,1,12,27,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,8,0,0,0,0,0,0
374,1,40,34,17,3,0,0,0,0,0,0,1,2,4,0,0,2,5,3,0,2,0,0,1,0
375,1,83,3,51,5,0,0,0,1,0,0,0,0,3,0,1,4,10,7,0,0,0,0,0,1
376,1,27,44,15,1,0,0,0,0,0,0,0,1,1,0,0,1,3,3,0,1,1,0,0,0
377,1,16,342,12,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
378,1,15,14,7,1,0,0,0,1,0,0,0,0,1,0,0,1,4,0,0,0,0,0,0,0
379,1,44,28,40,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0
380,1,75,1,4,6,0,2,1,1,1,0,1,3,4,3,1,4,31,7,1,2,0,0,1,2
381,1,35,18,19,2,0,0,0,0,0,0,2,1,1,0,0,1,3,4,0,0,0,0,1,1
382,1,51,6,23,4,0,2,1,1,0,0,0,2,6,1,1,1,4,2,0,1,2,0,0,0
383,1,44,2,20,3,0,0,1,0,0,0,1,3,1,0,0,6,3,2,0,1,2,0,0,1
384,1,37,2,15,1,0,2,0,0,0,0,0,1,3,0,0,2,8,2,1,1,1,0,0,0
385,1,50,24,18,3,0,0,0,0,0,0,1,1,4,2,0,4,6,9,0,2,0,0,0,0
386,1,46,30,20,4,1,1,0,0,0,1,1,4,3,1,0,0,4,4,0,2,0,0,0,0
387,1,24,39,21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
388,1,82,4,2,7,0,1,0,1,0,1,1,2,34,6,2,2,12,9,0,1,1,0,0,0
389,1,25,7,9,0,0,0,0,0,0,0,0,3,3,0,0,2,3,2,0,3,0,0,0,0
390,1,4460,63,310,198,13,22,34,31,1,12,36,182,313,65,11,184,2454,455,3,36,55,2,24,19
391,1,37,4,31,2,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0
392,1,24,6,3,1,0,0,0,0,0,0,0,2,2,1,0,2,10,2,0,1,0,0,0,0
393,1,1453,11,839,58,2,5,0,4,1,0,1,51,93,7,6,64,138,173,1,3,4,0,0,3
394,1,17,12,1,4,0,0,0,0,0,0,0,0,2,0,0,0,8,1,0,0,1,0,0,0
395,1,39,42,20,2,0,1,0,0,0,0,0,2,2,0,0,0,6,5,0,1,0,0,0,0
396,1,2090,2,1189,180,7,6,6,16,2,6,11,111,123,24,2,98,132,131,2,13,18,1,6,6
397,1,26,4,19,0,0,0,0,0,0,1,0,0,1,0,0,0,1,4,0,0,0,0,0,0
398,1,63,4,37,1,1,0,0,0,0,0,0,0,3,3,0,4,5,6,0,1,1,0,1,0
399,1,16,26,9,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
400,1,5026,19,280,304,19,81,73,47,6,51,69,168,368,159,30,243,2197,515,18,134,137,6,58,63
401,1,21,28,12,0,0,0,0,0,0,0,0,0,1,2,0,1,3,2,0,0,0,0,0,0
402,1,18,6,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
403,1,13,30,5,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1
404,1,12,12,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
405,1,33,8,20,2,0,0,0,0,0,0,0,1,1,1,0,0,3,4,0,0,0,0,0,1
406,1,21,3,1,0,0,0,0,0,0,0,0,0,13,0,0,0,3,2,1,0,0,0,0,1
407,1,32,30,9,2,0,1,0,0,0,2,0,1,4,1,1,1,3,4,0,0,2,0,1,0
408,1,23,31,17,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,1,0,0,0
409,1,100,1,58,5,0,0,1,1,0,0,2,3,3,0,1,7,8,9,0,1,1,0,0,0
410,1,31,32,22,0,0,0,0,0,0,0,0,1,1,0,0,2,3,1,0,0,1,0,0,0
411,1,49,3,2,4,0,1,2,0,0,1,1,4,6,1,0,3,18,3,0,0,1,0,0,2
412,1,51,8,28,0,0,0,2,0,0,0,0,4,6,0,0,4,6,1,0,0,0,0,0,0
413,1,27,35,8,0,0,1,0,0,0,0,1,5,4,0,0,2,2,4,0,0,0,0,0,0
414,1,35,7,16,2,0,0,0,0,0,0,1,2,5,0,0,2,6,1,0,0,0,0,0,0
415,1,58,4,6,7,0,0,0,0,0,1,1,2,7,0,0,4,20,6,0,1,2,0,0,1
416,1,114,18,95,0,0,0,0,0,0,0,0,0,0,0,0,10,7,2,0,0,0,0,0,0
417,1,123,25,11,7,0,1,1,0,0,1,1,3,17,6,2,8,44,14,0,3,3,0,0,1
418,1,33,11,29,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
419,1,40,52,9,4,0,0,0,1,0,1,0,4,1,0,0,1,17,2,0,0,0,0,0,0
420,1,96,17,33,4,1,1,1,1,0,0,0,5,7,1,1,9,13,12,0,5,0,0,0,2
421,1,29,9,20,0,0,1,0,0,0,0,0,2,0,0,0,0,1,5,0,0,0,0,0,0
422,1,30,12,29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
423,1,26,30,3,1,0,0,0,0,0,0,0,0,2,1,0,0,12,4,0,1,1,0,0,1
424,1,19,23,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,1,11,15,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
426,1,23,42,1,1,0,0,0,0,0,0,0,2,15,0,0,1,3,0,0,0,0,0,0,0
427,1,102,2,11,12,0,3,1,0,0,0,0,3,45,0,0,4,15,7,0,0,1,0,0,0
428,1,12,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
429,1,99,2,4,1,1,1,0,1,0,0,1,3,10,2,2,4,56,9,0,1,0,0,2,1
430,1,1970,51,212,87,1,10,9,5,4,3,10,80,144,28,11,76,984,237,1,18,33,1,9,7
431,1,239,16,16,12,0,3,2,5,2,0,3,15,14,5,1,13,109,25,0,6,3,1,3,1
432,1,26,24,3,3,0,0,0,0,0,0,0,0,2,0,1,0,14,3,0,0,0,0,0,0
433,1,92,5,55,3,0,1,1,1,0,0,2,1,5,1,0,2,7,9,0,1,2,0,0,1
434,1,51,104,12,0,1,1,0,0,0,0,0,1,4,0,0,0,26,4,0,1,1,0,0,0
435,1,14,41,9,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,0,0,0,0,0,0
436,1,19,36,11,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,0,3,0,0,0,0
437,1,42,25,7,4,0,0,0,0,0,0,0,4,5,1,0,1,15,4,0,0,0,0,0,1
438,1,36,7,0,3,0,1,1,1,0,0,1,0,3,1,0,4,2,18,0,1,0,0,0,0
439,1,56,12,42,1,0,0,0,1,0,0,0,0,0,0,0,3,5,2,0,0,2,0,0,0
440,1,74,1,11,4,1,2,0,0,1,0,0,3,5,1,1,4,28,11,0,2,0,0,0,0
441,1,23,25,11,1,0,0,0,1,0,0,1,0,1,0,0,1,1,5,0,0,0,0,1,0
442,1,64,1,6,5,0,1,1,0,0,0,0,2,4,6,0,5,21,9,0,4,0,0,0,0
443,1,2070,20,128,87,8,16,11,8,2,14,24,66,140,41,10,79,1206,136,5,33,30,5,8,13
444,1,24,33,19,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0
445,1,71,39,64,1,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,1
446,1,25,165,3,3,1,0,0,0,0,0,0,1,2,1,0,1,8,2,1,1,1,0,0,0
447,1,63,2,42,2,0,0,0,1,0,0,0,4,4,0,0,2,5,2,1,0,0,0,0,0
448,1,30,1,4,1,0,0,0,0,0,0,1,1,19,0,0,2,0,2,0,0,0,0,0,0
449,1,16,4,5,1,0,2,0,0,0,0,1,1,1,0,0,2,2,1,0,0,0,0,0,0
450,1,14,21,5,0,0,0,0,0,0,1,0,1,2,0,0,0,3,1,0,0,0,0,0,1
451,1,13,23,10,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
452,1,26,25,10,1,0,0,0,0,0,0,1,0,3,1,0,2,1,6,0,1,0,0,0,0
453,1,1342,38,132,54,4,11,18,8,3,4,9,44,39,38,6,54,751,104,3,16,24,0,7,13
454,1,21,37,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,1,104,3,14,7,0,1,0,0,0,0,0,3,6,0,1,6,55,7,0,1,3,0,0,0
456,1,22,56,14,0,0,0,0,0,0,0,0,2,1,1,0,1,2,1,0,0,0,0,0,0
457,1,32,8,31,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
458,1,13,29,5,0,0,1,0,0,0,0,0,0,2,0,0,1,2,2,0,0,0,0,0,0
459,1,70,132,53,1,0,1,0,1,0,0,0,2,2,1,0,1,4,3,0,0,0,0,0,1
460,1,11,19,7,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0
461,1,63,72,7,3,0,1,1,0,0,1,0,0,7,1,1,5,28,6,0,1,0,0,0,1
462,1,40,25,24,1,0,0,0,0,0,0,0,0,3,2,0,1,4,4,0,1,0,0,0,0
463,1,65,55,59,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,1,0,0,0,0,0
464,1,24,6,2,7,0,1,0,0,0,0,0,12,1,0,0,0,1,0,0,0,0,0,0,0
465,1,17,48,7,0,0,0,0,0,0,0,0,0,2,1,0,2,3,2,0,0,0,0,0,0
466,1,44,3,34,2,0,0,0,0,0,0,0,0,3,1,0,0,4,0,0,0,0,0,0,0
467,1,25,2,15,0,0,0,0,0,0,1,0,0,0,0,0,0,3,6,0,0,0,0,0,0
468,1,65,10,7,4,0,1,0,0,0,1,0,4,4,0,0,4,32,3,1,1,2,0,0,1
469,1,254,27,10,10,1,3,2,5,1,1,3,10,18,6,3,6,142,15,3,2,8,0,1,4
470,1,13,49,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,7,0,0,1,0,0,0
471,1,20,27,12,0,0,0,0,0,0,0,0,0,1,1,0,2,3,1,0,0,0,0,0,0
472,1,246,2,22,17,2,1,3,2,0,1,2,12,20,5,0,18,95,30,1,4,5,0,4,2
473,1,14,63,4,0,0,0,1,0,0,0,0,1,0,2,0,0,2,3,0,1,0,0,0,0
474,1,89,27,7,9,0,2,2,3,1,1,1,2,10,2,0,3,32,7,0,2,4,0,1,0
475,1,34,11,4,2,0,2,0,1,0,0,1,3,3,1,0,4,8,2,0,1,2,0,0,0
476,1,85,45,47,0,0,0,2,0,0,0,0,0,3,2,0,6,10,12,1,0,2,0,0,0
477,1,18,2,1,1,1,0,0,0,0,0,1,0,1,2,0,1,8,1,0,0,1,0,0,0
478,1,57,94,41,1,0,1,0,0,0,1,0,3,2,0,0,1,1,4,1,0,1,0,0,0
479,1,16,7,9,0,0,0,0,0,0,0,0,1,0,1,0,1,1,2,0,1,0,0,0,0
480,1,40,11,34,0,0,0,0,0,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0
481,1,27,54,0,2,0,0,1,0,0,0,1,0,1,1,0,1,4,14,0,0,1,0,1,0
482,1,42,43,34,2,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,1,0,0
483,1,37,17,22,1,0,0,0,0,0,0,0,1,0,0,0,2,5,4,0,2,0,0,0,0
484,1,22,5,12,2,0,0,0,1,0,0,0,1,2,1,0,0,3,0,0,0,0,0,0,0
485,1,37,4,23,4,0,0,0,0,0,0,0,0,2,0,1,2,3,2,0,0,0,0,0,0
486,1,11,9,0,0,0,0,0,0,0,0,0,1,7,0,0,0,1,1,1,0,0,0,0,0
487,1,14,90,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
488,1,11,30,7,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0
489,1,233,101,140,4,0,1,0,0,0,0,0,6,8,1,0,15,21,33,1,0,3,0,0,0
490,1,25,11,16,0,0,0,1,0,0,0,0,0,0,1,0,1,4,2,0,0,0,0,0,0
491,1,18,126,10,1,0,0,0,0,0,0,0,0,2,0,1,0,1,2,0,0,0,0,0,1
492,1,24,23,20,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
493,1,13,50,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
494,1,62,98,5,4,0,1,0,0,0,0,0,2,4,1,0,4,30,8,0,1,1,0,1,0
495,1,15,13,6,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0
496,1,37,12,2,2,0,2,0,0,1,1,1,1,2,1,0,1,17,1,0,0,3,0,0,2
497,1,88,42,35,5,0,1,0,0,0,0,1,4,9,0,0,5,11,17,0,0,0,0,0,0
498,1,171,43,93,11,0,1,0,1,1,1,1,4,11,1,0,7,19,14,1,3,2,0,0,0
499,1,15,10,6,0,0,0,0,1,0,0,0,0,3,0,0,1,3,0,0,0,1,0,0,0
500,1,26,27,3,1,0,0,0,0,0,0,0,1,1,1,0,4,4,11,0,0,0,0,0,0
501,1,107,1,59,5,0,0,0,0,0,0,1,10,6,1,1,6,6,9,0,0,1,0,1,1
502,1,84,31,38,8,1,0,0,0,0,1,1,5,4,6,0,3,6,3,0,2,2,0,2,2
503,1,52,7,30,4,0,0,0,0,0,2,0,0,2,1,0,0,8,4,0,1,0,0,0,0
504,1,82,34,35,7,1,2,0,0,0,0,1,0,7,2,0,3,13,8,0,2,1,0,0,0
505,1,26,40,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
506,1,19,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
507,1,138,10,72,0,0,4,0,1,0,0,3,2,4,3,0,8,15,15,0,8,2,0,1,0
508,1,43,18,18,1,0,0,0,0,0,0,0,2,5,2,0,2,8,3,0,0,2,0,0,0
509,1,73,16,4,6,1,0,0,0,0,1,0,4,6,3,0,6,35,4,0,1,0,1,0,1
510,1,41,5,19,2,0,0,0,0,0,1,0,4,3,0,0,1,7,3,0,0,1,0,0,0
511,1,21,44,2,2,0,0,0,0,0,1,0,1,0,0,0,0,4,11,0,0,0,0,0,0
512,1,37,9,20,3,0,0,0,0,0,0,0,0,2,1,0,1,6,2,1,0,1,0,0,0
513,1,36,30,5,0,1,1,0,2,0,2,1,0,13,2,0,4,2,1,0,0,1,1,0,0
514,1,33,126,28,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0
515,1,21,2,11,4,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,0,0
516,1,134,10,65,8,0,4,1,1,1,0,2,3,10,0,1,7,10,16,0,2,3,0,0,0
517,1,34,41,1,1,0,0,0,0,0,0,0,0,27,0,0,0,3,2,0,0,0,0,0,0
518,1,260,36,4,16,2,3,4,3,0,3,2,6,133,7,4,10,23,16,1,13,3,0,3,4
519,1,28,3,22,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,1,0,1,0,0,0
520,1,12,6,9,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
521,1,27,119,2,1,0,1,2,2,0,1,0,1,3,0,0,0,10,2,0,0,1,0,1,0
522,1,11,74,3,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0
523,1,86,3,50,2,0,0,0,0,0,0,1,3,12,0,0,7,0,7,1,0,0,0,1,2
524,1,46,18,7,1,0,0,0,1,0,0,0,0,0,1,0,5,7,22,0,0,0,0,1,1
525,1,17,15,1,1,0,0,0,0,0,0,0,1,9,1,0,0,0,3,0,0,1,0,0,0
526,1,21,70,17,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
527,1,102,10,7,5,0,2,0,0,0,1,1,3,9,0,1,9,50,10,0,1,1,0,0,2
528,1,16,3,6,1,0,0,0,1,0,0,1,0,3,2,0,1,0,1,0,0,0,0,0,0
529,1,141,66,66,9,1,0,1,2,0,0,0,6,11,8,1,9,9,12,0,3,1,0,1,1
