UID,UDC,UFN,UTN,DC_1,DC_2,DC_3,DC_4,DC_5,DC_6,DC_7,DC_8,DC_9,DC_10,DC_11,DC_12,DC_13,DC_14,DC_15,DC_16,DC_17,DC_18,DC_19,DC_20,DC_21,DC_22
264,1,11,12,1,1,0,0,0,0,0,0,1,0,4,0,0,0,3,1,0,0,0,0,0,0
265,1,72,99,5,5,0,2,0,2,0,0,1,1,36,0,1,5,6,5,0,0,2,0,1,0
266,1,29,20,25,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0
267,1,19,43,8,0,0,0,0,1,0,0,0,1,2,1,0,0,3,3,0,0,0,0,0,0
268,1,27,20,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
269,1,65,2,34,4,0,1,0,0,0,2,1,1,4,1,0,4,8,3,0,1,1,0,0,0
270,1,62,7,9,1,0,3,0,0,0,0,0,3,7,0,0,2,26,8,0,2,0,0,0,1
271,1,22,3,3,0,0,0,2,0,0,0,0,2,1,0,0,0,11,2,0,1,0,0,0,0
272,1,23,5,2,0,0,0,0,0,0,0,0,2,1,2,0,0,2,14,0,0,0,0,0,0
273,1,213,312,13,19,0,4,3,0,0,1,1,7,5,5,2,17,105,17,0,8,3,2,0,1
274,1,17,33,3,1,0,0,0,0,0,0,0,3,2,0,0,0,8,0,0,0,0,0,0,0
275,1,78,1,36,3,0,1,0,0,1,0,0,2,6,0,0,4,10,10,0,1,1,0,1,2
276,1,42,5,33,0,1,0,0,0,0,0,0,0,2,0,0,0,3,3,0,0,0,0,0,0
277,1,66,29,5,2,0,0,1,0,0,0,1,2,4,2,0,4,29,6,0,4,3,0,1,2
278,1,20,33,13,1,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,1,0
279,1,21,35,17,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
280,1,20,42,8,0,0,0,0,0,0,1,0,3,1,0,0,1,2,3,0,1,0,0,0,0
281,1,31,10,3,1,0,1,1,0,0,0,0,0,3,0,0,1,4,15,0,1,0,0,0,1
282,1,76,57,5,5,1,2,3,0,0,0,1,3,42,0,0,2,5,3,0,3,1,0,0,0
283,1,245,13,22,14,0,0,2,1,0,2,4,11,21,12,2,12,108,21,1,2,6,0,2,2
284,1,26,6,14,0,0,0,0,0,0,0,0,2,4,0,0,1,4,1,0,0,0,0,0,0
285,1,24,16,12,1,0,0,0,0,0,1,0,0,1,0,0,0,6,3,0,0,0,0,0,0
286,1,36,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,26,0,2,1,0,1,0
287,1,26,12,15,0,0,0,0,0,0,0,0,0,3,0,0,0,5,2,0,0,1,0,0,0
288,1,23,46,15,0,0,0,0,1,0,0,0,0,1,0,0,2,4,0,0,0,0,0,0,0
289,1,104,59,11,8,0,1,1,0,0,0,1,5,8,1,0,7,42,12,0,7,0,0,0,0
290,1,15,97,8,1,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0
291,1,48,28,25,1,0,0,1,0,0,0,1,0,3,2,1,3,5,2,0,1,1,1,1,0
292,1,30,20,4,0,0,0,0,0,0,0,0,2,0,1,0,3,13,4,0,0,1,1,0,1
293,1,12,14,8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
294,1,45,42,2,6,0,0,0,0,0,0,0,23,3,0,0,1,7,3,0,0,0,0,0,0
295,1,47,38,2,2,0,1,0,0,0,0,2,0,21,1,1,2,6,6,0,0,0,1,2,0
296,1,53,71,4,1,0,1,1,2,0,0,0,1,3,5,0,4,18,5,0,2,4,1,0,1
297,1,34,29,22,1,0,0,0,0,0,0,0,3,1,1,0,0,2,4,0,0,0,0,0,0
298,1,43,5,36,0,0,0,0,0,0,1,0,0,1,0,0,0,3,1,1,0,0,0,0,0
299,1,15,56,7,0,0,0,0,0,0,0,0,0,2,0,0,1,4,1,0,0,0,0,0,0
300,1,19,102,3,1,0,1,0,0,0,0,0,1,2,0,0,1,7,1,0,1,0,0,0,1
301,1,37,2,2,1,0,0,0,1,0,0,0,2,1,1,0,1,20,4,1,1,1,0,1,0
302,1,22,116,2,13,0,0,0,0,0,0,1,3,1,0,0,1,1,0,0,0,0,0,0,0
303,1,14,1,12,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
304,1,87,9,44,5,0,3,1,0,0,0,0,4,4,2,1,0,12,7,0,0,1,2,0,1
305,1,32,4,23,1,0,0,0,0,0,0,0,2,3,0,0,0,2,1,0,0,0,0,0,0
306,1,56,12,27,5,0,0,0,0,1,0,1,4,2,0,0,3,6,4,0,1,0,1,0,1
307,1,134,33,6,7,0,3,2,1,0,2,3,3,13,1,1,10,16,56,0,2,4,0,1,3
308,1,89,14,10,3,0,0,0,0,0,0,0,5,9,2,0,8,14,37,0,0,1,0,0,0
309,1,60,5,32,0,0,1,1,0,0,0,0,4,7,1,0,1,5,7,0,0,1,0,0,0
310,1,45,112,27,1,0,0,0,0,1,0,0,1,3,0,1,5,4,2,0,0,0,0,0,0
311,1,16,165,8,2,0,0,0,0,0,0,0,1,3,1,0,0,1,0,0,0,0,0,0,0
312,1,58,10,26,4,0,1,0,0,0,0,2,2,7,1,0,0,10,5,0,0,0,0,0,0
313,1,20,3,12,2,0,0,0,1,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0
314,1,12,2,4,0,0,0,0,0,0,0,0,3,1,0,0,1,1,1,0,0,1,0,0,0
315,1,165,22,21,17,0,0,0,1,0,0,0,11,8,1,1,15,24,62,0,1,0,0,2,1
316,1,11,19,1,0,0,0,0,0,0,0,0,0,2,0,0,0,6,1,0,1,0,0,0,0
317,1,19,47,12,2,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0
318,1,18,27,1,2,0,0,0,0,0,0,0,2,1,0,0,1,7,1,0,2,0,0,0,1
319,1,56,5,4,5,0,2,0,0,0,1,2,3,4,2,0,2,25,5,0,0,0,1,0,0
320,1,26,14,17,1,1,0,0,0,0,0,0,2,1,0,0,1,1,1,0,1,0,0,0,0
321,1,36,5,28,0,0,0,1,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0
322,1,19,16,10,2,0,0,0,0,0,0,0,0,2,0,0,1,1,3,0,0,0,0,0,0
323,1,23,3,2,0,0,0,0,0,0,0,0,1,12,0,0,1,2,5,0,0,0,0,0,0
324,1,17,8,2,1,0,0,1,0,0,0,1,1,2,0,0,4,3,1,0,1,0,0,0,0
325,1,13,6,3,1,0,1,0,0,0,0,0,1,2,0,0,0,5,0,0,0,0,0,0,0
326,1,28,5,13,2,0,1,0,0,1,0,0,0,0,0,0,1,4,6,0,0,0,0,0,0
327,1,32,72,19,1,0,0,0,0,0,0,0,3,4,0,0,0,4,1,0,0,0,0,0,0
328,1,34,36,0,4,0,0,0,0,0,0,2,0,1,0,0,21,2,2,0,0,1,0,0,1
329,1,101,16,6,6,0,0,1,1,0,0,2,6,8,3,0,3,9,53,0,1,2,0,0,0
330,1,135,22,13,13,0,3,0,1,1,1,0,9,12,6,0,10,17,44,1,1,3,0,0,0
331,1,33,6,25,0,0,0,0,0,0,0,0,2,1,0,0,3,0,1,0,0,0,0,1,0
332,1,21,5,10,0,0,0,0,0,0,0,0,1,3,0,0,1,4,2,0,0,0,0,0,0
333,1,11,5,0,2,0,0,0,0,0,0,0,0,2,0,0,0,6,1,0,0,0,0,0,0
334,1,46,18,6,4,0,0,0,1,0,0,0,4,5,0,0,1,20,3,0,0,0,1,0,1
335,1,60,42,37,3,0,0,0,0,0,2,0,2,4,0,0,2,3,6,0,0,1,0,0,0
336,1,81,4,51,2,0,1,0,0,0,0,1,1,4,0,0,6,8,4,0,2,1,0,0,0
337,1,28,2,26,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
338,1,34,5,27,1,0,0,0,0,0,0,1,2,2,0,0,0,0,1,0,0,0,0,0,0
339,1,46,33,3,3,0,1,1,0,0,0,1,1,2,0,0,4,24,4,0,0,1,0,0,1
340,1,21,16,13,0,0,0,0,0,0,0,0,0,3,0,0,0,4,1,0,0,0,0,0,0
341,1,44,18,34,1,0,0,0,0,0,0,0,2,2,0,0,0,2,3,0,0,0,0,0,0
342,1,12,17,5,3,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0
343,1,50,30,17,1,0,0,0,0,0,0,0,1,24,1,0,1,4,0,0,1,0,0,0,0
344,1,206,1,102,8,0,2,2,2,0,1,0,7,12,4,1,16,16,19,2,4,5,0,2,1
345,1,123,9,3,2,0,0,1,0,0,0,0,1,93,2,0,2,10,8,0,1,0,0,0,0
346,1,24,23,11,0,0,0,0,0,0,0,0,0,2,1,0,2,2,4,0,2,0,0,0,0
347,1,154,1,15,15,0,0,2,0,0,1,0,6,22,3,1,6,60,18,0,2,1,0,1,1
348,1,58,14,43,1,0,0,0,0,0,1,0,1,3,0,0,0,5,3,0,1,0,0,0,0
349,1,56,6,39,1,0,2,0,1,0,1,0,1,1,0,0,1,7,1,0,0,1,0,0,0
350,1,29,10,18,0,0,0,2,0,0,0,0,1,1,1,0,0,1,1,0,3,0,0,0,1
351,1,38,4,12,3,0,0,0,1,0,0,3,3,3,2,0,1,4,2,0,3,1,0,0,0
352,1,25,8,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,1,22,25,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,1,61,47,6,3,0,1,0,2,0,0,3,2,29,2,0,2,8,1,0,0,2,0,0,0
355,1,38,19,5,0,0,1,1,0,0,1,1,0,4,1,0,3,6,13,0,0,0,0,1,1
356,1,15,5,6,0,0,0,0,0,0,1,0,0,1,1,0,2,2,1,0,1,0,0,0,0
357,1,35,1,8,0,0,0,0,0,0,0,0,2,0,3,0,0,6,16,0,0,0,0,0,0
358,1,26,34,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
359,1,14,16,11,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
360,1,37,2,6,2,0,0,1,0,0,2,0,1,5,0,0,0,15,3,0,1,1,0,0,0
361,1,61,2,38,1,0,1,0,0,0,0,0,1,7,0,0,1,6,3,0,1,1,0,0,1
362,1,118,5,45,8,0,0,0,1,0,0,1,6,5,0,1,5,20,24,0,0,1,0,1,0
363,1,44,10,17,4,0,0,0,0,0,1,0,4,2,0,1,4,8,3,0,0,0,0,0,0
364,1,23,2,14,0,0,0,0,0,0,0,1,1,2,0,0,2,0,3,0,0,0,0,0,0
365,1,52,34,3,2,0,0,1,0,0,1,0,1,1,3,0,2,28,5,0,1,0,0,1,3
366,1,11,34,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,5,0,1,0,0,0,1
367,1,23,8,3,1,0,0,1,0,0,1,0,1,1,0,0,2,10,1,0,1,1,0,0,0
368,1,70,24,10,4,0,2,0,1,0,0,1,2,7,1,0,6,29,6,0,1,0,0,0,0
369,1,24,29,4,1,0,0,0,0,0,0,0,0,16,0,0,1,0,2,0,0,0,0,0,0
370,1,88,6,8,3,0,0,0,2,0,0,0,2,7,0,0,1,56,7,1,0,1,0,0,0
371,1,14,6,5,2,0,0,0,0,0,1,0,0,0,0,0,1,2,3,0,0,0,0,0,0
372,1,28,34,21,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,1,1,0,0,0,0
373,1,28,25,15,1,0,0,0,0,0,1,0,0,0,0,0,1,5,4,1,0,0,0,0,0
374,1,38,74,16,4,0,0,0,0,0,0,0,2,5,0,0,1,4,5,0,1,0,0,0,0
375,1,26,6,10,1,0,0,0,0,0,0,0,1,1,1,0,3,6,2,0,0,0,0,0,1
376,1,18,16,1,1,0,0,0,0,0,0,0,0,2,0,0,0,11,3,0,0,0,0,0,0
377,1,67,9,7,4,0,1,0,0,0,0,1,4,4,2,0,7,27,6,0,3,0,0,0,1
378,1,88,38,6,6,0,3,3,0,0,0,2,6,5,5,0,6,33,7,0,5,1,0,0,0
379,1,31,31,21,1,0,0,0,0,0,0,0,1,0,1,0,0,5,2,0,0,0,0,0,0
380,1,18,19,7,0,0,0,0,0,0,0,0,0,2,0,0,1,4,3,0,0,0,0,0,1
381,1,83,1,6,4,0,2,0,1,0,2,0,2,3,1,0,7,43,5,0,2,4,0,1,0
382,1,30,8,12,2,0,0,0,0,0,0,0,1,7,0,0,2,4,2,0,0,0,0,0,0
383,1,29,22,12,3,0,0,0,0,0,0,0,1,1,0,0,0,5,4,0,1,0,0,1,1
384,1,30,10,2,1,0,1,0,0,0,1,0,1,2,3,0,1,12,2,0,1,2,0,0,1
385,1,28,6,13,1,0,0,0,0,0,0,0,2,5,1,0,0,5,0,0,1,0,0,0,0
386,1,16,1,8,2,0,0,0,0,0,0,0,2,1,0,0,1,1,1,0,0,0,0,0,0
387,1,16,2,13,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
388,1,19,24,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,2,0,0,0,0
389,1,28,6,14,2,0,0,0,0,0,0,0,1,2,0,0,0,7,2,0,0,0,0,0,0
390,1,19,64,4,2,0,0,0,0,0,0,0,1,0,0,0,0,12,0,0,0,0,0,0,0
391,1,41,38,34,0,0,0,1,0,0,0,0,0,4,0,1,0,1,0,0,0,0,0,0,0
392,1,23,4,5,3,0,0,0,0,0,0,0,1,4,0,1,2,3,3,0,0,1,0,0,0
393,1,23,9,0,2,0,0,0,0,0,0,0,0,0,0,0,2,6,12,0,0,1,0,0,0
394,1,30,6,4,4,0,0,0,0,0,0,0,2,13,0,0,1,4,1,1,0,0,0,0,0
395,1,17,16,12,1,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0
396,1,22,65,8,3,0,0,0,0,0,0,0,1,3,0,0,0,3,4,0,0,0,0,0,0
397,1,39,21,12,2,0,0,0,0,0,0,0,7,2,0,0,2,8,6,0,0,0,0,0,0
398,1,67,6,32,2,1,0,1,0,0,0,1,2,7,0,0,1,7,7,0,0,6,0,0,0
399,1,23,48,13,1,1,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0
400,1,12,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
401,1,23,2,4,1,0,0,0,0,0,0,0,0,1,3,0,0,9,3,0,1,0,0,0,1
402,1,67,6,2,4,1,0,1,1,0,0,0,3,9,1,0,4,26,11,0,3,1,0,0,0
403,1,194,4,19,8,0,4,1,3,0,0,1,8,14,0,4,11,91,14,2,4,2,0,4,4
404,1,60,8,51,0,0,0,0,0,0,0,0,2,0,0,1,1,2,3,0,0,0,0,0,0
405,1,55,53,27,3,0,0,0,0,0,0,0,2,4,1,0,1,8,6,0,2,1,0,0,0
406,1,51,16,0,3,0,1,2,1,0,0,0,3,3,1,1,2,26,3,1,1,1,0,1,1
407,1,109,61,6,2,0,2,1,3,0,1,0,0,6,2,2,3,73,6,0,2,0,0,0,0
408,1,26,126,3,2,0,0,0,1,0,1,1,0,7,0,0,4,2,2,0,1,1,0,1,0
409,1,16,7,11,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,0,0,0,0,0,0
410,1,14,3,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,1,16,3,10,1,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0
412,1,70,21,44,2,0,0,0,0,0,0,0,2,2,2,0,2,6,3,0,1,2,0,1,3
413,1,27,72,22,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,1,0,0,0,0
414,1,50,10,8,5,0,1,0,0,0,1,0,3,3,0,1,2,3,23,0,0,0,0,0,0
415,1,12,13,9,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0
416,1,23,8,13,2,0,0,0,0,0,0,0,1,1,0,0,1,1,3,0,0,1,0,0,0
417,1,45,2,5,12,0,0,0,0,0,0,0,6,6,1,0,4,6,4,0,1,0,0,0,0
418,1,19,6,15,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0
419,1,50,34,42,1,0,0,0,0,0,1,0,1,0,2,0,1,0,2,0,0,0,0,0,0
420,1,13,26,0,2,0,0,0,0,0,0,1,0,2,0,0,0,7,0,0,1,0,0,0,0
421,1,41,13,4,1,0,0,0,0,0,0,1,1,6,4,0,1,19,3,0,1,0,0,0,0
422,1,27,16,1,2,0,0,0,1,0,0,0,1,2,2,0,2,13,2,0,0,1,0,0,0
423,1,22,20,13,1,0,0,0,0,0,0,0,0,2,1,0,2,3,0,0,0,0,0,0,0
424,1,35,5,19,0,0,1,1,0,0,0,0,1,3,0,0,0,8,2,0,0,0,0,0,0
425,1,12,36,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
426,1,27,56,15,1,0,0,0,0,0,0,0,0,1,0,0,0,3,6,0,0,1,0,0,0
427,1,18,9,9,3,0,0,0,0,0,0,0,1,3,0,0,1,0,1,0,0,0,0,0,0
428,1,295,85,33,27,1,5,2,2,0,1,3,11,101,5,1,23,36,32,0,2,4,0,3,3
429,1,23,25,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
430,1,20,60,17,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0
431,1,30,11,23,0,0,0,1,0,0,0,0,0,1,1,0,0,1,3,0,0,0,0,0,0
432,1,59,16,3,7,0,0,0,0,0,0,0,5,4,1,0,4,27,5,1,1,1,0,0,0
433,1,27,16,20,0,0,0,0,0,0,0,0,0,2,0,1,1,2,0,0,1,0,0,0,0
434,1,36,2,27,1,0,0,0,0,0,0,0,1,0,1,0,0,2,1,0,0,2,0,0,1
435,1,94,3,30,2,0,2,1,0,0,2,1,3,8,2,0,5,16,11,0,1,6,0,1,3
436,1,701,96,106,28,3,11,5,3,0,3,5,30,56,13,3,43,301,70,2,7,7,0,2,3
437,1,361,1,21,22,0,10,6,2,0,3,5,8,23,14,3,24,157,26,1,7,12,0,10,7
438,1,24,94,2,0,0,0,0,0,0,0,0,2,3,0,0,0,13,4,0,0,0,0,0,0
439,1,2110,88,1391,30,3,4,4,10,2,4,3,52,53,19,4,50,304,145,5,8,13,1,2,3
440,1,22,8,3,3,0,1,0,0,0,0,0,1,0,2,0,1,3,8,0,0,0,0,0,0
441,1,33,1,11,0,0,1,0,0,0,0,0,2,3,0,0,3,7,4,0,0,1,0,0,1
442,1,64,22,5,6,1,0,0,1,0,0,1,1,8,2,0,6,26,2,0,3,1,0,0,1
443,1,17,1,1,1,0,0,0,0,0,0,0,0,2,1,0,2,6,3,0,1,0,0,0,0
444,1,18,10,9,0,0,0,0,0,1,0,0,0,2,1,0,2,2,1,0,0,0,0,0,0
445,1,50,12,45,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,0,0
446,1,20,14,16,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0
447,1,40,24,21,0,0,0,0,0,0,0,0,0,1,0,1,0,9,7,0,1,0,0,0,0
448,1,44,29,24,2,0,0,0,0,0,0,0,4,4,0,0,0,4,5,0,1,0,0,0,0
449,1,61,1,2,0,0,0,2,1,2,1,1,0,7,0,0,1,8,36,0,0,0,0,0,0
450,1,36,6,15,1,0,0,0,0,1,0,1,0,6,1,0,2,6,2,0,1,0,0,0,0
451,1,126,8,0,3,0,2,0,1,1,0,0,4,3,3,0,1,95,2,0,5,5,0,1,0
452,1,21,20,12,0,0,0,0,0,0,0,0,1,2,0,0,0,2,4,0,0,0,0,0,0
453,1,29,6,1,1,0,1,0,0,0,0,0,13,2,0,0,2,3,5,0,0,1,0,0,0
454,1,5020,17,401,213,10,23,33,26,1,14,42,180,418,58,18,216,2641,550,6,46,63,1,30,30
455,1,17,6,8,3,0,0,0,0,0,0,0,2,1,1,0,0,1,1,0,0,0,0,0,0
456,1,18,43,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
457,1,36,1,3,1,0,0,0,0,0,1,0,3,13,2,0,2,5,5,0,0,0,0,0,1
458,1,34,27,2,2,0,0,0,0,0,0,0,2,4,3,0,6,13,2,0,0,0,0,0,0
459,1,30,13,3,1,0,0,1,0,0,0,0,3,1,2,0,0,2,15,0,2,0,0,0,0
460,1,13,79,5,2,0,0,0,0,0,0,0,0,1,0,0,1,2,2,0,0,0,0,0,0
461,1,16,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
462,1,20,27,1,0,0,0,1,0,0,0,0,3,1,2,0,1,2,8,0,1,0,0,0,0
463,1,35,32,4,2,0,0,0,0,0,0,0,0,4,1,0,1,16,2,0,2,2,0,0,1
464,1,22,24,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0
465,1,42,2,5,13,0,0,1,1,0,0,0,2,6,0,1,1,6,5,0,1,0,0,0,0
466,1,31,25,15,2,0,0,0,0,0,0,0,1,4,0,0,0,6,0,0,1,1,0,0,1
467,1,69,33,10,0,0,1,0,0,0,0,0,3,6,3,0,5,32,9,0,0,0,0,0,0
468,1,19,41,2,1,0,2,0,0,0,0,0,2,0,0,0,0,3,7,0,0,0,0,1,1
469,1,17,6,13,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
470,1,18,7,13,1,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0
471,1,1500,28,101,81,9,18,19,15,4,15,19,48,120,39,11,68,665,171,4,29,29,2,14,19
472,1,72,128,6,2,0,0,0,0,0,1,0,1,43,2,0,1,7,8,0,0,1,0,0,0
473,1,23,44,1,2,0,0,0,0,0,0,0,1,12,0,0,0,4,2,0,0,1,0,0,0
474,1,56,29,43,0,0,1,2,1,0,0,1,0,5,0,0,1,2,0,0,0,0,0,0,0
475,1,17,16,13,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0
476,1,36,23,32,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0
477,1,47,21,36,1,0,0,0,0,0,0,0,1,2,1,0,0,2,4,0,0,0,0,0,0
478,1,617,11,47,41,2,13,6,6,0,3,10,33,51,8,1,42,256,75,0,7,11,0,1,4
479,1,43,6,1,0,0,0,0,1,0,0,0,6,2,1,0,2,25,1,0,0,2,0,1,1
480,1,193,54,12,6,0,0,1,1,0,1,0,5,6,10,1,8,21,113,0,4,3,0,0,1
481,1,23,137,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,16,0,1,0,0,0,0
482,1,18,1,15,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
483,1,144,44,94,6,2,2,0,0,0,0,0,3,7,0,0,9,10,6,0,2,2,0,1,0
484,1,70,74,5,2,1,1,0,0,0,0,0,2,6,1,0,2,47,1,0,0,2,0,0,0
485,1,44,130,33,4,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0
486,1,18,6,0,2,0,0,0,0,0,0,0,1,8,2,0,0,2,1,0,1,1,0,0,0
487,1,131,75,2,2,0,2,1,0,2,1,3,2,8,2,2,5,8,85,1,1,4,0,0,0
488,1,12,26,9,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
489,1,41,28,4,3,0,1,0,0,0,0,0,3,5,1,0,0,17,6,0,0,1,0,0,0
490,1,445,19,22,21,0,3,4,1,0,1,8,18,36,9,3,24,218,47,1,6,11,1,5,6
491,1,497,13,463,2,0,0,0,3,0,0,0,6,8,1,0,5,5,3,0,0,1,0,0,0
492,1,150,8,5,10,0,1,2,1,1,1,0,4,11,8,2,7,67,9,0,9,9,0,1,2
493,1,26,1,3,0,0,0,0,0,0,0,2,3,0,0,0,0,14,4,0,0,0,0,0,0
494,1,17,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
495,1,36,1,1,2,0,0,0,1,0,0,0,1,2,0,0,3,20,5,0,0,0,0,1,0
496,1,17,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
497,1,16,7,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
498,1,21,2,14,2,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0
499,1,111,25,9,0,0,1,0,0,0,0,0,3,6,0,0,2,85,3,0,1,1,0,0,0
500,1,38,126,3,2,0,0,0,0,0,0,0,0,6,0,0,3,18,4,0,0,0,0,1,1
501,1,22,21,0,2,0,1,1,0,0,0,0,1,7,0,0,2,3,3,0,0,2,0,0,0
502,1,2707,4,127,141,18,33,27,21,6,18,34,89,200,77,14,115,1371,229,4,50,76,2,27,28
503,1,52,2,30,2,1,0,0,0,0,0,0,2,1,0,0,3,6,4,1,0,1,0,0,1
504,1,27,15,24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0
505,1,25,46,22,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
506,1,21,6,15,1,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0
507,1,74,12,69,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0
508,1,122,31,56,5,0,0,0,0,0,0,1,0,7,1,2,9,27,8,0,2,3,0,1,0
509,1,42,11,1,3,0,0,0,0,0,0,1,0,3,0,0,3,25,4,1,0,0,0,0,1
510,1,13,15,11,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
511,1,130,18,6,7,1,2,1,1,0,2,1,4,65,1,1,7,13,11,1,1,3,0,0,2
512,1,24,68,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
513,1,282,9,108,12,0,7,3,4,0,2,5,13,23,3,0,21,31,27,1,7,7,0,6,2
514,1,94,2,37,5,0,2,0,1,0,0,0,6,13,0,1,3,16,10,0,0,0,0,0,0
515,1,64,1,2,5,0,2,0,0,0,0,0,2,7,5,0,3,29,8,0,0,0,0,1,0
516,1,53,104,37,1,0,0,0,0,0,0,0,2,1,0,0,0,6,4,1,0,0,0,0,1
517,1,24,14,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,1,47,7,3,4,0,1,0,1,0,1,0,2,5,0,0,3,17,5,0,2,2,0,0,1
519,1,2379,50,1323,112,9,26,18,17,3,19,35,99,152,39,5,93,160,157,8,29,37,1,19,18
520,1,57,3,2,5,0,2,0,0,1,0,2,3,3,1,0,5,6,25,0,0,1,0,1,0
521,1,13,24,6,1,0,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0,0,0
522,1,38,16,6,1,0,0,0,0,0,0,0,3,2,0,0,1,20,5,0,0,0,0,0,0
523,1,80,32,9,2,0,2,0,0,0,1,0,3,41,0,0,3,7,5,0,5,1,0,0,1
524,1,33,47,23,0,0,1,0,0,0,0,0,0,6,0,0,1,1,1,0,0,0,0,0,0
525,1,1587,11,133,69,3,4,6,9,1,0,3,60,107,13,4,57,968,100,4,11,25,4,5,1
526,1,22,66,12,1,0,0,0,0,0,0,0,0,1,0,0,1,2,4,0,0,1,0,0,0
527,1,5001,20,271,220,14,54,38,20,4,23,37,133,238,98,12,200,2997,392,11,60,99,8,39,33
528,1,44,4,20,1,0,0,1,0,0,0,0,1,4,2,0,1,4,8,0,0,2,0,0,0
529,1,20,11,16,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
