UID,UDC,UFN,UTN,DC_1,DC_2,DC_3,DC_4,DC_5,DC_6,DC_7,DC_8,DC_9,DC_10,DC_11,DC_12,DC_13,DC_14,DC_15,DC_16,DC_17,DC_18,DC_19,DC_20,DC_21,DC_22
255,1,46,34,25,5,0,1,1,0,0,0,0,3,3,0,0,0,4,3,0,0,1,0,0,0
256,1,40,48,36,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0
257,1,53,20,26,3,0,1,0,1,0,0,0,2,6,1,0,6,2,2,0,0,1,0,0,2
258,1,14,13,1,1,0,0,0,0,0,0,0,1,1,0,0,0,10,0,0,0,0,0,0,0
259,1,37,17,31,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0
260,1,115,43,16,4,0,1,0,1,0,0,1,5,7,4,2,3,54,12,0,0,2,0,2,1
261,1,24,55,17,0,0,0,0,0,0,0,0,0,1,1,0,0,4,1,0,0,0,0,0,0
262,1,105,46,11,11,0,0,1,2,0,0,2,3,8,0,0,6,16,41,0,0,3,0,1,0
263,1,23,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
264,1,17,2,14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
265,1,53,4,6,3,0,1,1,1,0,0,0,1,6,1,0,7,21,3,0,2,0,0,0,0
266,1,13,40,8,1,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0
267,1,50,7,4,5,0,0,0,1,0,1,2,5,6,1,1,3,18,2,0,0,1,0,0,0
268,1,43,23,21,1,0,1,0,0,0,0,0,3,1,2,0,4,6,3,0,1,0,0,0,0
269,1,27,93,17,0,0,0,0,0,0,0,0,2,1,0,0,1,1,3,0,0,1,1,0,0
270,1,14,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
271,1,16,2,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
272,1,12,6,10,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
273,1,31,49,26,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0
274,1,29,3,19,0,0,0,0,0,0,0,1,1,2,0,0,2,2,1,0,1,0,0,0,0
275,1,59,43,52,0,0,0,0,0,0,0,0,1,1,0,0,2,0,3,0,0,0,0,0,0
276,1,105,31,47,4,0,0,0,1,0,2,0,3,8,3,0,5,8,18,0,2,3,0,1,0
277,1,65,89,28,6,0,0,0,0,0,0,0,1,1,0,0,3,12,10,1,1,1,0,1,0
278,1,31,3,24,3,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
279,1,19,11,16,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
280,1,66,22,28,3,0,0,0,0,0,0,0,5,8,2,0,2,6,9,0,2,1,0,0,0
281,1,32,6,6,4,0,0,0,0,0,0,0,0,0,0,0,4,12,6,0,0,0,0,0,0
282,1,15,9,3,1,0,0,0,0,0,0,0,1,2,0,0,1,0,7,0,0,0,0,0,0
283,1,26,3,13,2,0,0,0,0,0,0,0,2,3,1,0,0,4,0,1,0,0,0,0,0
284,1,19,5,3,1,0,0,0,0,0,0,0,2,0,0,0,1,10,2,0,0,0,0,0,0
285,1,15,15,2,0,0,1,0,0,0,0,1,0,3,0,0,1,1,6,0,0,0,0,0,0
286,1,40,12,17,1,0,0,1,1,0,0,1,2,5,1,1,2,3,3,0,0,1,0,0,1
287,1,48,4,1,2,0,0,3,0,0,1,0,0,3,0,0,2,8,24,0,2,1,0,1,0
288,1,65,78,3,2,0,0,0,1,0,0,0,2,2,1,0,3,38,10,0,1,1,1,0,0
289,1,37,21,4,2,0,2,0,0,0,0,0,0,22,0,0,1,2,2,1,0,0,0,0,1
290,1,15,17,8,1,0,0,0,0,0,0,0,1,0,1,0,1,3,0,0,0,0,0,0,0
291,1,20,23,1,3,0,0,0,0,0,0,0,0,13,1,0,1,0,1,0,0,0,0,0,0
292,1,21,57,18,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
293,1,20,13,0,10,0,0,0,0,0,0,0,1,1,1,0,1,3,3,0,0,0,0,0,0
294,1,16,64,6,2,0,0,0,0,0,0,0,0,2,0,0,0,3,3,0,0,0,0,0,0
295,1,23,160,17,1,0,0,0,0,0,0,0,1,0,1,0,0,2,1,0,0,0,0,0,0
296,1,49,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,0,0,0,0,0
297,1,20,32,8,1,0,1,0,0,0,0,0,0,2,0,0,0,3,4,0,0,1,0,0,0
298,1,17,50,3,0,0,1,0,0,0,0,0,0,10,0,0,2,1,0,0,0,0,0,0,0
299,1,22,11,14,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,1,0,0,0,0,0
300,1,46,38,43,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
301,1,36,4,8,3,0,0,0,0,0,0,0,2,3,0,1,2,13,3,0,0,1,0,0,0
302,1,26,34,20,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,0,1,0,0,0
303,1,606,3,29,17,3,8,4,6,0,7,5,23,38,9,4,15,374,31,2,9,14,0,3,5
304,1,63,2,26,9,0,0,0,0,0,0,0,4,6,0,1,4,6,7,0,0,0,0,0,0
305,1,17,6,11,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,0,0,0,0,0,0
306,1,15,5,1,0,0,0,0,0,0,0,0,0,9,1,0,0,2,1,0,1,0,0,0,0
307,1,38,4,3,2,0,1,0,0,0,0,0,2,4,0,0,0,22,2,0,2,0,0,0,0
308,1,32,10,30,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
309,1,29,16,25,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
310,1,62,1,11,1,0,0,1,0,0,0,0,4,3,0,0,3,28,6,0,2,1,0,1,1
311,1,63,11,32,3,0,1,0,0,0,0,1,3,3,0,0,3,6,10,0,1,0,0,0,0
312,1,45,8,3,5,0,0,0,0,0,0,2,3,2,0,0,2,23,5,0,0,0,0,0,0
313,1,18,7,8,0,0,0,0,0,0,0,1,1,0,1,0,1,2,4,0,0,0,0,0,0
314,1,60,50,36,3,0,0,1,0,0,0,0,3,3,0,0,0,7,5,0,2,0,0,0,0
315,1,13,1,6,0,0,0,0,0,0,0,0,0,2,1,0,0,2,2,0,0,0,0,0,0
316,1,73,12,4,6,0,4,1,0,0,0,0,6,4,1,0,4,28,9,0,3,2,0,0,1
317,1,27,98,24,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
318,1,13,3,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
319,1,44,1,4,3,1,1,0,0,0,0,0,2,5,0,1,2,19,2,0,2,1,0,0,1
320,1,12,7,10,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
321,1,26,12,16,3,0,0,0,0,0,0,0,1,3,0,0,1,1,1,0,0,0,0,0,0
322,1,61,47,8,4,0,0,0,0,0,0,0,2,3,3,0,4,27,7,0,2,1,0,0,0
323,1,43,24,31,1,0,0,0,0,0,1,0,1,1,0,0,1,4,3,0,0,0,0,0,0
324,1,40,1,13,8,0,0,0,0,0,0,0,6,2,1,0,3,5,2,0,0,0,0,0,0
325,1,37,22,6,5,0,1,0,0,0,0,1,1,5,0,0,2,14,2,0,0,0,0,0,0
326,1,39,1,37,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
327,1,14,21,0,3,0,0,0,0,0,0,0,8,0,0,1,0,2,0,0,0,0,0,0,0
328,1,14,19,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,1,78,43,6,5,0,0,0,0,0,0,0,6,10,1,0,4,34,10,0,2,0,0,0,0
330,1,23,3,2,1,1,0,0,0,0,0,0,1,1,0,0,3,11,2,0,0,0,0,0,1
331,1,35,65,33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
332,1,50,8,2,3,0,1,3,1,0,0,2,1,2,5,0,1,17,8,0,3,1,0,0,0
333,1,37,6,12,2,0,2,1,0,0,0,0,2,2,0,1,1,7,5,1,0,1,0,0,0
334,1,17,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
335,1,14,68,10,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0
336,1,59,2,39,5,0,0,0,1,0,0,1,1,5,1,0,1,1,1,0,1,0,0,1,1
337,1,19,1,7,2,0,0,0,0,0,0,0,0,5,0,0,2,1,1,0,1,0,0,0,0
338,1,18,5,9,1,0,0,0,0,0,0,0,1,0,0,0,0,3,4,0,0,0,0,0,0
339,1,53,11,46,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,1,0,0,0,0,0
340,1,62,20,40,2,0,0,0,0,0,0,0,2,1,4,1,2,6,3,0,0,1,0,0,0
341,1,34,82,18,3,0,0,0,0,0,0,0,0,0,0,0,1,4,7,0,0,0,0,1,0
342,1,58,7,3,5,0,0,0,0,0,0,0,3,3,3,0,2,4,31,0,3,0,0,0,1
343,1,34,4,13,3,0,0,1,0,0,0,1,1,3,0,1,2,4,2,0,1,1,0,0,1
344,1,37,3,26,2,0,0,0,0,0,0,0,1,2,0,0,3,2,1,0,0,0,0,0,0
345,1,28,36,4,1,0,0,0,0,0,0,0,1,13,0,0,0,4,2,0,2,1,0,0,0
346,1,120,8,10,6,0,1,1,1,0,0,0,4,9,1,0,10,52,17,1,3,2,0,1,1
347,1,33,6,30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
348,1,11,9,8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
349,1,22,2,3,2,0,0,0,0,1,0,0,1,2,0,0,1,8,2,0,0,1,0,0,1
350,1,49,3,29,1,0,1,0,0,0,1,0,1,2,0,0,1,8,4,0,0,1,0,0,0
351,1,22,6,15,2,0,0,0,0,0,0,0,1,2,0,0,1,0,1,0,0,0,0,0,0
352,1,17,92,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
353,1,46,12,6,1,0,0,2,0,0,1,1,1,3,0,0,1,5,21,0,2,0,0,0,2
354,1,34,3,25,0,0,0,0,0,0,0,0,0,4,0,0,0,3,2,0,0,0,0,0,0
355,1,44,12,37,0,0,0,0,0,0,0,0,1,1,0,0,0,2,3,0,0,0,0,0,0
356,1,30,12,25,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0,0,0,0,0,0
357,1,24,7,7,2,0,0,0,0,0,1,0,1,1,1,0,3,2,1,1,2,2,0,0,0
358,1,16,45,5,1,0,0,0,1,0,0,1,0,2,2,0,0,3,0,1,0,0,0,0,0
359,1,51,74,20,13,0,0,0,0,0,0,0,2,2,0,0,4,3,7,0,0,0,0,0,0
360,1,11,42,5,2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0
361,1,56,34,27,5,0,0,0,0,0,0,0,3,4,0,1,2,6,6,0,0,1,0,0,1
362,1,15,9,11,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
363,1,40,37,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,1,33,16,4,17,0,0,0,0,0,0,1,4,1,1,0,1,4,0,0,0,0,0,0,0
365,1,37,33,27,1,0,0,0,0,0,1,0,1,3,0,0,1,2,1,0,0,0,0,0,0
366,1,4545,2,270,236,10,47,47,24,6,14,40,144,285,99,20,233,2398,425,9,84,83,2,31,38
367,1,15,3,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
368,1,30,5,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
369,1,573,16,36,36,0,4,4,4,0,0,9,28,41,9,4,28,270,63,2,12,10,0,8,5
370,1,167,40,28,6,0,0,0,1,0,0,0,4,18,6,0,17,8,73,0,4,2,0,0,0
371,1,17,16,10,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1
372,1,53,13,6,0,0,1,2,0,0,3,2,0,4,1,0,5,18,7,0,0,1,1,0,2
373,1,91,27,48,6,0,1,0,1,1,2,0,3,4,3,1,3,11,4,0,0,2,0,0,1
374,1,91,18,37,9,0,0,0,0,0,0,1,4,10,1,1,1,14,11,0,0,1,0,0,1
375,1,1016,2,553,48,4,6,2,2,2,4,7,30,111,12,5,39,67,79,4,11,16,0,9,5
376,1,22,1,15,1,0,0,0,0,0,0,0,0,0,2,0,0,3,1,0,0,0,0,0,0
377,1,20,13,1,0,0,0,0,0,0,0,0,1,2,0,0,1,2,12,1,0,0,0,0,0
378,1,14,16,5,2,0,0,0,0,0,0,0,1,1,0,0,1,3,1,0,0,0,0,0,0
379,1,24,25,20,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
380,1,23,3,4,2,0,0,0,0,0,0,0,1,0,0,0,1,12,3,0,0,0,0,0,0
381,1,24,3,12,0,0,0,1,0,1,0,0,0,2,2,0,0,1,3,0,0,0,0,2,0
382,1,27,13,23,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0
383,1,21,80,1,0,0,1,0,0,0,0,0,0,2,0,0,0,4,11,0,0,1,1,0,0
384,1,52,21,0,4,0,0,0,0,1,0,1,4,3,1,0,2,26,4,0,2,2,0,2,0
385,1,60,2,47,0,0,0,0,0,0,0,0,2,2,0,0,2,2,4,0,1,0,0,0,0
386,1,18,1,13,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0
387,1,21,8,19,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
388,1,27,6,1,1,0,1,0,0,0,0,1,1,8,1,1,4,3,3,0,1,0,0,1,0
389,1,16,12,10,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0
390,1,14,5,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
391,1,21,40,9,0,0,0,0,0,0,0,0,1,3,0,0,0,6,2,0,0,0,0,0,0
392,1,36,6,20,1,0,0,0,0,0,1,0,1,4,2,0,0,2,3,0,1,1,0,0,0
393,1,13,12,10,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
394,1,46,2,25,1,0,0,0,0,0,1,0,0,2,0,0,2,8,6,0,0,0,0,0,1
395,1,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,1,69,9,42,1,0,0,0,0,0,1,3,1,3,3,1,3,5,4,0,1,0,0,0,1
397,1,114,13,62,18,0,1,0,0,0,0,1,11,4,0,0,6,8,3,0,0,0,0,0,0
398,1,22,34,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
399,1,19,6,13,1,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0
400,1,52,38,43,3,0,0,0,0,0,0,0,0,2,0,0,1,1,1,0,1,0,0,0,0
401,1,13,15,10,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
402,1,25,20,17,1,0,0,0,0,0,0,0,1,2,0,0,0,4,0,0,0,0,0,0,0
403,1,31,28,0,1,0,0,0,0,0,0,0,3,16,0,0,0,7,4,0,0,0,0,0,0
404,1,39,30,17,3,0,0,0,0,0,0,0,1,3,0,0,0,5,6,0,2,1,0,1,0
405,1,18,12,14,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
406,1,19,10,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
407,1,61,29,8,2,0,1,0,0,0,1,0,1,3,2,0,3,29,3,0,4,2,0,0,2
408,1,30,67,21,0,0,0,0,0,0,0,2,0,0,0,0,1,2,3,0,0,1,0,0,0
409,1,37,5,28,2,0,0,0,0,0,0,0,1,1,1,0,1,2,0,0,0,0,0,0,1
410,1,18,32,6,1,0,0,0,0,0,0,0,1,2,0,0,0,3,4,0,0,0,0,0,1
411,1,34,29,3,2,0,0,1,1,0,0,0,0,14,0,1,0,4,4,1,3,0,0,0,0
412,1,19,55,2,1,0,0,0,0,0,0,0,4,1,0,0,0,9,2,0,0,0,0,0,0
413,1,45,10,30,1,0,0,0,0,0,0,0,1,1,0,0,1,9,1,0,1,0,0,0,0
414,1,24,15,11,1,0,0,0,0,0,0,3,3,0,0,0,2,2,0,0,0,1,0,1,0
415,1,24,8,17,2,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0
416,1,64,1,6,6,0,1,0,0,0,3,1,4,5,1,0,2,24,6,0,0,2,1,1,1
417,1,56,24,21,2,0,0,1,1,0,1,2,4,3,2,0,3,10,5,0,0,0,0,1,0
418,1,45,93,3,3,0,0,0,0,0,1,1,1,1,4,0,2,21,2,0,3,3,0,0,0
419,1,36,82,24,0,0,0,0,0,0,0,1,1,1,0,0,0,3,5,1,0,0,0,0,0
420,1,46,15,24,4,0,0,0,0,0,0,0,2,5,0,0,3,2,5,0,0,0,0,0,1
421,1,54,24,25,6,0,0,0,0,0,1,0,1,5,1,0,3,7,3,0,0,1,0,1,0
422,1,26,12,14,2,0,0,0,0,0,0,0,5,0,1,0,1,2,0,0,0,0,0,1,0
423,1,53,19,4,1,0,0,0,0,0,0,1,3,4,1,0,1,26,11,0,0,0,0,0,1
424,1,91,7,50,3,0,0,0,2,0,0,1,3,7,3,0,4,8,5,0,3,0,1,1,0
425,1,2694,17,1973,74,0,18,11,12,1,14,6,44,94,27,5,98,145,103,2,24,22,2,12,7
426,1,88,21,13,1,0,0,0,1,0,1,1,5,11,0,0,2,44,6,0,1,1,0,0,1
427,1,131,211,64,8,0,3,0,0,1,1,2,5,5,2,0,4,14,13,1,0,4,0,3,1
428,1,17,12,7,1,0,0,0,0,0,1,0,1,2,0,0,0,3,1,0,0,1,0,0,0
429,1,14,6,0,0,0,0,0,0,0,0,0,0,4,0,0,1,5,3,0,0,0,0,1,0
430,1,12,4,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
431,1,877,4,616,22,0,2,0,1,0,0,2,16,26,9,2,23,85,63,1,2,7,0,0,0
432,1,100,90,9,6,0,0,1,2,0,2,1,7,43,0,1,4,11,8,1,1,2,0,1,0
433,1,55,9,24,3,0,1,1,2,0,0,0,1,3,0,0,1,6,8,0,5,0,0,0,0
434,1,153,2,8,3,0,2,1,5,0,5,1,7,91,2,0,3,7,9,1,4,2,0,1,1
435,1,13,110,9,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0
436,1,55,17,29,4,0,0,0,0,0,0,0,1,1,2,0,5,7,5,0,1,0,0,0,0
437,1,25,27,23,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
438,1,15,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
439,1,22,1,14,0,0,2,0,0,0,1,0,0,0,0,0,0,2,0,0,1,2,0,0,0
440,1,71,16,30,5,0,2,0,1,0,0,1,3,5,1,1,4,12,6,0,0,0,0,0,0
441,1,68,40,11,3,0,1,0,1,1,0,0,2,1,2,0,1,31,10,0,2,1,0,0,1
442,1,17,16,8,1,0,1,0,1,0,0,1,1,2,0,0,1,0,1,0,0,0,0,0,0
443,1,16,30,12,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0
444,1,32,8,22,3,0,0,0,0,0,1,0,2,2,0,0,1,1,0,0,0,0,0,0,0
445,1,37,57,27,1,0,0,0,0,0,0,0,2,0,1,0,0,3,3,0,0,0,0,0,0
446,1,25,11,20,1,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0
447,1,43,10,4,2,1,1,0,0,0,0,0,2,17,1,0,3,4,5,0,1,0,0,1,1
448,1,781,1,589,11,0,0,0,6,0,1,1,14,29,8,1,13,46,49,0,2,9,0,1,1
449,1,53,7,26,0,0,0,0,0,0,0,0,1,2,3,0,3,10,6,0,1,0,0,0,1
450,1,35,1,2,3,1,0,2,0,0,0,0,3,4,0,0,0,16,3,0,0,1,0,0,0
451,1,225,5,10,19,1,5,1,2,0,3,2,9,10,6,0,24,90,28,0,2,6,0,5,2
452,1,11,27,8,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
453,1,36,26,6,5,0,1,0,0,0,0,0,4,2,2,0,1,12,3,0,0,0,0,0,0
454,1,36,50,20,1,0,0,0,0,0,0,0,1,1,0,1,0,7,3,0,1,1,0,0,0
455,1,38,2,35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
456,1,45,6,1,1,0,1,1,1,1,0,0,4,5,0,0,1,4,21,0,2,1,0,1,0
457,1,17,11,9,1,0,0,0,0,0,1,0,0,0,0,0,2,0,3,0,0,0,0,0,1
458,1,32,13,29,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
459,1,19,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
460,1,1420,6,1088,42,0,1,3,3,1,1,5,25,82,4,3,21,75,51,4,2,7,1,0,1
461,1,56,14,40,1,0,1,0,0,0,0,1,0,3,0,1,1,3,3,0,2,0,0,0,0
462,1,11,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,1,95,18,35,8,1,0,1,1,0,0,1,10,6,1,0,9,9,9,1,0,2,0,0,1
464,1,52,18,8,3,0,0,0,0,0,0,0,1,20,1,0,4,10,2,0,1,2,0,0,0
465,1,39,70,32,0,0,0,0,0,0,0,0,0,1,0,0,1,3,1,0,1,0,0,0,0
466,1,18,13,15,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
467,1,40,9,21,1,0,0,0,1,0,0,0,0,4,2,0,0,2,5,0,1,1,0,1,1
468,1,14,22,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
469,1,25,13,21,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
470,1,84,20,38,6,0,0,0,0,0,0,2,4,8,0,0,4,4,11,0,2,1,1,2,1
471,1,21,19,10,0,0,0,0,0,0,0,0,2,1,0,0,0,4,4,0,0,0,0,0,0
472,1,50,14,35,1,0,0,0,0,0,0,0,1,3,0,0,3,5,1,0,1,0,0,0,0
473,1,112,1,43,5,0,3,1,1,0,1,1,6,7,2,0,7,16,16,0,1,1,0,1,0
474,1,17,6,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
475,1,16,2,11,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0
476,1,27,23,3,1,0,0,0,0,0,0,0,0,3,1,0,3,1,1,0,1,13,0,0,0
477,1,162,2,9,10,1,5,5,1,0,2,0,4,10,10,1,11,66,16,0,4,5,0,1,1
478,1,16,18,13,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
479,1,24,6,21,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
480,1,15,42,9,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
481,1,389,370,23,22,1,6,5,2,1,3,2,11,22,9,5,14,195,30,3,11,13,3,5,3
482,1,12,24,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,1,22,9,12,2,0,0,0,0,0,0,0,1,0,1,0,3,2,1,0,0,0,0,0,0
484,1,806,11,35,16,2,5,4,5,2,3,1,6,64,15,4,8,571,40,2,4,13,0,4,2
485,1,12,28,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
486,1,63,13,8,5,0,0,1,0,0,1,1,4,21,3,0,3,8,3,1,1,1,1,1,0
487,1,15,11,0,1,0,0,0,0,0,0,0,1,0,6,0,2,2,1,0,1,0,0,0,1
488,1,24,29,1,3,0,0,0,0,0,0,0,1,5,0,0,3,7,4,0,0,0,0,0,0
489,1,18,9,13,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
490,1,17,124,6,2,0,0,0,0,0,1,0,4,0,0,0,1,3,0,0,0,0,0,0,0
491,1,26,8,2,12,0,1,0,0,0,0,0,2,1,0,0,1,3,2,0,0,2,0,0,0
492,1,23,1,4,9,0,2,0,0,0,0,2,0,2,0,0,0,3,0,0,0,0,0,1,0
493,1,744,2,301,64,2,8,5,7,1,7,4,39,50,16,4,38,90,74,2,9,17,0,2,4
494,1,270,8,12,23,1,4,1,2,1,1,1,9,19,4,0,8,144,22,2,8,6,1,0,1
495,1,99,6,5,3,1,7,2,0,0,1,1,2,6,3,0,4,8,48,0,2,4,0,0,2
496,1,25,14,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
497,1,4902,2,238,255,13,65,51,33,2,26,49,152,278,93,11,233,2738,418,8,69,100,3,31,36
498,1,83,4,5,6,0,1,3,0,0,0,3,2,7,3,1,6,32,7,2,3,0,0,1,1
499,1,42,15,34,3,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0
500,1,69,72,11,4,0,0,0,0,0,0,0,0,7,0,0,6,28,10,1,0,1,0,0,1
501,1,29,12,10,0,0,0,0,0,0,0,0,3,3,1,0,2,5,2,2,0,1,0,0,0
502,1,28,2,11,2,0,0,0,0,0,0,0,2,2,0,0,2,5,4,0,0,0,0,0,0
503,1,128,20,50,7,1,0,1,2,1,1,1,4,8,7,1,8,11,6,0,6,8,0,2,3
504,1,15,6,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,1,19,18,16,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0
506,1,47,27,21,5,0,0,0,0,0,0,0,3,2,3,0,2,4,3,0,3,0,0,1,0
507,1,36,9,5,2,0,0,0,0,0,0,0,2,3,0,0,3,14,7,0,0,0,0,0,0
508,1,43,4,27,0,0,0,1,0,0,0,0,0,2,0,0,3,4,4,0,1,1,0,0,0
509,1,3460,52,2564,63,11,14,14,14,1,10,17,44,88,25,5,91,170,255,2,23,26,1,12,10
510,1,16,13,1,2,0,0,0,0,0,0,0,1,7,0,0,2,1,1,1,0,0,0,0,0
511,1,31,14,4,4,0,0,0,0,0,0,2,1,12,0,0,1,2,2,0,0,1,0,1,1
512,1,34,25,22,2,0,0,0,0,0,0,0,1,3,1,0,1,4,0,0,0,0,0,0,0
513,1,18,26,10,0,0,0,0,0,0,0,0,1,1,0,0,1,2,3,0,0,0,0,0,0
514,1,23,66,18,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
515,1,11,26,5,1,0,0,1,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0
516,1,46,10,35,1,0,0,0,0,0,0,0,2,0,0,0,0,2,6,0,0,0,0,0,0
517,1,12,2,8,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0
518,1,4950,60,308,275,17,50,33,26,5,36,56,168,374,114,22,252,509,2392,10,92,106,4,47,54
519,1,24,19,23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
520,1,22,26,10,0,0,0,0,0,0,0,0,0,0,1,0,3,5,0,0,2,0,0,1,0
