obj#,nonMCost,sCost,rCost,wCost,tCost,cCost,mCost,locationt=0  
j=5,2292552000028900,2292552000000000,0,0,28900,0,0,1
j=6,239912000006800,239912000000000,0,0,6800,0,0,1
j=7,3348820000071400,3348820000000000,0,0,71400,0,0,1
j=8,1912076000037400,1912076000000000,0,0,37400,0,0,1
j=9,2810980200052785,2810980200000000,0,0,52785,0,0,1
j=10,10482184000196350,10482184000000000,0,0,196350,0,0,1
j=11,4908007400066300,4908007400000000,0,0,66300,0,0,1
j=12,8549060000167280,8549060000000000,0,0,167280,0,0,1
j=13,307176900016000,307176900000000,0,0,16000,0,0,1
j=14,1249672800020400,1249672800000000,0,0,20400,0,0,1

t=32  
j=0,264827500006800,264827500000000,0,0,6800,0,0,1
j=1,348167000009350,348167000000000,0,0,9350,0,0,1
j=2,8881713500114240,8881713500000000,0,0,114240,0,0,1
j=3,99959200001700,99959200000000,0,0,1700,0,0,1
j=4,58802708700922320,58802708700000000,0,0,922320,0,0,1
j=5,2409624000042500,2409624000000000,0,0,42500,0,0,1
j=6,267392000003400,267392000000000,0,0,3400,0,0,1
j=7,3596980000073100,3596980000000000,0,0,73100,0,0,1
j=8,2013956000054230,2013956000000000,0,0,54230,0,0,1
j=9,2969362200037145,2969362200000000,0,0,37145,0,0,1
j=10,11059024000230010,11059024000000000,0,0,230010,0,0,1
j=11,5167332200085000,5167332200000000,0,0,85000,0,0,1
j=12,9015140000144840,9015140000000000,0,0,144840,0,0,1
j=13,369845700004000,369845700000000,0,0,4000,0,0,1
j=14,1311828000030600,1311828000000000,0,0,30600,0,0,1

t=33  
j=0,284920300003400,284920300000000,0,0,3400,0,0,1
j=1,385232600007480,385232600000000,0,0,7480,0,0,1
j=2,9321031100111860,9321031100000000,0,0,111860,0,0,1
j=3,108935200001700,108935200000000,0,0,1700,0,0,1
j=4,61674618300900360,61674618300000000,0,0,900360,0,0,1
j=5,2584008000044200,2584008000000000,0,0,44200,0,0,1
j=6,283712000001700,283712000000000,0,0,1700,0,0,1
j=7,3850060000061200,3850060000000000,0,0,61200,0,0,1
j=8,2177756000039270,2177756000000000,0,0,39270,0,0,1
j=9,3075958200048875,3075958200000000,0,0,48875,0,0,1
j=10,11763544000205700,11763544000000000,0,0,205700,0,0,1
j=11,5479635800076500,5479635800000000,0,0,76500,0,0,1
j=12,9405020000169320,9405020000000000,0,0,169320,0,0,1
j=13,380559300004000,380559300000000,0,0,4000,0,0,1
j=14,1411408800028900,1411408800000000,0,0,28900,0,0,1

t=34  
j=0,299934700006800,299934700000000,0,0,6800,0,0,1
j=1,413811800005610,413811800000000,0,0,5610,0,0,1
j=2,9779517500138040,9779517500000000,0,0,138040,0,0,1
j=3,117911200001700,117911200000000,0,0,1700,0,0,1
j=4,64507014300883890,64507014300000000,0,0,883890,0,0,1
j=5,2763144000037400,2763144000000000,0,0,37400,0,0,1
j=6,291872000001700,291872000000000,0,0,1700,0,0,1
j=7,4043740000054400,4043740000000000,0,0,54400,0,0,1
j=8,2305916000052360,2305916000000000,0,0,52360,0,0,1
j=9,3216070200064515,3216070200000000,0,0,64515,0,0,1
j=10,12371224000220660,12371224000000000,0,0,220660,0,0,1
j=11,5767377800056100,5767377800000000,0,0,56100,0,0,1
j=12,9867380000171360,9867380000000000,0,0,171360,0,0,1
j=13,391272900004000,391272900000000,0,0,4000,0,0,1
j=14,1501716000023800,1501716000000000,0,0,23800,0,0,1

t=35  
j=0,320027500001700,320027500000000,0,0,1700,0,0,1
j=1,433904600005610,433904600000000,0,0,5610,0,0,1
j=2,10337759900111860,10337759900000000,0,0,111860,0,0,1
j=3,126887200001700,126887200000000,0,0,1700,0,0,1
j=4,67374102300902190,67374102300000000,0,0,902190,0,0,1
j=5,2911032000042500,2911032000000000,0,0,42500,0,0,1
j=6,300032000000000,300032000000000,0,0,0,0,0,1
j=7,4225300000069700,4225300000000000,0,0,69700,0,0,1
j=8,2440676000043010,2440676000000000,0,0,43010,0,0,1
j=9,3415528200044965,3415528200000000,0,0,44965,0,0,1
j=10,13027144000235620,13027144000000000,0,0,235620,0,0,1
j=11,5977151000078200,5977151000000000,0,0,78200,0,0,1
j=12,10338980000132600,10338980000000000,0,0,132600,0,0,1
j=13,401986500006000,401986500000000,0,0,6000,0,0,1
j=14,1580210400034000,1580210400000000,0,0,34000,0,0,1

t=36  
j=0,327534700001700,327534700000000,0,0,1700,0,0,1
j=1,448131800001870,448131800000000,0,0,1870,0,0,1
j=2,10796246300114240,10796246300000000,0,0,114240,0,0,1
j=3,135863200001700,135863200000000,0,0,1700,0,0,1
j=4,70175451900732000,70175451900000000,0,0,732000,0,0,1
j=5,3092760000032300,3092760000000000,0,0,32300,0,0,1
j=6,300032000000000,300032000000000,0,0,0,0,0,1
j=7,4475380000056100,4475380000000000,0,0,56100,0,0,1
j=8,2586476000028050,2586476000000000,0,0,28050,0,0,1
j=9,3562318200039100,3562318200000000,0,0,39100,0,0,1
j=10,13747984000164560,13747984000000000,0,0,164560,0,0,1
j=11,6268034600074800,6268034600000000,0,0,74800,0,0,1
j=12,10684700000144840,10684700000000000,0,0,144840,0,0,1
j=13,415119300002000,415119300000000,0,0,2000,0,0,1
j=14,1691935200020400,1691935200000000,0,0,20400,0,0,1

t=37  
j=0,335041900003400,335041900000000,0,0,3400,0,0,1
j=1,456618200001870,456618200000000,0,0,1870,0,0,1
j=2,11298155900111860,11298155900000000,0,0,111860,0,0,1
j=3,144839200000000,144839200000000,0,0,0,0,0,1
j=4,72509223900708210,72509223900000000,0,0,708210,0,0,1
j=5,3224664000011900,3224664000000000,0,0,11900,0,0,1
j=6,300032000000000,300032000000000,0,0,0,0,0,1
j=7,4698340000040800,4698340000000000,0,0,40800,0,0,1
j=8,2679596000016830,2679596000000000,0,0,16830,0,0,1
j=9,3680506200046920,3680506200000000,0,0,46920,0,0,1
j=10,14247184000134640,14247184000000000,0,0,134640,0,0,1
j=11,6567200600037400,6567200600000000,0,0,37400,0,0,1
j=12,11082380000118320,11082380000000000,0,0,118320,0,0,1
j=13,422952900002000,422952900000000,0,0,2000,0,0,1
j=14,1758506400005100,1758506400000000,0,0,5100,0,0,1

t=38  
j=0,345309100003400,345309100000000,0,0,3400,0,0,1
j=1,465104600003740,465104600000000,0,0,3740,0,0,1
j=2,11782461500114240,11782461500000000,0,0,114240,0,0,1
j=3,144839200000000,144839200000000,0,0,0,0,0,1
j=4,74791957500673440,74791957500000000,0,0,673440,0,0,1
j=5,3280824000013600,3280824000000000,0,0,13600,0,0,1
j=6,300032000000000,300032000000000,0,0,0,0,0,1
j=7,4857820000056100,4857820000000000,0,0,56100,0,0,1
j=8,2747876000020570,2747876000000000,0,0,20570,0,0,1
j=9,3839770200035190,3839770200000000,0,0,35190,0,0,1
j=10,14690104000158950,14690104000000000,0,0,158950,0,0,1
j=11,6725423000057800,6725423000000000,0,0,57800,0,0,1
j=12,11410340000093840,11410340000000000,0,0,93840,0,0,1
j=13,430786500002000,430786500000000,0,0,2000,0,0,1
j=14,1776280800010200,1776280800000000,0,0,10200,0,0,1

t=39  
j=0,355576300003400,355576300000000,0,0,3400,0,0,1
j=1,476711000001870,476711000000000,0,0,1870,0,0,1
j=2,12244859900061880,12244859900000000,0,0,61880,0,0,1
j=3,144839200000000,144839200000000,0,0,0,0,0,1
j=4,76797860700602070,76797860700000000,0,0,602070,0,0,1
j=5,3340008000025500,3340008000000000,0,0,25500,0,0,1
j=6,300032000000000,300032000000000,0,0,0,0,0,1
j=7,5067460000045900,5067460000000000,0,0,45900,0,0,1
j=8,2821676000029920,2821676000000000,0,0,29920,0,0,1
j=9,3943720200021505,3943720200000000,0,0,21505,0,0,1
j=10,15154864000127160,15154864000000000,0,0,127160,0,0,1
j=11,6951332600056100,6951332600000000,0,0,56100,0,0,1
j=12,11697740000116280,11697740000000000,0,0,116280,0,0,1
j=13,438620100002000,438620100000000,0,0,2000,0,0,1
j=14,1801341600017000,1801341600000000,0,0,17000,0,0,1

t=40  
j=0,365843500001700,365843500000000,0,0,1700,0,0,1
j=1,485197400001870,485197400000000,0,0,1870,0,0,1
j=2,12506768300061880,12506768300000000,0,0,61880,0,0,1
j=3,144839200000000,144839200000000,0,0,0,0,0,1
j=4,78674521500570960,78674521500000000,0,0,570960,0,0,1
j=5,3431880000022100,3431880000000000,0,0,22100,0,0,1
j=6,300032000000000,300032000000000,0,0,0,0,0,1
j=7,5250700000030600,5250700000000000,0,0,30600,0,0,1
j=8,2917796000029920,2917796000000000,0,0,29920,0,0,1
j=9,4000042200023460,4000042200000000,0,0,23460,0,0,1
j=10,15530704000114070,15530704000000000,0,0,114070,0,0,1
j=11,7167103400040800,7167103400000000,0,0,40800,0,0,1
j=12,12014300000108120,12014300000000000,0,0,108120,0,0,1
j=13,446453700002000,446453700000000,0,0,2000,0,0,1
j=14,1844728800015300,1844728800000000,0,0,15300,0,0,1

t=41  
j=0,373350700001700,373350700000000,0,0,1700,0,0,1
j=1,493683800001870,493683800000000,0,0,1870,0,0,1
j=2,12768676700069020,12768676700000000,0,0,69020,0,0,1
j=3,144839200000000,144839200000000,0,0,0,0,0,1
j=4,80467333500530700,80467333500000000,0,0,530700,0,0,1
j=5,3517848000015300,3517848000000000,0,0,15300,0,0,1
j=6,300032000000000,300032000000000,0,0,0,0,0,1
j=7,5368660000022100,5368660000000000,0,0,22100,0,0,1
j=8,3013916000024310,3013916000000000,0,0,24310,0,0,1
j=9,4066696200035190,4066696200000000,0,0,35190,0,0,1
j=10,15864064000121550,15864064000000000,0,0,121550,0,0,1
j=11,7306904600027200,7306904600000000,0,0,27200,0,0,1
j=12,12317780000089760,12317780000000000,0,0,89760,0,0,1
j=13,454287300002000,454287300000000,0,0,2000,0,0,1
j=14,1884031200008500,1884031200000000,0,0,8500,0,0,1

t=42  
j=0,380857900001700,380857900000000,0,0,1700,0,0,1
j=1,502170200001870,502170200000000,0,0,1870,0,0,1
j=2,13054252700076160,13054252700000000,0,0,76160,0,0,1
j=3,144839200000000,144839200000000,0,0,0,0,0,1
j=4,82136430300631350,82136430300000000,0,0,631350,0,0,1
j=5,3579912000013600,3579912000000000,0,0,13600,0,0,1
j=6,300032000000000,300032000000000,0,0,0,0,0,1
j=7,5445820000034000,5445820000000000,0,0,34000,0,0,1
j=8,3101756000011220,3101756000000000,0,0,11220,0,0,1
j=9,4182868200039100,4182868200000000,0,0,39100,0,0,1
j=10,16244584000125290,16244584000000000,0,0,125290,0,0,1
j=11,7415575400049300,7415575400000000,0,0,49300,0,0,1
j=12,12585260000108120,12585260000000000,0,0,108120,0,0,1
j=13,462120900002000,462120900000000,0,0,2000,0,0,1
j=14,1906332000006800,1906332000000000,0,0,6800,0,0,1

t=43  
j=0,388365100001700,388365100000000,0,0,1700,0,0,1
j=1,510656600001870,510656600000000,0,0,1870,0,0,1
j=2,13357237100047600,13357237100000000,0,0,47600,0,0,1
j=3,144839200000000,144839200000000,0,0,0,0,0,1
j=4,84093647100473970,84093647100000000,0,0,473970,0,0,1
j=5,3638376000017000,3638376000000000,0,0,17000,0,0,1
j=6,300032000000000,300032000000000,0,0,0,0,0,1
j=7,5576380000034000,5576380000000000,0,0,34000,0,0,1
j=8,3131156000016830,3131156000000000,0,0,16830,0,0,1
j=9,4304710200031280,4304710200000000,0,0,31280,0,0,1
j=10,16627624000106590,16627624000000000,0,0,106590,0,0,1
j=11,7606927400045900,7606927400000000,0,0,45900,0,0,1
j=12,12885980000095880,12885980000000000,0,0,95880,0,0,1
j=13,469954500002000,469954500000000,0,0,2000,0,0,1
j=14,1926424800011900,1926424800000000,0,0,11900,0,0,1

t=44  
j=0,395872300001700,395872300000000,0,0,1700,0,0,1
j=1,519143000001870,519143000000000,0,0,1870,0,0,1
j=2,13560661100071400,13560661100000000,0,0,71400,0,0,1
j=3,144839200000000,144839200000000,0,0,0,0,0,1
j=4,85589166300470310,85589166300000000,0,0,470310,0,0,1
j=5,3701160000010200,3701160000000000,0,0,10200,0,0,1
j=6,300032000000000,300032000000000,0,0,0,0,0,1
j=7,5706940000023800,5706940000000000,0,0,23800,0,0,1
j=8,3175316000009350,3175316000000000,0,0,9350,0,0,1
j=9,4393162200035190,4393162200000000,0,0,35190,0,0,1
j=10,16942504000099110,16942504000000000,0,0,99110,0,0,1
j=11,7790853800032300,7790853800000000,0,0,32300,0,0,1
j=12,13174820000089760,13174820000000000,0,0,89760,0,0,1
j=13,477788100000000,477788100000000,0,0,0,0,0,1
j=14,1962194400008500,1962194400000000,0,0,8500,0,0,1

t=45  
j=0,403379500001700,403379500000000,0,0,1700,0,0,1
j=1,527629400000000,527629400000000,0,0,0,0,0,1
j=2,13860515900073780,13860515900000000,0,0,73780,0,0,1
j=3,144839200000000,144839200000000,0,0,0,0,0,1
j=4,87088331100406260,87088331100000000,0,0,406260,0,0,1
j=5,3740040000006800,3740040000000000,0,0,6800,0,0,1
j=6,300032000000000,300032000000000,0,0,0,0,0,1
j=7,5791420000034000,5791420000000000,0,0,34000,0,0,1
j=8,3199556000005610,3199556000000000,0,0,5610,0,0,1
j=9,4509334200021505,4509334200000000,0,0,21505,0,0,1
j=10,17243224000082280,17243224000000000,0,0,82280,0,0,1
j=11,7914233000035700,7914233000000000,0,0,35700,0,0,1
j=12,13450100000042840,13450100000000000,0,0,42840,0,0,1
j=13,477788100000000,477788100000000,0,0,0,0,0,1
j=14,1984495200005100,1984495200000000,0,0,5100,0,0,1

t=46  
j=0,410886700001700,410886700000000,0,0,1700,0,0,1
j=1,527629400000000,527629400000000,0,0,0,0,0,1
j=2,14161348700054740,14161348700000000,0,0,54740,0,0,1
j=3,144839200000000,144839200000000,0,0,0,0,0,1
j=4,88399806300417240,88399806300000000,0,0,417240,0,0,1
j=5,3773016000006800,3773016000000000,0,0,6800,0,0,1
j=6,300032000000000,300032000000000,0,0,0,0,0,1
j=7,5921980000023800,5921980000000000,0,0,23800,0,0,1
j=8,3218876000005610,3218876000000000,0,0,5610,0,0,1
j=9,4572838200017595,4572838200000000,0,0,17595,0,0,1
j=10,17506024000071060,17506024000000000,0,0,71060,0,0,1
j=11,8079309800032300,8079309800000000,0,0,32300,0,0,1
j=12,13582460000051000,13582460000000000,0,0,51000,0,0,1
j=13,477788100000000,477788100000000,0,0,0,0,0,1
j=14,2002269600003400,2002269600000000,0,0,3400,0,0,1

t=47  
j=0,418393900001700,418393900000000,0,0,1700,0,0,1
j=1,527629400000000,527629400000000,0,0,0,0,0,1
j=2,14404479500028560,14404479500000000,0,0,28560,0,0,1
j=3,144839200000000,144839200000000,0,0,0,0,0,1
j=4,89662359900320250,89662359900000000,0,0,320250,0,0,1
j=5,3805992000011900,3805992000000000,0,0,11900,0,0,1
j=6,300032000000000,300032000000000,0,0,0,0,0,1
j=7,6006460000025500,6006460000000000,0,0,25500,0,0,1
j=8,3238196000011220,3238196000000000,0,0,11220,0,0,1
j=9,4630798200021505,4630798200000000,0,0,21505,0,0,1
j=10,17725504000072930,17725504000000000,0,0,72930,0,0,1
j=11,8202689000039100,8202689000000000,0,0,39100,0,0,1
j=12,13740140000053040,13740140000000000,0,0,53040,0,0,1
j=13,477788100000000,477788100000000,0,0,0,0,0,1
j=14,2017284000010200,2017284000000000,0,0,10200,0,0,1

t=48  
j=0,425901100000000,425901100000000,0,0,0,0,0,1
j=1,527629400000000,527629400000000,0,0,0,0,0,1
j=2,14518709900026180,14518709900000000,0,0,26180,0,0,1
j=3,144839200000000,144839200000000,0,0,0,0,0,1
j=4,90676895100265350,90676895100000000,0,0,265350,0,0,1
j=5,3851064000003400,3851064000000000,0,0,3400,0,0,1
j=6,300032000000000,300032000000000,0,0,0,0,0,1
j=7,6101020000010200,6101020000000000,0,0,10200,0,0,1
j=8,3267596000005610,3267596000000000,0,0,5610,0,0,1
j=9,4687120200009775,4687120200000000,0,0,9775,0,0,1
j=10,17919304000039270,17919304000000000,0,0,39270,0,0,1
j=11,8344061000017000,8344061000000000,0,0,17000,0,0,1
j=12,13900940000036720,13900940000000000,0,0,36720,0,0,1
j=13,477788100000000,477788100000000,0,0,0,0,0,1
j=14,2044332000003400,2044332000000000,0,0,3400,0,0,1

t=49  
j=0,425901100000000,425901100000000,0,0,0,0,0,1
j=1,527629400000000,527629400000000,0,0,0,0,0,1
j=2,14616509900040460,14616509900000000,0,0,40460,0,0,1
j=3,144839200000000,144839200000000,0,0,0,0,0,1
j=4,91494450300204960,91494450300000000,0,0,204960,0,0,1
j=5,3870648000003400,3870648000000000,0,0,3400,0,0,1
j=6,300032000000000,300032000000000,0,0,0,0,0,1
j=7,6131740000006800,6131740000000000,0,0,6800,0,0,1
j=8,3286916000001870,3286916000000000,0,0,1870,0,0,1
j=9,4712572200019550,4712572200000000,0,0,19550,0,0,1
j=10,18035104000046750,18035104000000000,0,0,46750,0,0,1
j=11,8419459400013600,8419459400000000,0,0,13600,0,0,1
j=12,14014460000018360,14014460000000000,0,0,18360,0,0,1
j=13,477788100000000,477788100000000,0,0,0,0,0,1
j=14,2059346400001700,2059346400000000,0,0,1700,0,0,1

t=50  
j=0,425901100000000,425901100000000,0,0,0,0,0,1
j=1,527629400000000,527629400000000,0,0,0,0,0,1
j=2,14788246700016660,14788246700000000,0,0,16660,0,0,1
j=3,144839200000000,144839200000000,0,0,0,0,0,1
j=4,92100207900214110,92100207900000000,0,0,214110,0,0,1
j=5,3890232000001700,3890232000000000,0,0,1700,0,0,1
j=6,300032000000000,300032000000000,0,0,0,0,0,1
j=7,6147820000015300,6147820000000000,0,0,15300,0,0,1
j=8,3295076000001870,3295076000000000,0,0,1870,0,0,1
j=9,4767886200007820,4767886200000000,0,0,7820,0,0,1
j=10,18177424000024310,18177424000000000,0,0,24310,0,0,1
j=11,8477436200022100,8477436200000000,0,0,22100,0,0,1
j=12,14058620000036720,14058620000000000,0,0,36720,0,0,1
j=13,477788100000000,477788100000000,0,0,0,0,0,1
j=14,2066853600001700,2066853600000000,0,0,1700,0,0,1

t=51  
j=0,425901100000000,425901100000000,0,0,0,0,0,1
j=1,527629400000000,527629400000000,0,0,0,0,0,1
j=2,14839689500007140,14839689500000000,0,0,7140,0,0,1
j=3,65836000000000,65836000000000,0,0,0,0,104000000000,0
j=4,92761707900128100,92761707900000000,0,0,128100,0,0,1
j=5,3900024000001700,3900024000000000,0,0,1700,0,0,1
j=6,300032000000000,300032000000000,0,0,0,0,0,1
j=7,6192340000006800,6192340000000000,0,0,6800,0,0,1
j=8,3303236000001870,3303236000000000,0,0,1870,0,0,1
j=9,4790818200005865,4790818200000000,0,0,5865,0,0,1
j=10,18254464000014960,18254464000000000,0,0,14960,0,0,1
j=11,8569256600011900,8569256600000000,0,0,11900,0,0,1
j=12,14168420000018360,14168420000000000,0,0,18360,0,0,1
j=13,477788100000000,477788100000000,0,0,0,0,0,1
j=14,2074360800001700,2074360800000000,0,0,1700,0,0,1

t=52  
j=0,425901100000000,425901100000000,0,0,0,0,0,1
j=1,527629400000000,527629400000000,0,0,0,0,0,1
j=2,14861987900021420,14861987900000000,0,0,21420,0,0,1
j=3,65836000000000,65836000000000,0,0,0,0,0,0
j=4,93176247900122610,93176247900000000,0,0,122610,0,0,1
j=5,3909816000003400,3909816000000000,0,0,3400,0,0,1
j=6,300032000000000,300032000000000,0,0,0,0,0,1
j=7,6208420000006800,6208420000000000,0,0,6800,0,0,1
j=8,3311396000003740,3311396000000000,0,0,3740,0,0,1
j=9,4811104200003910,4811104200000000,0,0,3910,0,0,1
j=10,18308944000031790,18308944000000000,0,0,31790,0,0,1
j=11,8624377400008500,8624377400000000,0,0,8500,0,0,1
j=12,14212940000012240,14212940000000000,0,0,12240,0,0,1
j=13,477788100000000,477788100000000,0,0,0,0,0,1
j=14,2081868000001700,2081868000000000,0,0,1700,0,0,1

t=53  
j=0,425901100000000,425901100000000,0,0,0,0,0,1
j=1,527629400000000,527629400000000,0,0,0,0,0,1
j=2,14934555500019040,14934555500000000,0,0,19040,0,0,1
j=3,65836000000000,65836000000000,0,0,0,0,0,0
j=4,93552567900117120,93552567900000000,0,0,117120,0,0,1
j=5,3923208000001700,3923208000000000,0,0,1700,0,0,1
j=6,300032000000000,300032000000000,0,0,0,0,0,1
j=7,6224500000001700,6224500000000000,0,0,1700,0,0,1
j=8,3322556000001870,3322556000000000,0,0,1870,0,0,1
j=9,4828240200001955,4828240200000000,0,0,1955,0,0,1
j=10,18403264000020570,18403264000000000,0,0,20570,0,0,1
j=11,8660077400005100,8660077400000000,0,0,5100,0,0,1
j=12,14243660000012240,14243660000000000,0,0,12240,0,0,1
j=13,477788100000000,477788100000000,0,0,0,0,0,1
j=14,2089375200001700,2089375200000000,0,0,1700,0,0,1

t=54  
j=0,425901100000000,425901100000000,0,0,0,0,0,1
j=1,527629400000000,527629400000000,0,0,0,0,0,1
j=2,14993235500007140,14993235500000000,0,0,7140,0,0,1
j=3,65836000000000,65836000000000,0,0,0,0,0,0
j=4,93908895900107970,93908895900000000,0,0,107970,0,0,1
j=5,3933000000001700,3933000000000000,0,0,1700,0,0,1
j=6,300032000000000,300032000000000,0,0,0,0,0,1
j=7,6232660000001700,6232660000000000,0,0,1700,0,0,1
j=8,3330716000001870,3330716000000000,0,0,1870,0,0,1
j=9,4836808200001955,4836808200000000,0,0,1955,0,0,1
j=10,18474784000014960,18474784000000000,0,0,14960,0,0,1
j=11,8689208600001700,8689208600000000,0,0,1700,0,0,1
j=12,14274380000016320,14274380000000000,0,0,16320,0,0,1
j=13,477788100000000,477788100000000,0,0,0,0,0,1
j=14,2096882400001700,2096882400000000,0,0,1700,0,0,1

t=55  
j=0,425901100000000,425901100000000,0,0,0,0,0,1
j=1,527629400000000,527629400000000,0,0,0,0,0,1
j=2,15015533900004760,15015533900000000,0,0,4760,0,0,1
j=3,65836000000000,65836000000000,0,0,0,0,0,0
j=4,94235706300069540,94235706300000000,0,0,69540,0,0,1
j=5,3942792000001700,3942792000000000,0,0,1700,0,0,1
j=6,300032000000000,300032000000000,0,0,0,0,0,1
j=7,6240820000001700,6240820000000000,0,0,1700,0,0,1
j=8,3338876000001870,3338876000000000,0,0,1870,0,0,1
j=9,4845376200007820,4845376200000000,0,0,7820,0,0,1
j=10,18524104000011220,18524104000000000,0,0,11220,0,0,1
j=11,8698919000001700,8698919000000000,0,0,1700,0,0,1
j=12,14310380000016320,14310380000000000,0,0,16320,0,0,1
j=13,477788100000000,477788100000000,0,0,0,0,0,1
j=14,2104389600000000,2104389600000000,0,0,0,0,0,1

t=56  
j=0,425901100000000,425901100000000,0,0,0,0,0,1
j=1,527629400000000,527629400000000,0,0,0,0,0,1
j=2,15033724700014280,15033724700000000,0,0,14280,0,0,1
j=3,65836000000000,65836000000000,0,0,0,0,0,0
j=4,94463379900065880,94463379900000000,0,0,65880,0,0,1
j=5,3952584000000000,3952584000000000,0,0,0,0,0,1
j=6,300032000000000,300032000000000,0,0,0,0,0,1
j=7,6248980000006800,6248980000000000,0,0,6800,0,0,1
j=8,3347036000000000,3347036000000000,0,0,0,0,0,1
j=9,4862260200003910,4862260200000000,0,0,3910,0,0,1
j=10,18567904000011220,18567904000000000,0,0,11220,0,0,1
j=11,8708629400006800,8708629400000000,0,0,6800,0,0,1
j=12,14346380000020400,14346380000000000,0,0,20400,0,0,1
j=13,477788100000000,477788100000000,0,0,0,0,0,1
j=14,2104389600000000,2104389600000000,0,0,0,0,0,1

t=57  
j=0,425901100000000,425901100000000,0,0,0,0,0,1
j=1,527629400000000,527629400000000,0,0,0,0,0,1
j=2,15083798300014280,15083798300000000,0,0,14280,0,0,1
j=3,65836000000000,65836000000000,0,0,0,0,0,0
j=4,94664593500054900,94664593500000000,0,0,54900,0,0,1
j=5,3952584000000000,3952584000000000,0,0,0,0,0,1
j=6,300032000000000,300032000000000,0,0,0,0,0,1
j=7,6265060000005100,6265060000000000,0,0,5100,0,0,1
j=8,3347036000000000,3347036000000000,0,0,0,0,0,1
j=9,4873978200003910,4873978200000000,0,0,3910,0,0,1
j=10,18597304000013090,18597304000000000,0,0,13090,0,0,1
j=11,8727764600005100,8727764600000000,0,0,5100,0,0,1
j=12,14398220000008160,14398220000000000,0,0,8160,0,0,1
j=13,477788100000000,477788100000000,0,0,0,0,0,1
j=14,2104389600000000,2104389600000000,0,0,0,0,0,1

t=58  
j=0,425901100000000,425901100000000,0,0,0,0,0,1
j=1,527629400000000,527629400000000,0,0,0,0,0,1
j=2,15133871900009520,15133871900000000,0,0,9520,0,0,1
j=3,65836000000000,65836000000000,0,0,0,0,0,0
j=4,94821707100045750,94821707100000000,0,0,45750,0,0,1
j=5,3952584000000000,3952584000000000,0,0,0,0,0,1
j=6,300032000000000,300032000000000,0,0,0,0,0,1
j=7,6278740000003400,6278740000000000,0,0,3400,0,0,1
j=8,3347036000000000,3347036000000000,0,0,0,0,0,1
j=9,4885696200001955,4885696200000000,0,0,1955,0,0,1
j=10,18636184000005610,18636184000000000,0,0,5610,0,0,1
j=11,8744043800003400,8744043800000000,0,0,3400,0,0,1
j=12,14414300000012240,14414300000000000,0,0,12240,0,0,1
j=13,477788100000000,477788100000000,0,0,0,0,0,1
j=14,2104389600000000,2104389600000000,0,0,0,0,0,1

t=59  
j=0,425901100000000,425901100000000,0,0,0,0,0,1
j=1,527629400000000,527629400000000,0,0,0,0,0,1
j=2,15160082300009520,15160082300000000,0,0,9520,0,0,1
j=3,65836000000000,65836000000000,0,0,0,0,0,0
j=4,94950831900040260,94950831900000000,0,0,40260,0,0,1
j=5,3952584000000000,3952584000000000,0,0,0,0,0,1
j=6,300032000000000,300032000000000,0,0,0,0,0,1
j=7,6289900000003400,6289900000000000,0,0,3400,0,0,1
j=8,3347036000000000,3347036000000000,0,0,0,0,0,1
j=9,4894264200001955,4894264200000000,0,0,1955,0,0,1
j=10,18649864000007480,18649864000000000,0,0,7480,0,0,1
j=11,8757324200003400,8757324200000000,0,0,3400,0,0,1
j=12,14445020000006120,14445020000000000,0,0,6120,0,0,1
j=13,477788100000000,477788100000000,0,0,0,0,0,1
j=14,2104389600000000,2104389600000000,0,0,0,0,0,1

obj#,nonMCost,sCost,rCost,wCost,tCost,cCost,mCost,locationt=0  
j=0,1140000000000,1140000000000,0,0,0,0,0,0
j=1,1732800000000,1732800000000,0,0,0,0,0,0
j=2,40619600009520,40619600000000,0,0,9520,0,0,1
j=3,680000000000,680000000000,0,0,0,0,0,0
j=4,65875600060390,65875600000000,0,0,60390,0,0,1
j=5,14640000000000,14640000000000,0,0,0,0,0,0
j=6,1020000000000,1020000000000,0,0,0,0,0,0
j=7,29300000001700,29300000000000,0,0,1700,0,0,1
j=8,24285000000000,24285000000000,0,0,0,0,0,0
j=9,51891000001955,51891000000000,0,0,1955,0,0,1
j=10,24920000007480,24920000000000,0,0,7480,0,0,1
j=11,71257200001700,71257200000000,0,0,1700,0,0,1
j=12,42700000016320,42700000000000,0,0,16320,0,0,1
j=13,1407000000000,1407000000000,0,0,0,0,0,0
j=14,9150000000000,9150000000000,0,0,0,0,0,0

t=1  
j=0,1140000000000,1140000000000,0,0,0,0,0,0
j=1,1732800000000,1732800000000,0,0,0,0,0,0
j=2,171671600009520,171671600000000,0,0,9520,0,0,1
j=3,680000000000,680000000000,0,0,0,0,0,0
j=4,979627600073200,979627600000000,0,0,73200,0,0,1
j=5,14640000000000,14640000000000,0,0,0,0,0,0
j=6,1020000000000,1020000000000,0,0,0,0,0,0
j=7,70100000001700,70100000000000,0,0,1700,0,0,1
j=8,24285000000000,24285000000000,0,0,0,0,0,0
j=9,94731000001955,94731000000000,0,0,1955,0,0,1
j=10,105320000007480,105320000000000,0,0,7480,0,0,1
j=11,119809200001700,119809200000000,0,0,1700,0,0,1
j=12,222700000018360,222700000000000,0,0,18360,0,0,1
