obj#,nonMCost,sCost,rCost,wCost,tCost,cCost,mCost,locationt=0  
j=13,1407000000000,1407000000000,0,0,0,0,0,0
j=14,9150000000000,9150000000000,0,0,0,0,0,0

t=2  
j=0,1140000000000,1140000000000,0,0,0,0,0,0
j=1,1732800000000,1732800000000,0,0,0,0,0,0
j=2,302723600011900,302723600000000,0,0,11900,0,0,1
j=3,680000000000,680000000000,0,0,0,0,0,0
j=4,2076247600076860,2076247600000000,0,0,76860,0,0,1
j=5,14640000000000,14640000000000,0,0,0,0,0,0
j=6,1020000000000,1020000000000,0,0,0,0,0,0
j=7,110900000001700,110900000000000,0,0,1700,0,0,1
j=8,24285000000000,24285000000000,0,0,0,0,0,0
j=9,137571000001955,137571000000000,0,0,1955,0,0,1
j=10,185720000011220,185720000000000,0,0,11220,0,0,1
j=11,168361200001700,168361200000000,0,0,1700,0,0,1
j=12,445300000020400,445300000000000,0,0,20400,0,0,1
j=13,1407000000000,1407000000000,0,0,0,0,0,0
j=14,9150000000000,9150000000000,0,0,0,0,0,0

t=3  
j=0,1140000000000,1140000000000,0,0,0,0,0,0
j=1,1732800000000,1732800000000,0,0,0,0,0,0
j=2,475829600009520,475829600000000,0,0,9520,0,0,1
j=3,680000000000,680000000000,0,0,0,0,0,0
j=4,3223435600093330,3223435600000000,0,0,93330,0,0,1
j=5,21960000001700,21960000000000,0,0,1700,0,9210000000000,1
j=6,1020000000000,1020000000000,0,0,0,0,0,0
j=7,151700000003400,151700000000000,0,0,3400,0,0,1
j=8,32380000001870,32380000000000,0,0,1870,0,16255000000000,1
j=9,180411000003910,180411000000000,0,0,3910,0,0,1
j=10,332720000014960,332720000000000,0,0,14960,0,0,1
j=11,216913200003400,216913200000000,0,0,3400,0,0,1
j=12,704500000036720,704500000000000,0,0,36720,0,0,1
j=13,1407000000000,1407000000000,0,0,0,0,0,0
j=14,9150000000000,9150000000000,0,0,0,0,0,0

t=4  
j=0,1140000000000,1140000000000,0,0,0,0,0,0
j=1,1732800000000,1732800000000,0,0,0,0,0,0
j=2,606881600014280,606881600000000,0,0,14280,0,0,1
j=3,680000000000,680000000000,0,0,0,0,0,0
j=4,4617583600131760,4617583600000000,0,0,131760,0,0,1
j=5,70920000003400,70920000000000,0,0,3400,0,0,1
j=6,1020000000000,1020000000000,0,0,0,0,0,0
j=7,207500000001700,207500000000000,0,0,1700,0,0,1
j=8,73180000003740,73180000000000,0,0,3740,0,0,1
j=9,239001000001955,239001000000000,0,0,1955,0,0,1
j=10,576320000024310,576320000000000,0,0,24310,0,0,1
j=11,283315200001700,283315200000000,0,0,1700,0,0,1
j=12,1253500000026520,1253500000000000,0,0,26520,0,0,1
j=13,1407000000000,1407000000000,0,0,0,0,0,0
j=14,16836000001700,16836000000000,0,0,1700,0,9210000000000,1

t=5  
j=0,1140000000000,1140000000000,0,0,0,0,0,0
j=1,1732800000000,1732800000000,0,0,0,0,0,0
j=2,857249600011900,857249600000000,0,0,11900,0,0,1
j=3,680000000000,680000000000,0,0,0,0,0,0
j=4,6515059600153720,6515059600000000,0,0,153720,0,0,1
j=5,137880000001700,137880000000000,0,0,1700,0,0,1
j=6,1020000000000,1020000000000,0,0,0,0,0,0
j=7,248300000001700,248300000000000,0,0,1700,0,0,1
j=8,128980000001870,128980000000000,0,0,1870,0,0,1
j=9,281841000001955,281841000000000,0,0,1955,0,0,1
j=10,938120000020570,938120000000000,0,0,20570,0,0,1
j=11,331867200001700,331867200000000,0,0,1700,0,0,1
j=12,1629100000024480,1629100000000000,0,0,24480,0,0,1
j=13,1407000000000,1407000000000,0,0,0,0,0,0
j=14,54372000003400,54372000000000,0,0,3400,0,0,1

t=6  
j=0,1140000000000,1140000000000,0,0,0,0,0,0
j=1,1732800000000,1732800000000,0,0,0,0,0,0
j=2,1030355600014280,1030355600000000,0,0,14280,0,0,1
j=3,680000000000,680000000000,0,0,0,0,0,0
j=4,8802379600188490,8802379600000000,0,0,188490,0,0,1
j=5,186840000006800,186840000000000,0,0,6800,0,0,1
j=6,1020000000000,1020000000000,0,0,0,0,0,0
j=7,289100000001700,289100000000000,0,0,1700,0,0,1
j=8,169780000007480,169780000000000,0,0,7480,0,0,1
j=9,324681000001955,324681000000000,0,0,1955,0,0,1
j=10,1263320000037400,1263320000000000,0,0,37400,0,0,1
j=11,380419200005100,380419200000000,0,0,5100,0,0,1
j=12,1956700000028560,1956700000000000,0,0,28560,0,0,1
j=13,1407000000000,1407000000000,0,0,0,0,0,0
j=14,105708000001700,105708000000000,0,0,1700,0,0,1

t=7  
j=0,1140000000000,1140000000000,0,0,0,0,0,0
j=1,1732800000000,1732800000000,0,0,0,0,0,0
j=2,1280723600014280,1280723600000000,0,0,14280,0,0,1
j=3,680000000000,680000000000,0,0,0,0,0,0
j=4,11548927600221430,11548927600000000,0,0,221430,0,0,1
j=5,283320000001700,283320000000000,0,0,1700,0,0,1
j=6,1020000000000,1020000000000,0,0,0,0,0,0
j=7,329900000003400,329900000000000,0,0,3400,0,0,1
j=8,250180000003740,250180000000000,0,0,3740,0,0,1
j=9,367521000005865,367521000000000,0,0,5865,0,0,1
j=10,1707320000029920,1707320000000000,0,0,29920,0,0,1
j=11,526075200005100,526075200000000,0,0,5100,0,0,1
j=12,2372500000042840,2372500000000000,0,0,42840,0,0,1
j=13,1407000000000,1407000000000,0,0,0,0,0,0
j=14,143244000006800,143244000000000,0,0,6800,0,0,1

t=8  
j=0,1140000000000,1140000000000,0,0,0,0,0,0
j=1,1732800000000,1732800000000,0,0,0,0,0,0
j=2,1531091600021420,1531091600000000,0,0,21420,0,0,1
j=3,680000000000,680000000000,0,0,0,0,0,0
j=4,14840551600298290,14840551600000000,0,0,298290,0,0,1
j=5,332280000006800,332280000000000,0,0,6800,0,0,1
j=6,1020000000000,1020000000000,0,0,0,0,0,0
j=7,385700000005100,385700000000000,0,0,5100,0,0,1
j=8,305980000007480,305980000000000,0,0,7480,0,0,1
j=9,468951000015640,468951000000000,0,0,15640,0,0,1
j=10,2137520000050490,2137520000000000,0,0,50490,0,0,1
j=11,671731200015300,671731200000000,0,0,15300,0,0,1
j=12,3031900000046920,3031900000000000,0,0,46920,0,0,1
j=13,1407000000000,1407000000000,0,0,0,0,0,0
j=14,217212000001700,217212000000000,0,0,1700,0,0,1

t=9  
j=0,1140000000000,1140000000000,0,0,0,0,0,0
j=1,1732800000000,1732800000000,0,0,0,0,0,0
j=2,1893929600033320,1893929600000000,0,0,33320,0,0,1
j=3,680000000000,680000000000,0,0,0,0,0,0
j=4,19421659600290970,19421659600000000,0,0,290970,0,0,1
j=5,428760000006800,428760000000000,0,0,6800,0,0,1
j=6,1020000000000,1020000000000,0,0,0,0,0,0
j=7,454100000011900,454100000000000,0,0,11900,0,0,1
j=8,386380000009350,386380000000000,0,0,9350,0,0,1
j=9,688821000007820,688821000000000,0,0,7820,0,0,1
j=10,2748320000056100,2748320000000000,0,0,56100,0,0,1
j=11,983035200022100,983035200000000,0,0,22100,0,0,1
j=12,3747700000040800,3747700000000000,0,0,40800,0,0,1
j=13,1407000000000,1407000000000,0,0,0,0,0,0
j=14,254748000006800,254748000000000,0,0,6800,0,0,1

t=10  
j=0,1140000000000,1140000000000,0,0,0,0,0,0
j=1,1732800000000,1732800000000,0,0,0,0,0,0
j=2,2571683600033320,2571683600000000,0,0,33320,0,0,1
j=3,680000000000,680000000000,0,0,0,0,0,0
j=4,23842243600387960,23842243600000000,0,0,387960,0,0,1
j=5,525240000010200,525240000000000,0,0,10200,0,0,1
j=6,1020000000000,1020000000000,0,0,0,0,0,0
j=7,611900000008500,611900000000000,0,0,8500,0,0,1
j=8,492580000011220,492580000000000,0,0,11220,0,0,1
j=9,803481000017595,803481000000000,0,0,17595,0,0,1
j=10,3426320000071060,3426320000000000,0,0,71060,0,0,1
j=11,1400725200022100,1400725200000000,0,0,22100,0,0,1
j=12,4368700000067320,4368700000000000,0,0,67320,0,0,1
j=13,1407000000000,1407000000000,0,0,0,0,0,0
j=14,328716000006800,328716000000000,0,0,6800,0,0,1

t=11  
j=0,2097600001700,2097600000000,0,0,1700,0,1200000000000,1
j=1,1732800000000,1732800000000,0,0,0,0,0,0
j=2,3249437600033320,3249437600000000,0,0,33320,0,0,1
j=3,680000000000,680000000000,0,0,0,0,0,0
j=4,29623459600411750,29623459600000000,0,0,411750,0,0,1
j=5,701640000005100,701640000000000,0,0,5100,0,0,1
j=6,1020000000000,1020000000000,0,0,0,0,0,0
j=7,718100000011900,718100000000000,0,0,11900,0,0,1
j=8,646180000003740,646180000000000,0,0,3740,0,0,1
j=9,1036581000015640,1036581000000000,0,0,15640,0,0,1
j=10,4446920000052360,4446920000000000,0,0,52360,0,0,1
j=11,1786999200030600,1786999200000000,0,0,30600,0,0,1
j=12,5350900000065280,5350900000000000,0,0,65280,0,0,1
j=13,1407000000000,1407000000000,0,0,0,0,0,0
j=14,402684000010200,402684000000000,0,0,10200,0,0,1

t=12  
j=0,39633600001700,39633600000000,0,0,1700,0,0,1
j=1,1732800000000,1732800000000,0,0,0,0,0,0
j=2,3928169600052360,3928169600000000,0,0,52360,0,0,1
j=3,680000000000,680000000000,0,0,0,0,0,0
j=4,35926231600477630,35926231600000000,0,0,477630,0,0,1
j=5,817560000011900,817560000000000,0,0,11900,0,0,1
j=6,1020000000000,1020000000000,0,0,0,0,0,0
j=7,875900000020400,875900000000000,0,0,20400,0,0,1
j=8,727780000013090,727780000000000,0,0,13090,0,0,1
j=9,1256451000031280,1256451000000000,0,0,31280,0,0,1
j=10,5220920000104720,5220920000000000,0,0,104720,0,0,1
j=11,2318929200032300,2318929200000000,0,0,32300,0,0,1
j=12,6288700000077520,6288700000000000,0,0,77520,0,0,1
j=13,1407000000000,1407000000000,0,0,0,0,0,0
j=14,537924000010200,537924000000000,0,0,10200,0,0,1

t=13  
j=0,77169600001700,77169600000000,0,0,1700,0,0,1
j=1,1732800000000,1732800000000,0,0,0,0,0,0
j=2,5069495600045220,5069495600000000,0,0,45220,0,0,1
j=3,680000000000,680000000000,0,0,0,0,0,0
j=4,43108063600517890,43108063600000000,0,0,517890,0,0,1
j=5,1042920000020400,1042920000000000,0,0,20400,0,0,1
j=6,1020000000000,1020000000000,0,0,0,0,0,0
j=7,1219100000032300,1219100000000000,0,0,32300,0,0,1
j=8,922180000022440,922180000000000,0,0,22440,0,0,1
j=9,1698711000023460,1698711000000000,0,0,23460,0,0,1
j=10,6716120000110330,6716120000000000,0,0,110330,0,0,1
j=11,2870137200051000,2870137200000000,0,0,51000,0,0,1
j=12,7381900000093840,7381900000000000,0,0,93840,0,0,1
j=13,1407000000000,1407000000000,0,0,0,0,0,0
j=14,673164000018700,673164000000000,0,0,18700,0,0,1

t=14  
j=0,114705600001700,114705600000000,0,0,1700,0,0,1
j=1,2371200001870,2371200000000,0,0,1870,0,1205000000000,1
j=2,6030869600057120,6030869600000000,0,0,57120,0,0,1
j=3,680000000000,680000000000,0,0,0,0,0,0
j=4,51067819600565470,51067819600000000,0,0,565470,0,0,1
j=5,1451880000010200,1451880000000000,0,0,10200,0,0,1
j=6,1020000000000,1020000000000,0,0,0,0,0,0
j=7,1812500000020400,1812500000000000,0,0,20400,0,0,1
j=8,1272580000009350,1272580000000000,0,0,9350,0,0,1
j=9,2031981000033235,2031981000000000,0,0,33235,0,0,1
j=10,8372720000099110,8372720000000000,0,0,99110,0,0,1
j=11,3784771200039100,3784771200000000,0,0,39100,0,0,1
j=12,8755900000091800,8755900000000000,0,0,91800,0,0,1
j=13,1407000000000,1407000000000,0,0,0,0,0,0
j=14,949164000008500,949164000000000,0,0,8500,0,0,1

t=15  
j=0,152241600001700,152241600000000,0,0,1700,0,0,1
j=1,44803200001870,44803200000000,0,0,1870,0,0,1
j=2,7264127600073780,7264127600000000,0,0,73780,0,0,1
j=3,680000000000,680000000000,0,0,0,0,0,0
j=4,59702011600620370,59702011600000000,0,0,620370,0,0,1
j=5,1646280000018700,1646280000000000,0,0,18700,0,0,1
j=6,1020000000000,1020000000000,0,0,0,0,0,0
j=7,2155700000028900,2155700000000000,0,0,28900,0,0,1
j=8,1393780000016830,1393780000000000,0,0,16830,0,0,1
j=9,2533461000039100,2533461000000000,0,0,39100,0,0,1
j=10,9860120000142120,9860120000000000,0,0,142120,0,0,1
j=11,4433083200044200,4433083200000000,0,0,44200,0,0,1
j=12,10082500000095880,10082500000000000,0,0,95880,0,0,1
j=13,2572800002000,2572800000000,0,0,2000,0,1544000000000,1
j=14,1060668000013600,1060668000000000,0,0,13600,0,0,1

t=16  
j=0,189777600003400,189777600000000,0,0,3400,0,0,1
j=1,87235200001870,87235200000000,0,0,1870,0,0,1
j=2,8768291600054740,8768291600000000,0,0,54740,0,0,1
j=3,680000000000,680000000000,0,0,0,0,0,0
j=4,69489271600600240,69489271600000000,0,0,600240,0,0,1
j=5,1978200000013600,1978200000000000,0,0,13600,0,0,1
j=6,1020000000000,1020000000000,0,0,0,0,0,0
j=7,2694500000034000,2694500000000000,0,0,34000,0,0,1
j=8,1614580000016830,1614580000000000,0,0,16830,0,0,1
j=9,3142671000025415,3142671000000000,0,0,25415,0,0,1
j=10,12012320000114070,12012320000000000,0,0,114070,0,0,1
j=11,5252755200051000,5252755200000000,0,0,51000,0,0,1
j=12,11534500000106080,11534500000000000,0,0,106080,0,0,1
j=13,41740800002000,41740800000000,0,0,2000,0,0,1
j=14,1243380000011900,1243380000000000,0,0,11900,0,0,1

t=17  
j=0,241113600001700,241113600000000,0,0,1700,0,0,1
j=1,129667200001870,129667200000000,0,0,1870,0,0,1
j=2,9934067600078540,9934067600000000,0,0,78540,0,0,1
j=3,680000000000,680000000000,0,0,0,0,0,0
j=4,78559759600728340,78559759600000000,0,0,728340,0,0,1
j=5,2260440000022100,2260440000000000,0,0,22100,0,0,1
j=6,1020000000000,1020000000000,0,0,0,0,0,0
j=7,3347300000028900,3347300000000000,0,0,28900,0,0,1
j=8,1828180000029920,1828180000000000,0,0,29920,0,0,1
j=9,3478461000050830,3478461000000000,0,0,50830,0,0,1
j=10,13641320000151470,13641320000000000,0,0,151470,0,0,1
j=11,6225937200047600,6225937200000000,0,0,47600,0,0,1
j=12,13036900000110160,13036900000000000,0,0,110160,0,0,1
j=13,80908800002000,80908800000000,0,0,2000,0,0,1
j=14,1392420000015300,1392420000000000,0,0,15300,0,0,1

t=18  
j=0,278649600005100,278649600000000,0,0,5100,0,0,1
j=1,172099200001870,172099200000000,0,0,1870,0,0,1
j=2,11473439600061880,11473439600000000,0,0,61880,0,0,1
j=3,680000000000,680000000000,0,0,0,0,0,0
j=4,89766451600662460,89766451600000000,0,0,662460,0,0,1
j=5,2690280000013600,2690280000000000,0,0,13600,0,0,1
j=6,1020000000000,1020000000000,0,0,0,0,0,0
j=7,3793100000044200,3793100000000000,0,0,44200,0,0,1
j=8,2308780000020570,2308780000000000,0,0,20570,0,0,1
j=9,4256511000041055,4256511000000000,0,0,41055,0,0,1
j=10,15858320000108460,15858320000000000,0,0,108460,0,0,1
j=11,6983491200074800,6983491200000000,0,0,74800,0,0,1
j=12,14555500000120360,14555500000000000,0,0,120360,0,0,1
j=13,120076800002000,120076800000000,0,0,2000,0,0,1
j=14,1588932000008500,1588932000000000,0,0,8500,0,0,1

t=19  
j=0,341577600001700,341577600000000,0,0,1700,0,0,1
j=1,214531200001870,214531200000000,0,0,1870,0,0,1
j=2,12783959600078540,12783959600000000,0,0,78540,0,0,1
j=3,680000000000,680000000000,0,0,0,0,0,0
j=4,100059979600744810,100059979600000000,0,0,744810,0,0,1
j=5,2982600000017000,2982600000000000,0,0,17000,0,0,1
j=6,1020000000000,1020000000000,0,0,0,0,0,0
j=7,4661300000047600,4661300000000000,0,0,47600,0,0,1
j=8,2674780000026180,2674780000000000,0,0,26180,0,0,1
j=9,4897851000041055,4897851000000000,0,0,41055,0,0,1
j=10,17553320000123420,17553320000000000,0,0,123420,0,0,1
j=11,8387929200051000,8387929200000000,0,0,51000,0,0,1
j=12,16201300000146880,16201300000000000,0,0,146880,0,0,1
j=13,159244800002000,159244800000000,0,0,2000,0,0,1
j=14,1700436000013600,1700436000000000,0,0,13600,0,0,1

t=20  
j=0,379113600003400,379113600000000,0,0,3400,0,0,1
j=1,256963200003740,256963200000000,0,0,3740,0,0,1
j=2,14333111600080920,14333111600000000,0,0,80920,0,0,1
j=3,680000000000,680000000000,0,0,0,0,0,0
j=4,112022839600733830,112022839600000000,0,0,733830,0,0,1
j=5,3323880000017000,3323880000000000,0,0,17000,0,0,1
j=6,1020000000000,1020000000000,0,0,0,0,0,0
j=7,5518700000045900,5518700000000000,0,0,45900,0,0,1
j=8,3094180000020570,3094180000000000,0,0,20570,0,0,1
j=9,5525331000035190,5525331000000000,0,0,35190,0,0,1
j=10,19330520000132770,19330520000000000,0,0,132770,0,0,1
j=11,9302563200054400,9302563200000000,0,0,54400,0,0,1
j=12,18213100000124440,18213100000000000,0,0,124440,0,0,1
j=13,198412800002000,198412800000000,0,0,2000,0,0,1
j=14,1861068000008500,1861068000000000,0,0,8500,0,0,1

t=21  
j=0,430449600003400,430449600000000,0,0,3400,0,0,1
j=1,314995200001870,314995200000000,0,0,1870,0,0,1
j=2,15947789600099960,15947789600000000,0,0,99960,0,0,1
j=3,680000000000,680000000000,0,0,0,0,0,0
j=4,123687583600761280,123687583600000000,0,0,761280,0,0,1
j=5,3649320000027200,3649320000000000,0,0,27200,0,0,1
j=6,1020000000000,1020000000000,0,0,0,0,0,0
j=7,6434900000052700,6434900000000000,0,0,52700,0,0,1
j=8,3460180000033660,3460180000000000,0,0,33660,0,0,1
j=9,6077211000031280,6077211000000000,0,0,31280,0,0,1
j=10,21261920000172040,21261920000000000,0,0,172040,0,0,1
j=11,10347859200045900,10347859200000000,0,0,45900,0,0,1
j=12,19886500000116280,19886500000000000,0,0,116280,0,0,1
j=13,237580800002000,237580800000000,0,0,2000,0,0,1
j=14,1972572000020400,1972572000000000,0,0,20400,0,0,1

t=22  
j=0,481785600005100,481785600000000,0,0,5100,0,0,1
j=1,357427200003740,357427200000000,0,0,3740,0,0,1
j=2,18052445600090440,18052445600000000,0,0,90440,0,0,1
j=3,680000000000,680000000000,0,0,0,0,0,0
j=4,135648091600887550,135648091600000000,0,0,887550,0,0,1
j=5,4192200000030600,4192200000000000,0,0,30600,0,0,1
j=6,1020000000000,1020000000000,0,0,0,0,0,0
j=7,7411100000044200,7411100000000000,0,0,44200,0,0,1
j=8,4019980000031790,4019980000000000,0,0,31790,0,0,1
j=9,6525141000048875,6525141000000000,0,0,48875,0,0,1
j=10,23909720000162690,23909720000000000,0,0,162690,0,0,1
j=11,11277487200081600,11277487200000000,0,0,81600,0,0,1
j=12,21503500000132600,21503500000000000,0,0,132600,0,0,1
j=13,276748800002000,276748800000000,0,0,2000,0,0,1
j=14,2262372000025500,2262372000000000,0,0,25500,0,0,1

t=23  
j=0,544713600001700,544713600000000,0,0,1700,0,0,1
j=1,415459200003740,415459200000000,0,0,3740,0,0,1
j=2,19990841600095200,19990841600000000,0,0,95200,0,0,1
j=3,1496000001700,1496000000000,0,0,1700,0,740000000000,1
j=4,149585455600924150,149585455600000000,0,0,924150,0,0,1
j=5,4835880000044200,4835880000000000,0,0,44200,0,0,1
j=6,1020000000000,1020000000000,0,0,0,0,0,0
j=7,8213900000054400,8213900000000000,0,0,54400,0,0,1
j=8,4513180000043010,4513180000000000,0,0,43010,0,0,1
j=9,7220031000050830,7220031000000000,0,0,50830,0,0,1
j=10,26285120000211310,26285120000000000,0,0,211310,0,0,1
j=11,12788311200074800,12788311200000000,0,0,74800,0,0,1
j=12,23349100000175440,23349100000000000,0,0,175440,0,0,1
j=13,315916800004000,315916800000000,0,0,4000,0,0,1
j=14,2641044000032300,2641044000000000,0,0,32300,0,0,1

t=24  
j=0,582249600006800,582249600000000,0,0,6800,0,0,1
j=1,473491200005610,473491200000000,0,0,5610,0,0,1
j=2,22005521600088060,22005521600000000,0,0,88060,0,0,1
j=3,46376000001700,46376000000000,0,0,1700,0,0,1
j=4,164216071600953430,164216071600000000,0,0,953430,0,0,1
j=5,5758920000042500,5758920000000000,0,0,42500,0,0,1
j=6,1360000001700,1360000000000,0,0,1700,0,740000000000,1
j=7,9121700000040800,9121700000000000,0,0,40800,0,0,1
j=8,5242180000050490,5242180000000000,0,0,50490,0,0,1
j=9,7923741000039100,7923741000000000,0,0,39100,0,0,1
j=10,29537120000211310,29537120000000000,0,0,211310,0,0,1
j=11,14142769200062900,14142769200000000,0,0,62900,0,0,1
j=12,25736500000181560,25736500000000000,0,0,181560,0,0,1
j=13,369484800004000,369484800000000,0,0,4000,0,0,1
j=14,3155508000030600,3155508000000000,0,0,30600,0,0,1

t=25  
j=0,656217600005100,656217600000000,0,0,5100,0,0,1
j=1,544627200003740,544627200000000,0,0,3740,0,0,1
j=2,23970323600154700,23970323600000000,0,0,154700,0,0,1
j=3,91256000001700,91256000000000,0,0,1700,0,0,1
j=4,179779255601068720,179779255600000000,0,0,1068720,0,0,1
j=5,6670440000042500,6670440000000000,0,0,42500,0,0,1
j=6,42160000001700,42160000000000,0,0,1700,0,0,1
j=7,9919100000069700,9919100000000000,0,0,69700,0,0,1
j=8,6033580000050490,6033580000000000,0,0,50490,0,0,1
j=9,8515311000076245,8515311000000000,0,0,76245,0,0,1
j=10,32849720000235620,32849720000000000,0,0,235620,0,0,1
j=11,15194491200090100,15194491200000000,0,0,90100,0,0,1
j=12,28168900000169320,28168900000000000,0,0,169320,0,0,1
j=13,423052800002000,423052800000000,0,0,2000,0,0,1
j=14,3688740000030600,3688740000000000,0,0,30600,0,0,1

t=26  
j=0,745089600008500,745089600000000,0,0,8500,0,0,1
j=1,629491200009350,629491200000000,0,0,9350,0,0,1
j=2,26954201600161840,26954201600000000,0,0,161840,0,0,1
j=3,136136000001700,136136000000000,0,0,1700,0,0,1
j=4,196830667601057740,196830667600000000,0,0,1057740,0,0,1
j=5,7535880000045900,7535880000000000,0,0,45900,0,0,1
j=6,82960000001700,82960000000000,0,0,1700,0,0,1
j=7,10949900000076500,10949900000000000,0,0,76500,0,0,1
j=8,6758380000029920,6758380000000000,0,0,29920,0,0,1
j=9,9677661000062560,9677661000000000,0,0,62560,0,0,1
j=10,36440120000226270,36440120000000000,0,0,226270,0,0,1
j=11,16818127200096900,16818127200000000,0,0,96900,0,0,1
j=12,30522700000181560,30522700000000000,0,0,181560,0,0,1
j=13,462220800004000,462220800000000,0,0,4000,0,0,1
j=14,4141380000028900,4141380000000000,0,0,28900,0,0,1

t=27  
j=0,856593600006800,856593600000000,0,0,6800,0,0,1
j=1,785491200009350,785491200000000,0,0,9350,0,0,1
j=2,30027077600133280,30027077600000000,0,0,133280,0,0,1
j=3,181016000003400,181016000000000,0,0,3400,0,0,1
j=4,213756247601043100,213756247600000000,0,0,1043100,0,0,1
j=5,8373960000044200,8373960000000000,0,0,44200,0,0,1
j=6,123760000005100,123760000000000,0,0,5100,0,0,1
j=7,12260300000076500,12260300000000000,0,0,76500,0,0,1
j=8,7238980000046750,7238980000000000,0,0,46750,0,0,1
j=9,10652901000044965,10652901000000000,0,0,44965,0,0,1
j=10,39666320000203830,39666320000000000,0,0,203830,0,0,1
j=11,18556717200078200,18556717200000000,0,0,78200,0,0,1
j=12,32987500000171360,32987500000000000,0,0,171360,0,0,1
j=13,515788800004000,515788800000000,0,0,4000,0,0,1
j=14,4543236000035700,4543236000000000,0,0,35700,0,0,1

t=28  
j=0,957057600005100,957057600000000,0,0,5100,0,0,1
j=1,970819200014960,970819200000000,0,0,14960,0,0,1
j=2,32796773600149940,32796773600000000,0,0,149940,0,0,1
j=3,242396000003400,242396000000000,0,0,3400,0,0,1
j=4,230140867601068720,230140867600000000,0,0,1068720,0,0,1
j=5,9191880000042500,9191880000000000,0,0,42500,0,0,1
j=6,246160000008500,246160000000000,0,0,8500,0,0,1
j=7,13533500000052700,13533500000000000,0,0,52700,0,0,1
j=8,7876780000061710,7876780000000000,0,0,61710,0,0,1
j=9,11306841000050830,11306841000000000,0,0,50830,0,0,1
j=10,42686720000254320,42686720000000000,0,0,254320,0,0,1
j=11,19995427200090100,19995427200000000,0,0,90100,0,0,1
j=12,35350300000208080,35350300000000000,0,0,208080,0,0,1
j=13,569356800020000,569356800000000,0,0,20000,0,0,1
j=14,5027340000032300,5027340000000000,0,0,32300,0,0,1

t=29  
j=0,1045929600003400,1045929600000000,0,0,3400,0,0,1
j=1,1200451200009350,1200451200000000,0,0,9350,0,0,1
j=2,35737619600135660,35737619600000000,0,0,135660,0,0,1
j=3,303776000003400,303776000000000,0,0,3400,0,0,1
j=4,247079971601017480,247079971600000000,0,0,1017480,0,0,1
j=5,10056600000044200,10056600000000000,0,0,44200,0,0,1
j=6,424360000020400,424360000000000,0,0,20400,0,0,1
j=7,14509700000061200,14509700000000000,0,0,61200,0,0,1
j=8,8683180000029920,8683180000000000,0,0,29920,0,0,1
j=9,12049611000070380,12049611000000000,0,0,70380,0,0,1
j=10,46421120000213180,46421120000000000,0,0,213180,0,0,1
j=11,21655477200074800,21655477200000000,0,0,74800,0,0,1
j=12,38196700000197880,38196700000000000,0,0,197880,0,0,1
j=13,909196800016000,909196800000000,0,0,16000,0,0,1
j=14,5536284000023800,5536284000000000,0,0,23800,0,0,1

t=30  
j=0,1121001600006800,1121001600000000,0,0,6800,0,0,1
j=1,1385779200007480,1385779200000000,0,0,7480,0,0,1
j=2,38454503600142800,38454503600000000,0,0,142800,0,0,1
j=3,393536000001700,393536000000000,0,0,1700,0,0,1
j=4,263633935600931470,263633935600000000,0,0,931470,0,0,1
j=5,10917000000025500,10917000000000000,0,0,25500,0,0,1
j=6,913960000011900,913960000000000,0,0,11900,0,0,1
j=7,15541700000062900,15541700000000000,0,0,62900,0,0,1
j=8,9191380000020570,9191380000000000,0,0,20570,0,0,1
j=9,13192431000052785,13192431000000000,0,0,52785,0,0,1
j=10,49719920000170170,49719920000000000,0,0,170170,0,0,1
j=11,23110609200076500,23110609200000000,0,0,76500,0,0,1
j=12,40927300000128520,40927300000000000,0,0,128520,0,0,1
j=13,1222540800016000,1222540800000000,0,0,16000,0,0,1
j=14,5928756000022100,5928756000000000,0,0,22100,0,0,1

t=31  
j=0,1221465600006800,1221465600000000,0,0,6800,0,0,1
j=1,1555507200009350,1555507200000000,0,0,9350,0,0,1
j=2,41277989600166600,41277989600000000,0,0,166600,0,0,1
j=3,438416000003400,438416000000000,0,0,3400,0,0,1
j=4,278592067600969900,278592067600000000,0,0,969900,0,0,1
j=5,11462760000028900,11462760000000000,0,0,28900,0,0,1
j=6,1199560000006800,1199560000000000,0,0,6800,0,0,1
j=7,16744100000071400,16744100000000000,0,0,71400,0,0,1
j=8,9560380000037400,9560380000000000,0,0,37400,0,0,1
j=9,14054901000052785,14054901000000000,0,0,52785,0,0,1
j=10,52410920000196350,52410920000000000,0,0,196350,0,0,1
j=11,24540037200066300,24540037200000000,0,0,66300,0,0,1
j=12,42745300000167280,42745300000000000,0,0,167280,0,0,1
j=13,1535884800016000,1535884800000000,0,0,16000,0,0,1
j=14,6248364000020400,6248364000000000,0,0,20400,0,0,1

t=32  
j=0,1324137600006800,1324137600000000,0,0,6800,0,0,1
j=1,1740835200009350,1740835200000000,0,0,9350,0,0,1
j=2,44408567600114240,44408567600000000,0,0,114240,0,0,1
j=3,499796000001700,499796000000000,0,0,1700,0,0,1
j=4,294013543600922320,294013543600000000,0,0,922320,0,0,1
j=5,12048120000042500,12048120000000000,0,0,42500,0,0,1
j=6,1336960000003400,1336960000000000,0,0,3400,0,0,1
j=7,17984900000073100,17984900000000000,0,0,73100,0,0,1
j=8,10069780000054230,10069780000000000,0,0,54230,0,0,1
