obj#,nonMCost,sCost,rCost,wCost,cCost,tCost,mCost,locationt=0  
j=0,19090400089100,19090400000000,0,0,33000,56100,0,1

t=1  
j=0,283892000108000,283892000000000,0,0,40000,68000,0,1

t=2  
j=0,601688000113400,601688000000000,0,0,42000,71400,0,1

t=3  
j=0,934138400137700,934138400000000,0,0,51000,86700,0,1

t=4  
j=0,1338156800194400,1338156800000000,0,0,72000,122400,0,1

t=5  
j=0,1888037600226800,1888037600000000,0,0,84000,142800,0,1

t=6  
j=0,2550893600278100,2550893600000000,0,0,103000,175100,0,1

t=7  
j=0,3346832000326700,3346832000000000,0,0,121000,205700,0,1

t=8  
j=0,4300731200440100,4300731200000000,0,0,163000,277100,0,1

t=9  
j=0,5628317600429300,5628317600000000,0,0,159000,270300,0,1

t=10  
j=0,6909384800572400,6909384800000000,0,0,212000,360400,0,1

t=11  
j=0,8584757600607500,8584757600000000,0,0,225000,382500,0,1

t=12  
j=0,10411275200704700,10411275200000000,0,0,261000,443700,0,1

t=13  
j=0,12492540800764100,12492540800000000,0,0,283000,481100,0,1

t=14  
j=0,14799245600834300,14799245600000000,0,0,309000,525300,0,1

t=15  
j=0,17301399200915300,17301399200000000,0,0,339000,576300,0,1

t=16  
j=0,20137707200885600,20137707200000000,0,0,328000,557600,0,1

t=17  
j=0,22766297601074600,22766297600000000,0,0,398000,676600,0,1

t=18  
j=0,26013951200977400,26013951200000000,0,0,362000,615400,0,1

t=19  
j=0,28996973601098900,28996973600000000,0,0,407000,691900,0,1

t=20  
j=0,32463761601082700,32463761600000000,0,0,401000,681700,0,1

t=21  
j=0,35844156801123200,35844156800000000,0,0,416000,707200,0,1

t=22  
j=0,39310263201309500,39310263200000000,0,0,485000,824500,0,1

t=23  
j=0,43349254401363500,43349254400000000,0,0,505000,858500,0,1

t=24  
j=0,47589147201406700,47589147200000000,0,0,521000,885700,0,1

t=25  
j=0,52099294401576800,52099294400000000,0,0,584000,992800,0,1

t=26  
j=0,57040724001560600,57040724000000000,0,0,578000,982600,0,1

t=27  
j=0,61945688001539000,61945688000000000,0,0,570000,969000,0,1

t=28  
j=0,66693884001576800,66693884000000000,0,0,584000,992800,0,1

t=29  
j=0,71602767201501200,71602767200000000,0,0,556000,945200,0,1

t=30  
j=0,76400038401374300,76400038400000000,0,0,509000,865300,0,1

t=31  
j=0,80734844001431000,80734844000000000,0,0,530000,901000,0,1

t=32  
j=0,85203924801360800,85203924800000000,0,0,504000,856800,0,1

t=33  
j=0,89365263201328400,89365263200000000,0,0,492000,836400,0,1

t=34  
j=0,93469347201304100,93469347200000000,0,0,483000,821100,0,1

t=35  
j=0,97623699201331100,97623699200000000,0,0,493000,838100,0,1

t=36  
j=0,101682797601080000,101682797600000000,0,0,400000,680000,0,1

t=37  
j=0,105064385601044900,105064385600000000,0,0,387000,657900,0,1

t=38  
j=0,108372020000993600,108372020000000000,0,0,368000,625600,0,1

t=39  
