obj#,nonMCost,sCost,rCost,wCost,cCost,tCost,mCost,locationt=0  
j=4,79628209101440470,79628209100000000,0,0,509000,931470,0,1
j=5,3639000000040500,3639000000000000,0,0,15000,25500,0,1
j=6,319886000018900,319886000000000,0,0,7000,11900,0,1
j=7,5595012000099900,5595012000000000,0,0,37000,62900,0,1
j=8,3216983000031570,3216983000000000,0,0,11000,20570,0,1
j=9,4083371500083835,4083371500000000,0,0,31050,52785,0,1
j=10,17501411800261170,17501411800000000,0,0,91000,170170,0,1
j=11,7535223800121500,7535223800000000,0,0,45000,76500,0,1
j=12,12687463000191520,12687463000000000,0,0,63000,128520,0,1
j=13,378223500024800,378223500000000,0,0,8800,16000,0,1
j=14,1830181200035100,1830181200000000,0,0,13000,22100,0,1

t=31  
j=0,377061100010800,377061100000000,0,0,4000,6800,0,1
j=1,538444700014850,538444700000000,0,0,5500,9350,0,1
j=2,13522973200236600,13522973200000000,0,0,70000,166600,0,1
j=3,127539200005400,127539200000000,0,0,2000,3400,0,1
j=4,84146175501499900,84146175500000000,0,0,530000,969900,0,1
j=5,3820920000045900,3820920000000000,0,0,17000,28900,0,1
j=6,419846000010800,419846000000000,0,0,4000,6800,0,1
j=7,6027876000113400,6027876000000000,0,0,42000,71400,0,1
j=8,3346133000057400,3346133000000000,0,0,20000,37400,0,1
j=9,4350326500083835,4350326500000000,0,0,31050,52785,0,1
j=10,18448643800301350,18448643800000000,0,0,105000,196350,0,1
j=11,8001289400105300,8001289400000000,0,0,39000,66300,0,1
j=12,13251043000249280,13251043000000000,0,0,82000,167280,0,1
j=13,475164300024800,475164300000000,0,0,8800,16000,0,1
j=14,1928842800032400,1928842800000000,0,0,12000,20400,0,1

t=32  
j=0,408755500010800,408755500000000,0,0,4000,6800,0,1
j=1,602596700014850,602596700000000,0,0,5500,9350,0,1
j=2,14548573600162240,14548573600000000,0,0,48000,114240,0,1
j=3,145395200002700,145395200000000,0,0,1000,1700,0,1
j=4,88804090701426320,88804090700000000,0,0,504000,922320,0,1
j=5,4016040000067500,4016040000000000,0,0,25000,42500,0,1
j=6,467936000005400,467936000000000,0,0,2000,3400,0,1
j=7,6474564000116100,6474564000000000,0,0,43000,73100,0,1
j=8,3524423000083230,3524423000000000,0,0,29000,54230,0,1
j=9,4595441500058995,4595441500000000,0,0,21850,37145,0,1
j=10,19463882200353010,19463882200000000,0,0,123000,230010,0,1
j=11,8424054200135000,8424054200000000,0,0,50000,85000,0,1
j=12,13973467000215840,13973467000000000,0,0,71000,144840,0,1
j=13,572105100006200,572105100000000,0,0,2200,4000,0,1
j=14,2024778000048600,2024778000000000,0,0,18000,30600,0,1

t=33  
j=0,439768300005400,439768300000000,0,0,2000,3400,0,1
j=1,666748700011880,666748700000000,0,0,4400,7480,0,1
j=2,15268192000158860,15268192000000000,0,0,47000,111860,0,1
j=3,158451200002700,158451200000000,0,0,1000,1700,0,1
j=4,93141260301392360,93141260300000000,0,0,492000,900360,0,1
j=5,4306680000070200,4306680000000000,0,0,26000,44200,0,1
j=6,496496000002700,496496000000000,0,0,1000,1700,0,1
j=7,6930108000097200,6930108000000000,0,0,36000,61200,0,1
j=8,3811073000060270,3811073000000000,0,0,21000,39270,0,1
j=9,4760411500077625,4760411500000000,0,0,28750,48875,0,1
j=10,20703837400315700,20703837400000000,0,0,110000,205700,0,1
j=11,8933187800121500,8933187800000000,0,0,45000,76500,0,1
j=12,14577781000252320,14577781000000000,0,0,83000,169320,0,1
j=13,588677700006200,588677700000000,0,0,2200,4000,0,1
j=14,2178478800045900,2178478800000000,0,0,17000,28900,0,1

t=34  
j=0,462942700010800,462942700000000,0,0,4000,6800,0,1
j=1,716212700008910,716212700000000,0,0,3300,5610,0,1
j=2,16019209600196040,16019209600000000,0,0,58000,138040,0,1
j=3,171507200002700,171507200000000,0,0,1000,1700,0,1
j=4,97418756301366890,97418756300000000,0,0,483000,883890,0,1
j=5,4605240000059400,4605240000000000,0,0,22000,37400,0,1
j=6,510776000002700,510776000000000,0,0,1000,1700,0,1
j=7,7278732000086400,7278732000000000,0,0,32000,54400,0,1
j=8,4035353000080360,4035353000000000,0,0,28000,52360,0,1
j=9,4977251500102465,4977251500000000,0,0,37950,64515,0,1
j=10,21773354200338660,21773354200000000,0,0,118000,220660,0,1
j=11,9402279800089100,9402279800000000,0,0,33000,56100,0,1
j=12,15294439000255360,15294439000000000,0,0,84000,171360,0,1
j=13,605250300006200,605250300000000,0,0,2200,4000,0,1
j=14,2317866000037800,2317866000000000,0,0,14000,23800,0,1

t=35  
j=0,493955500002700,493955500000000,0,0,1000,1700,0,1
j=1,750988700008910,750988700000000,0,0,3300,5610,0,1
j=2,16933631200158860,16933631200000000,0,0,47000,111860,0,1
j=3,184563200002700,184563200000000,0,0,1000,1700,0,1
j=4,101748644301395190,101748644300000000,0,0,493000,902190,0,1
j=5,4851720000067500,4851720000000000,0,0,25000,42500,0,1
j=6,225024000000000,225024000000000,0,0,0,0,0,0
j=7,7605540000110700,7605540000000000,0,0,41000,69700,0,1
j=8,4271183000066010,4271183000000000,0,0,23000,43010,0,1
j=9,5285936500071415,5285936500000000,0,0,26450,44965,0,1
j=10,22927773400361620,22927773400000000,0,0,126000,235620,0,1
j=11,9744263000124200,9744263000000000,0,0,46000,78200,0,1
j=12,16025419000197600,16025419000000000,0,0,65000,132600,0,1
j=13,621822900009300,621822900000000,0,0,3300,6000,0,1
j=14,2439020400054000,2439020400000000,0,0,20000,34000,0,1

t=36  
j=0,505542700002700,505542700000000,0,0,1000,1700,0,1
j=1,775612700002970,775612700000000,0,0,1100,1870,0,1
j=2,17684648800162240,17684648800000000,0,0,48000,114240,0,1
j=3,197619200002700,197619200000000,0,0,1000,1700,0,1
j=4,105979253901132000,105979253900000000,0,0,400000,732000,0,1
j=5,5154600000051300,5154600000000000,0,0,19000,32300,0,1
j=6,225024000000000,225024000000000,0,0,0,0,0,0
j=7,8055684000089100,8055684000000000,0,0,33000,56100,0,1
j=8,4526333000043050,4526333000000000,0,0,15000,28050,0,1
j=9,5513111500062100,5513111500000000,0,0,23000,39100,0,1
j=10,24196451800252560,24196451800000000,0,0,88000,164560,0,1
j=11,10218476600118800,10218476600000000,0,0,44000,74800,0,1
j=12,16561285000215840,16561285000000000,0,0,71000,144840,0,1
j=13,642137700003100,642137700000000,0,0,1100,2000,0,1
j=14,2611465200032400,2611465200000000,0,0,12000,20400,0,1

t=37  
j=0,517129900005400,517129900000000,0,0,2000,3400,0,1
j=1,790300700002970,790300700000000,0,0,1100,1870,0,1
j=2,18506795200158860,18506795200000000,0,0,47000,111860,0,1
j=3,65836000000000,65836000000000,0,0,0,0,0,0
j=4,109503725901095210,109503725900000000,0,0,387000,708210,0,1
j=5,5374440000018900,5374440000000000,0,0,7000,11900,0,1
j=6,225024000000000,225024000000000,0,0,0,0,0,0
j=7,8457012000064800,8457012000000000,0,0,24000,40800,0,1
j=8,4689293000025830,4689293000000000,0,0,9000,16830,0,1
j=9,5696021500074520,5696021500000000,0,0,27600,46920,0,1
j=10,25075043800206640,25075043800000000,0,0,72000,134640,0,1
j=11,10706192600059400,10706192600000000,0,0,22000,37400,0,1
j=12,17177689000176320,17177689000000000,0,0,58000,118320,0,1
j=13,654255300003100,654255300000000,0,0,1100,2000,0,1
j=14,2714216400008100,2714216400000000,0,0,3000,5100,0,1

t=38  
j=0,532977100005400,532977100000000,0,0,2000,3400,0,1
j=1,804988700005940,804988700000000,0,0,2200,3740,0,1
j=2,19300105600162240,19300105600000000,0,0,48000,114240,0,1
j=3,65836000000000,65836000000000,0,0,0,0,0,0
j=4,112951119501041440,112951119500000000,0,0,368000,673440,0,1
j=5,5468040000021600,5468040000000000,0,0,8000,13600,0,1
j=6,225024000000000,225024000000000,0,0,0,0,0,0
j=7,8744076000089100,8744076000000000,0,0,33000,56100,0,1
j=8,4808783000031570,4808783000000000,0,0,11000,20570,0,1
j=9,5942501500055890,5942501500000000,0,0,20700,35190,0,1
j=10,25854583000243950,25854583000000000,0,0,85000,158950,0,1
j=11,10964135000091800,10964135000000000,0,0,34000,57800,0,1
j=12,17686027000139840,17686027000000000,0,0,46000,93840,0,1
j=13,666372900003100,666372900000000,0,0,1100,2000,0,1
j=14,2741650800016200,2741650800000000,0,0,6000,10200,0,1

t=39  
j=0,548824300005400,548824300000000,0,0,2000,3400,0,1
j=1,825076700002970,825076700000000,0,0,1100,1870,0,1
j=2,20057531200087880,20057531200000000,0,0,26000,61880,0,1
j=3,65836000000000,65836000000000,0,0,0,0,0,0
j=4,115980442700931070,115980442700000000,0,0,329000,602070,0,1
j=5,5566680000040500,5566680000000000,0,0,15000,25500,0,1
j=6,225024000000000,225024000000000,0,0,0,0,0,0
j=7,9121428000072900,9121428000000000,0,0,27000,45900,0,1
j=8,4937933000045920,4937933000000000,0,0,16000,29920,0,1
j=9,6103376500034155,6103376500000000,0,0,12650,21505,0,1
j=10,26672560600195160,26672560600000000,0,0,68000,127160,0,1
j=11,11332424600089100,11332424600000000,0,0,33000,56100,0,1
j=12,18131497000173280,18131497000000000,0,0,57000,116280,0,1
j=13,678490500003100,678490500000000,0,0,1100,2000,0,1
j=14,2780331600027000,2780331600000000,0,0,10000,17000,0,1

t=40  
j=0,564671500002700,564671500000000,0,0,1000,1700,0,1
j=1,839764700002970,839764700000000,0,0,1100,1870,0,1
j=2,20486546800087880,20486546800000000,0,0,26000,61880,0,1
j=3,65836000000000,65836000000000,0,0,0,0,0,0
j=4,118814583500882960,118814583500000000,0,0,312000,570960,0,1
j=5,5719800000035100,5719800000000000,0,0,13000,22100,0,1
j=6,225024000000000,225024000000000,0,0,0,0,0,0
j=7,9451260000048600,9451260000000000,0,0,18000,30600,0,1
j=8,5106143000045920,5106143000000000,0,0,16000,29920,0,1
j=9,6190541500037260,6190541500000000,0,0,13800,23460,0,1
j=10,27334039000175070,27334039000000000,0,0,61000,114070,0,1
j=11,11684185400064800,11684185400000000,0,0,24000,40800,0,1
j=12,18622165000161120,18622165000000000,0,0,53000,108120,0,1
j=13,690608100003100,690608100000000,0,0,1100,2000,0,1
j=14,2847298800024300,2847298800000000,0,0,9000,15300,0,1

t=41  
j=0,576258700002700,576258700000000,0,0,1000,1700,0,1
j=1,854452700002970,854452700000000,0,0,1100,1870,0,1
j=2,20915562400098020,20915562400000000,0,0,29000,69020,0,1
j=3,65836000000000,65836000000000,0,0,0,0,0,0
j=4,121522095500820700,121522095500000000,0,0,290000,530700,0,1
j=5,5863080000024300,5863080000000000,0,0,9000,15300,0,1
j=6,225024000000000,225024000000000,0,0,0,0,0,0
j=7,9663588000035100,9663588000000000,0,0,13000,22100,0,1
j=8,5274353000037310,5274353000000000,0,0,13000,24310,0,1
j=9,6293696500055890,6293696500000000,0,0,20700,35190,0,1
j=10,27920752600186550,27920752600000000,0,0,65000,121550,0,1
j=11,11912096600043200,11912096600000000,0,0,16000,27200,0,1
j=12,19092559000133760,19092559000000000,0,0,44000,89760,0,1
j=13,702725700003100,702725700000000,0,0,1100,2000,0,1
j=14,2907961200013500,2907961200000000,0,0,5000,8500,0,1

t=42  
j=0,587845900002700,587845900000000,0,0,1000,1700,0,1
j=1,869140700002970,869140700000000,0,0,1100,1870,0,1
j=2,21383346400108160,21383346400000000,0,0,32000,76160,0,1
j=3,65836000000000,65836000000000,0,0,0,0,0,0
j=4,124042772300976350,124042772300000000,0,0,345000,631350,0,1
j=5,5966520000021600,5966520000000000,0,0,8000,13600,0,1
j=6,225024000000000,225024000000000,0,0,0,0,0,0
j=7,9802476000054000,9802476000000000,0,0,20000,34000,0,1
j=8,5428073000017220,5428073000000000,0,0,6000,11220,0,1
j=9,6473486500062100,6473486500000000,0,0,23000,39100,0,1
j=10,28590467800192290,28590467800000000,0,0,67000,125290,0,1
j=11,12089257400078300,12089257400000000,0,0,29000,49300,0,1
j=12,19507153000161120,19507153000000000,0,0,53000,108120,0,1
j=13,714843300003100,714843300000000,0,0,1100,2000,0,1
j=14,2942382000010800,2942382000000000,0,0,4000,6800,0,1

t=43  
j=0,599433100002700,599433100000000,0,0,1000,1700,0,1
j=1,883828700002970,883828700000000,0,0,1100,1870,0,1
j=2,21879646000067600,21879646000000000,0,0,20000,47600,0,1
j=3,65836000000000,65836000000000,0,0,0,0,0,0
j=4,126998569100732970,126998569100000000,0,0,259000,473970,0,1
j=5,6063960000027000,6063960000000000,0,0,10000,17000,0,1
j=6,225024000000000,225024000000000,0,0,0,0,0,0
j=7,10037484000054000,10037484000000000,0,0,20000,34000,0,1
j=8,5479523000025830,5479523000000000,0,0,9000,16830,0,1
j=9,6662051500049680,6662051500000000,0,0,18400,31280,0,1
j=10,29264618200163590,29264618200000000,0,0,57000,106590,0,1
j=11,12401209400072900,12401209400000000,0,0,27000,45900,0,1
j=12,19973269000142880,19973269000000000,0,0,47000,95880,0,1
j=13,726960900003100,726960900000000,0,0,1100,2000,0,1
j=14,2973394800018900,2973394800000000,0,0,7000,11900,0,1

t=44  
j=0,611020300002700,611020300000000,0,0,1000,1700,0,1
j=1,898516700002970,898516700000000,0,0,1100,1870,0,1
j=2,22212862000101400,22212862000000000,0,0,30000,71400,0,1
j=3,65836000000000,65836000000000,0,0,0,0,0,0
j=4,129257108300727310,129257108300000000,0,0,257000,470310,0,1
j=5,6168600000016200,6168600000000000,0,0,6000,10200,0,1
j=6,225024000000000,225024000000000,0,0,0,0,0,0
j=7,10272492000037800,10272492000000000,0,0,14000,23800,0,1
j=8,5556803000014350,5556803000000000,0,0,5000,9350,0,1
j=9,6798941500055890,6798941500000000,0,0,20700,35190,0,1
j=10,29818807000152110,29818807000000000,0,0,53000,99110,0,1
j=11,12701055800051300,12701055800000000,0,0,19000,32300,0,1
j=12,20420971000133760,20420971000000000,0,0,44000,89760,0,1
j=13,739078500000000,739078500000000,0,0,0,0,0,1
j=14,3028604400013500,3028604400000000,0,0,5000,8500,0,1

t=45  
j=0,622607500002700,622607500000000,0,0,1000,1700,0,1
j=1,385575300000000,385575300000000,0,0,0,0,0,0
j=2,22704035200104780,22704035200000000,0,0,31000,73780,0,1
j=3,65836000000000,65836000000000,0,0,0,0,0,0
j=4,131521153100628260,131521153100000000,0,0,222000,406260,0,1
j=5,6233400000010800,6233400000000000,0,0,4000,6800,0,1
j=6,225024000000000,225024000000000,0,0,0,0,0,0
j=7,10424556000054000,10424556000000000,0,0,20000,34000,0,1
j=8,5599223000008610,5599223000000000,0,0,3000,5610,0,1
j=9,6978731500034155,6978731500000000,0,0,12650,21505,0,1
j=10,30348074200126280,30348074200000000,0,0,44000,82280,0,1
j=11,12902195000056700,12902195000000000,0,0,21000,35700,0,1
j=12,20847655000063840,20847655000000000,0,0,21000,42840,0,1
j=13,261290400000000,261290400000000,0,0,0,0,0,0
j=14,3063025200008100,3063025200000000,0,0,3000,5100,0,1

t=46  
j=0,634194700002700,634194700000000,0,0,1000,1700,0,1
j=1,385575300000000,385575300000000,0,0,0,0,0,0
j=2,23196810400077740,23196810400000000,0,0,23000,54740,0,1
j=3,65836000000000,65836000000000,0,0,0,0,0,0
j=4,133501748300645240,133501748300000000,0,0,228000,417240,0,1
j=5,6288360000010800,6288360000000000,0,0,4000,6800,0,1
j=6,225024000000000,225024000000000,0,0,0,0,0,0
j=7,10659564000037800,10659564000000000,0,0,14000,23800,0,1
j=8,5633033000008610,5633033000000000,0,0,3000,5610,0,1
j=9,7077011500027945,7077011500000000,0,0,10350,17595,0,1
j=10,30810602200109060,30810602200000000,0,0,38000,71060,0,1
j=11,13171311800051300,13171311800000000,0,0,19000,32300,0,1
j=12,21052813000076000,21052813000000000,0,0,25000,51000,0,1
j=13,261290400000000,261290400000000,0,0,0,0,0,0
j=14,3090459600005400,3090459600000000,0,0,2000,3400,0,1

t=47  
j=0,645781900002700,645781900000000,0,0,1000,1700,0,1
j=1,385575300000000,385575300000000,0,0,0,0,0,0
j=2,23595067600040560,23595067600000000,0,0,12000,28560,0,1
j=3,65836000000000,65836000000000,0,0,0,0,0,0
j=4,135408461900495250,135408461900000000,0,0,175000,320250,0,1
j=5,6343320000018900,6343320000000000,0,0,7000,11900,0,1
j=6,225024000000000,225024000000000,0,0,0,0,0,0
j=7,10811628000040500,10811628000000000,0,0,15000,25500,0,1
j=8,5666843000017220,5666843000000000,0,0,6000,11220,0,1
j=9,7166711500034155,7166711500000000,0,0,12650,21505,0,1
j=10,31196887000111930,31196887000000000,0,0,39000,72930,0,1
j=11,13372451000062100,13372451000000000,0,0,23000,39100,0,1
j=12,21297217000079040,21297217000000000,0,0,26000,53040,0,1
j=13,261290400000000,261290400000000,0,0,0,0,0,0
j=14,3113634000016200,3113634000000000,0,0,6000,10200,0,1

t=48  
j=0,657369100000000,657369100000000,0,0,0,0,0,1
j=1,385575300000000,385575300000000,0,0,0,0,0,0
j=2,23782181200037180,23782181200000000,0,0,11000,26180,0,1
j=3,65836000000000,65836000000000,0,0,0,0,0,0
j=4,136940617100410350,136940617100000000,0,0,145000,265350,0,1
j=5,6418440000005400,6418440000000000,0,0,2000,3400,0,1
j=6,225024000000000,225024000000000,0,0,0,0,0,0
j=7,10981836000016200,10981836000000000,0,0,6000,10200,0,1
j=8,5718293000008610,5718293000000000,0,0,3000,5610,0,1
j=9,7253876500015525,7253876500000000,0,0,5750,9775,0,1
j=10,31537975000060270,31537975000000000,0,0,21000,39270,0,1
j=11,13602923000027000,13602923000000000,0,0,10000,17000,0,1
j=12,21546457000054720,21546457000000000,0,0,18000,36720,0,1
j=13,261290400000000,261290400000000,0,0,0,0,0,0
j=14,3155382000005400,3155382000000000,0,0,2000,3400,0,1

t=49  
j=0,231468000000000,231468000000000,0,0,0,0,0,0
j=1,385575300000000,385575300000000,0,0,0,0,0,0
j=2,23942381200057460,23942381200000000,0,0,17000,40460,0,1
j=3,65836000000000,65836000000000,0,0,0,0,0,0
j=4,138175292300316960,138175292300000000,0,0,112000,204960,0,1
j=5,6451080000005400,6451080000000000,0,0,2000,3400,0,1
j=6,225024000000000,225024000000000,0,0,0,0,0,0
j=7,11037132000010800,11037132000000000,0,0,4000,6800,0,1
j=8,5752103000002870,5752103000000000,0,0,1000,1870,0,1
j=9,7293266500031050,7293266500000000,0,0,11500,19550,0,1
j=10,31741783000071750,31741783000000000,0,0,25000,46750,0,1
j=11,13725841400021600,13725841400000000,0,0,8000,13600,0,1
j=12,21722413000027360,21722413000000000,0,0,9000,18360,0,1
j=13,261290400000000,261290400000000,0,0,0,0,0,0
j=14,3178556400002700,3178556400000000,0,0,1000,1700,0,1

t=50  
j=0,231468000000000,231468000000000,0,0,0,0,0,0
j=1,385575300000000,385575300000000,0,0,0,0,0,0
j=2,24223692400023660,24223692400000000,0,0,7000,16660,0,1
j=3,65836000000000,65836000000000,0,0,0,0,0,0
j=4,139090109900331110,139090109900000000,0,0,117000,214110,0,1
j=5,6483720000002700,6483720000000000,0,0,1000,1700,0,1
j=6,225024000000000,225024000000000,0,0,0,0,0,0
j=7,11066076000024300,11066076000000000,0,0,9000,15300,0,1
j=8,5766383000002870,5766383000000000,0,0,1000,1870,0,1
j=9,7378871500012420,7378871500000000,0,0,4600,7820,0,1
j=10,31992266200037310,31992266200000000,0,0,13000,24310,0,1
j=11,13820358200035100,13820358200000000,0,0,13000,22100,0,1
j=12,21790861000054720,21790861000000000,0,0,18000,36720,0,1
j=13,261290400000000,261290400000000,0,0,0,0,0,0
j=14,3190143600002700,3190143600000000,0,0,1000,1700,0,1

t=51  
j=0,231468000000000,231468000000000,0,0,0,0,0,0
j=1,385575300000000,385575300000000,0,0,0,0,0,0
j=2,24307957600010140,24307957600000000,0,0,3000,7140,0,1
j=3,65836000000000,65836000000000,0,0,0,0,0,0
j=4,140089109900198100,140089109900000000,0,0,70000,128100,0,1
j=5,6500040000002700,6500040000000000,0,0,1000,1700,0,1
j=6,225024000000000,225024000000000,0,0,0,0,0,0
j=7,11146212000010800,11146212000000000,0,0,4000,6800,0,1
j=8,5780663000002870,5780663000000000,0,0,1000,1870,0,1
j=9,7414361500009315,7414361500000000,0,0,3450,5865,0,1
j=10,32127856600022960,32127856600000000,0,0,8000,14960,0,1
j=11,13970048600018900,13970048600000000,0,0,7000,11900,0,1
j=12,21961051000027360,21961051000000000,0,0,9000,18360,0,1
j=13,261290400000000,261290400000000,0,0,0,0,0,0
j=14,3201730800002700,3201730800000000,0,0,1000,1700,0,1

t=52  
j=0,231468000000000,231468000000000,0,0,0,0,0,0
j=1,385575300000000,385575300000000,0,0,0,0,0,0
j=2,24344483200030420,24344483200000000,0,0,9000,21420,0,1
j=3,65836000000000,65836000000000,0,0,0,0,0,0
j=4,140715149900189610,140715149900000000,0,0,67000,122610,0,1
j=5,6516360000005400,6516360000000000,0,0,2000,3400,0,1
j=6,225024000000000,225024000000000,0,0,0,0,0,0
j=7,11175156000010800,11175156000000000,0,0,4000,6800,0,1
j=8,5794943000005740,5794943000000000,0,0,2000,3740,0,1
j=9,7445756500006210,7445756500000000,0,0,2300,3910,0,1
j=10,32223741400048790,32223741400000000,0,0,17000,31790,0,1
j=11,14059909400013500,14059909400000000,0,0,5000,8500,0,1
j=12,22030057000018240,22030057000000000,0,0,6000,12240,0,1
j=13,261290400000000,261290400000000,0,0,0,0,0,0
j=14,3213318000002700,3213318000000000,0,0,1000,1700,0,1

t=53  
j=0,231468000000000,231468000000000,0,0,0,0,0,0
j=1,385575300000000,385575300000000,0,0,0,0,0,0
j=2,24463351600027040,24463351600000000,0,0,8000,19040,0,1
j=3,65836000000000,65836000000000,0,0,0,0,0,0
j=4,141283469900181120,141283469900000000,0,0,64000,117120,0,1
j=5,6538680000002700,6538680000000000,0,0,1000,1700,0,1
j=6,225024000000000,225024000000000,0,0,0,0,0,0
j=7,11204100000002700,11204100000000000,0,0,1000,1700,0,1
j=8,5814473000002870,5814473000000000,0,0,1000,1870,0,1
j=9,7472276500003105,7472276500000000,0,0,1150,1955,0,1
j=10,32389744600031570,32389744600000000,0,0,11000,20570,0,1
j=11,14118109400008100,14118109400000000,0,0,3000,5100,0,1
j=12,22077673000018240,22077673000000000,0,0,6000,12240,0,1
j=13,261290400000000,261290400000000,0,0,0,0,0,0
j=14,3224905200002700,3224905200000000,0,0,1000,1700,0,1

t=54  
j=0,231468000000000,231468000000000,0,0,0,0,0,0
j=1,385575300000000,385575300000000,0,0,0,0,0,0
j=2,24559471600010140,24559471600000000,0,0,3000,7140,0,1
j=3,65836000000000,65836000000000,0,0,0,0,0,0
j=4,141821597900166970,141821597900000000,0,0,59000,107970,0,1
j=5,6555000000002700,6555000000000000,0,0,1000,1700,0,1
j=6,225024000000000,225024000000000,0,0,0,0,0,0
j=7,11218788000002700,11218788000000000,0,0,1000,1700,0,1
j=8,5828753000002870,5828753000000000,0,0,1000,1870,0,1
j=9,7485536500003105,7485536500000000,0,0,1150,1955,0,1
j=10,32515619800022960,32515619800000000,0,0,8000,14960,0,1
j=11,14165600600002700,14165600600000000,0,0,1000,1700,0,1
j=12,22125289000024320,22125289000000000,0,0,8000,16320,0,1
j=13,261290400000000,261290400000000,0,0,0,0,0,0
j=14,3236492400002700,3236492400000000,0,0,1000,1700,0,1

t=55  
j=0,231468000000000,231468000000000,0,0,0,0,0,0
j=1,385575300000000,385575300000000,0,0,0,0,0,0
j=2,24595997200006760,24595997200000000,0,0,2000,4760,0,1
j=3,65836000000000,65836000000000,0,0,0,0,0,0
j=4,142315148300107540,142315148300000000,0,0,38000,69540,0,1
j=5,6571320000002700,6571320000000000,0,0,1000,1700,0,1
j=6,225024000000000,225024000000000,0,0,0,0,0,0
j=7,11233476000002700,11233476000000000,0,0,1000,1700,0,1
j=8,5843033000002870,5843033000000000,0,0,1000,1870,0,1
j=9,7498796500012420,7498796500000000,0,0,4600,7820,0,1
j=10,32602423000017220,32602423000000000,0,0,6000,11220,0,1
j=11,14181431000002700,14181431000000000,0,0,1000,1700,0,1
j=12,22181089000024320,22181089000000000,0,0,8000,16320,0,1
j=13,261290400000000,261290400000000,0,0,0,0,0,0
j=14,3248079600000000,3248079600000000,0,0,0,0,0,1

t=56  
j=0,231468000000000,231468000000000,0,0,0,0,0,0
j=1,385575300000000,385575300000000,0,0,0,0,0,0
j=2,24625794400020280,24625794400000000,0,0,6000,14280,0,1
j=3,65836000000000,65836000000000,0,0,0,0,0,0
j=4,142658981900101880,142658981900000000,0,0,36000,65880,0,1
j=5,2635056000000000,2635056000000000,0,0,0,0,0,0
j=6,225024000000000,225024000000000,0,0,0,0,0,0
j=7,11248164000010800,11248164000000000,0,0,4000,6800,0,1
j=8,2510277000000000,2510277000000000,0,0,0,0,0,0
j=9,7524926500006210,7524926500000000,0,0,2300,3910,0,1
j=10,32679511000017220,32679511000000000,0,0,6000,11220,0,1
j=11,14197261400010800,14197261400000000,0,0,4000,6800,0,1
j=12,22236889000030400,22236889000000000,0,0,10000,20400,0,1
j=13,261290400000000,261290400000000,0,0,0,0,0,0
j=14,1143690000000000,1143690000000000,0,0,0,0,0,0

t=57  
j=0,231468000000000,231468000000000,0,0,0,0,0,0
j=1,385575300000000,385575300000000,0,0,0,0,0,0
j=2,24707816800020280,24707816800000000,0,0,6000,14280,0,1
j=3,65836000000000,65836000000000,0,0,0,0,0,0
j=4,142962855500084900,142962855500000000,0,0,30000,54900,0,1
j=5,2635056000000000,2635056000000000,0,0,0,0,0,0
j=6,225024000000000,225024000000000,0,0,0,0,0,0
j=7,11277108000008100,11277108000000000,0,0,3000,5100,0,1
j=8,2510277000000000,2510277000000000,0,0,0,0,0,0
j=9,7543061500006210,7543061500000000,0,0,2300,3910,0,1
j=10,32731255000020090,32731255000000000,0,0,7000,13090,0,1
j=11,14228456600008100,14228456600000000,0,0,3000,5100,0,1
j=12,22317241000012160,22317241000000000,0,0,4000,8160,0,1
j=13,261290400000000,261290400000000,0,0,0,0,0,0
j=14,1143690000000000,1143690000000000,0,0,0,0,0,0

t=58  
j=0,231468000000000,231468000000000,0,0,0,0,0,0
j=1,385575300000000,385575300000000,0,0,0,0,0,0
j=2,24789839200013520,24789839200000000,0,0,4000,9520,0,1
j=3,65836000000000,65836000000000,0,0,0,0,0,0
j=4,143200129100070750,143200129100000000,0,0,25000,45750,0,1
j=5,2635056000000000,2635056000000000,0,0,0,0,0,0
j=6,225024000000000,225024000000000,0,0,0,0,0,0
j=7,11301732000005400,11301732000000000,0,0,2000,3400,0,1
j=8,2510277000000000,2510277000000000,0,0,0,0,0,0
j=9,7561196500003105,7561196500000000,0,0,1150,1955,0,1
j=10,32799683800008610,32799683800000000,0,0,3000,5610,0,1
j=11,14254995800005400,14254995800000000,0,0,2000,3400,0,1
j=12,22342165000018240,22342165000000000,0,0,6000,12240,0,1
j=13,261290400000000,261290400000000,0,0,0,0,0,0
j=14,1143690000000000,1143690000000000,0,0,0,0,0,0

t=59  
j=0,231468000000000,231468000000000,0,0,0,0,0,0
j=1,385575300000000,385575300000000,0,0,0,0,0,0
j=2,24832772800013520,24832772800000000,0,0,4000,9520,0,1
j=3,65836000000000,65836000000000,0,0,0,0,0,0
j=4,143395133900062260,143395133900000000,0,0,22000,40260,0,1
j=5,2635056000000000,2635056000000000,0,0,0,0,0,0
j=6,225024000000000,225024000000000,0,0,0,0,0,0
j=7,11321820000005400,11321820000000000,0,0,2000,3400,0,1
j=8,2510277000000000,2510277000000000,0,0,0,0,0,0
j=9,7574456500003105,7574456500000000,0,0,1150,1955,0,1
j=10,32823760600011480,32823760600000000,0,0,4000,7480,0,1
j=11,14276646200005400,14276646200000000,0,0,2000,3400,0,1
j=12,22389781000009120,22389781000000000,0,0,3000,6120,0,1
j=13,261290400000000,261290400000000,0,0,0,0,0,0
j=14,1143690000000000,1143690000000000,0,0,0,0,0,0

