datacenter_AZ_SUS,datacenter_AZ_SUS
obj#,object initialize size,sType,sCost,rCost,wCost,tCost,cCost,nonMCost
j=303,66314,1,1220177600000000,0,0,0,0,1220177600000000
j=304,330474,0,3304740000000000,0,0,0,0,3304740000000000
j=304,330474,1,6080721600000000,0,0,0,0,6080721600000000
j=305,1161312,0,11613120000000000,20400000000000,0,4000,1000,11633520000004000
j=305,1161312,1,21368140800000000,0,0,1700,500,21368140800001700
j=306,627780,0,6277800000000000,20400000000000,0,4000,1000,6298200000004000
j=306,627780,1,11551152000000000,0,0,1700,500,11551152000001700
j=307,839573,0,8395730000000000,20400000000000,0,4000,1000,8416130000004000
j=307,839573,1,15448143200000000,0,0,1700,500,15448143200001700
j=308,2008421,0,20084210000000000,20400000000000,0,4000,1000,20104610000004000
j=308,2008421,1,36954946400000000,0,0,1700,500,36954946400001700
j=309,8403399,0,84033990000000000,163200000000000,0,32000,8000,84197190000032000
j=309,8403399,1,154622541600000000,0,0,13600,4000,154622541600013600
j=310,280946,0,2809460000000000,0,0,0,0,2809460000000000
j=310,280946,1,5169406400000000,0,0,0,0,5169406400000000
j=311,217626,0,2176260000000000,0,0,0,0,2176260000000000
j=311,217626,1,4004318400000000,0,0,0,0,4004318400000000
j=312,5964993,0,59649930000000000,61200000000000,0,12000,3000,59711130000012000
j=312,5964993,1,109755871200000000,0,0,5100,1500,109755871200005100
j=313,149220,0,1492200000000000,0,0,0,0,1492200000000000
j=313,149220,1,2745648000000000,0,0,0,0,2745648000000000
j=314,79413,0,794130000000000,0,0,0,0,794130000000000
j=314,79413,1,1461199200000000,0,0,0,0,1461199200000000
j=315,68168,0,681680000000000,0,0,0,0,681680000000000
j=315,68168,1,1254291200000000,0,0,0,0,1254291200000000
j=316,13354803,0,133548030000000000,197400000000000,0,44000,11000,133745430000044000
j=316,13354803,1,245728375200000000,0,0,18700,5500,245728375200018700
j=317,1238386,0,12383860000000000,20400000000000,0,4000,1000,12404260000004000
j=317,1238386,1,22786302400000000,0,0,1700,500,22786302400001700
j=318,1405846,0,14058460000000000,20400000000000,0,4000,1000,14078860000004000
j=318,1405846,1,25867566400000000,0,0,1700,500,25867566400001700
j=319,2417198,0,24171980000000000,20400000000000,0,4000,1000,24192380000004000
j=319,2417198,1,44476443200000000,0,0,1700,500,44476443200001700
j=320,1553318,0,15533180000000000,20400000000000,0,4000,1000,15553580000004000
j=320,1553318,1,28581051200000000,0,0,1700,500,28581051200001700
j=321,243076,0,2430760000000000,0,0,0,0,2430760000000000
j=321,243076,1,4472598400000000,0,0,0,0,4472598400000000
j=322,8450445,0,84504450000000000,75000000000000,0,20000,5000,84579450000020000
j=322,8450445,1,155488188000000000,0,0,8500,2500,155488188000008500
j=323,397901,0,3979010000000000,0,0,0,0,3979010000000000
j=323,397901,1,7321378400000000,0,0,0,0,7321378400000000
j=324,912747,0,9127470000000000,20400000000000,0,4000,1000,9147870000004000
j=324,912747,1,16794544800000000,0,0,1700,500,16794544800001700
j=325,906251,0,9062510000000000,20400000000000,0,4000,1000,9082910000004000
j=325,906251,1,16675018400000000,0,0,1700,500,16675018400001700
j=326,470544,0,4705440000000000,0,0,0,0,4705440000000000
j=326,470544,1,8658009600000000,0,0,0,0,8658009600000000
j=327,419498,0,4194980000000000,0,0,0,0,4194980000000000
j=327,419498,1,7718763200000000,0,0,0,0,7718763200000000
j=328,115874,0,1158740000000000,0,0,0,0,1158740000000000
j=328,115874,1,2132081600000000,0,0,0,0,2132081600000000
j=329,363281,0,3632810000000000,0,0,0,0,3632810000000000
j=329,363281,1,6684370400000000,0,0,0,0,6684370400000000
j=330,243324,0,2433240000000000,0,0,0,0,2433240000000000
j=330,243324,1,4477161600000000,0,0,0,0,4477161600000000
j=331,3980521,0,39805210000000000,61200000000000,0,12000,3000,39866410000012000
j=331,3980521,1,73241586400000000,0,0,5100,1500,73241586400005100
j=332,177714,0,1777140000000000,0,0,0,0,1777140000000000
j=332,177714,1,3269937600000000,0,0,0,0,3269937600000000
j=333,538726,0,5387260000000000,20400000000000,0,4000,1000,5407660000004000
j=333,538726,1,9912558400000000,0,0,1700,500,9912558400001700
j=334,429042,0,4290420000000000,0,0,0,0,4290420000000000
j=334,429042,1,7894372800000000,0,0,0,0,7894372800000000
j=335,395916,0,3959160000000000,0,0,0,0,3959160000000000
j=335,395916,1,7284854400000000,0,0,0,0,7284854400000000
j=336,4266716,0,42667160000000000,122400000000000,0,24000,6000,42789560000024000
j=336,4266716,1,78507574400000000,0,0,10200,3000,78507574400010200
j=337,638586,0,6385860000000000,20400000000000,0,4000,1000,6406260000004000
j=337,638586,1,11749982400000000,0,0,1700,500,11749982400001700
j=338,78914,0,789140000000000,0,0,0,0,789140000000000
j=338,78914,1,1452017600000000,0,0,0,0,1452017600000000
j=339,603779,0,6037790000000000,0,0,0,0,6037790000000000
j=339,603779,1,11109533600000000,0,0,0,0,11109533600000000
j=340,6209309,0,62093090000000000,102000000000000,0,20000,5000,62195090000020000
j=340,6209309,1,114251285600000000,0,0,8500,2500,114251285600008500
j=341,704172,0,7041720000000000,20400000000000,0,4000,1000,7062120000004000
j=341,704172,1,12956764800000000,0,0,1700,500,12956764800001700
j=342,219384,0,2193840000000000,0,0,0,0,2193840000000000
j=342,219384,1,4036665600000000,0,0,0,0,4036665600000000
j=343,1166052,0,11660520000000000,20400000000000,0,4000,1000,11680920000004000
j=343,1166052,1,21455356800000000,0,0,1700,500,21455356800001700
j=344,451535,0,4515350000000000,0,0,0,0,4515350000000000
j=344,451535,1,8308244000000000,0,0,0,0,8308244000000000
j=345,2534251,0,25342510000000000,40800000000000,0,8000,2000,25383310000008000
j=345,2534251,1,46630218400000000,0,0,3400,1000,46630218400003400
j=346,855807,0,8558070000000000,20400000000000,0,4000,1000,8578470000004000
j=346,855807,1,15746848800000000,0,0,1700,500,15746848800001700
j=347,227832,0,2278320000000000,0,0,0,0,2278320000000000
j=347,227832,1,4192108800000000,0,0,0,0,4192108800000000
j=348,1109989,0,11099890000000000,20400000000000,0,4000,1000,11120290000004000
j=348,1109989,1,20423797600000000,0,0,1700,500,20423797600001700
j=349,893316,0,8933160000000000,20400000000000,0,4000,1000,8953560000004000
j=349,893316,1,16437014400000000,0,0,1700,500,16437014400001700
j=350,6315621,0,63156210000000000,102000000000000,0,20000,5000,63258210000020000
j=350,6315621,1,116207426400000000,0,0,8500,2500,116207426400008500
j=351,62643,0,626430000000000,0,0,0,0,626430000000000
j=351,62643,1,1152631200000000,0,0,0,0,1152631200000000
j=352,189974,0,1899740000000000,0,0,0,0,1899740000000000
j=352,189974,1,3495521600000000,0,0,0,0,3495521600000000
j=353,755382,0,7553820000000000,20400000000000,0,4000,1000,7574220000004000
j=353,755382,1,13899028800000000,0,0,1700,500,13899028800001700
j=354,284828153,0,2848281530000000000,1299900000000000,0,364000,91000,2849581430000364000
j=354,284828153,1,5240838015200000000,0,0,154700,45500,5240838015200154700
j=355,897693,0,8976930000000000,20400000000000,0,4000,1000,8997330000004000
j=355,897693,1,16517551200000000,0,0,1700,500,16517551200001700

t=16  
j=0,176817,0,1768170000000000,0,0,0,0,1768170000000000
j=0,176817,1,3253432800000000,0,0,0,0,3253432800000000
j=1,912136,0,9121360000000000,0,0,0,0,9121360000000000
j=1,912136,1,16783302400000000,0,0,0,0,16783302400000000
j=2,75164,0,751640000000000,0,0,0,0,751640000000000
j=2,75164,1,1383017600000000,0,0,0,0,1383017600000000
j=3,1248255,0,12482550000000000,0,0,0,0,12482550000000000
j=3,1248255,1,22967892000000000,0,0,0,0,22967892000000000
j=4,1717345,0,17173450000000000,0,0,0,0,17173450000000000
j=4,1717345,1,31599148000000000,0,0,0,0,31599148000000000
j=5,726546,0,7265460000000000,0,0,0,0,7265460000000000
j=5,726546,1,13368446400000000,0,0,0,0,13368446400000000
j=6,10368792,0,103687920000000000,34200000000000,0,12000,3000,103722120000012000
j=6,10368792,1,190785772800000000,0,0,5100,1500,190785772800005100
j=7,974840,0,9748400000000000,0,0,0,0,9748400000000000
j=7,974840,1,17937056000000000,0,0,0,0,17937056000000000
j=8,964776,0,9647760000000000,0,0,0,0,9647760000000000
j=8,964776,1,17751878400000000,0,0,0,0,17751878400000000
j=9,412140,0,4121400000000000,0,0,0,0,4121400000000000
j=9,412140,1,7583376000000000,0,0,0,0,7583376000000000
j=10,128520,0,1285200000000000,0,0,0,0,1285200000000000
j=10,128520,1,2364768000000000,0,0,0,0,2364768000000000
j=11,468136,0,4681360000000000,0,0,0,0,4681360000000000
j=11,468136,1,8613702400000000,0,0,0,0,8613702400000000
j=12,995142,0,9951420000000000,0,0,0,0,9951420000000000
j=12,995142,1,18310612800000000,0,0,0,0,18310612800000000
j=13,58833,0,588330000000000,0,0,0,0,588330000000000
j=13,58833,1,1082527200000000,0,0,0,0,1082527200000000
j=14,536696,0,5366960000000000,0,0,0,0,5366960000000000
j=14,536696,1,9875206400000000,0,0,0,0,9875206400000000
j=15,204786,0,2047860000000000,0,0,0,0,2047860000000000
j=15,204786,1,3768062400000000,0,0,0,0,3768062400000000
j=16,380355,0,3803550000000000,0,0,0,0,3803550000000000
j=16,380355,1,6998532000000000,0,0,0,0,6998532000000000
j=17,1261897,0,12618970000000000,0,0,0,0,12618970000000000
j=17,1261897,1,23218904800000000,0,0,0,0,23218904800000000
j=18,3858413,0,38584130000000000,0,0,0,0,38584130000000000
j=18,3858413,1,70994799200000000,0,0,0,0,70994799200000000
j=19,2832840,0,28328400000000000,0,0,0,0,28328400000000000
j=19,2832840,1,52124256000000000,0,0,0,0,52124256000000000
j=20,2773568,0,27735680000000000,0,0,0,0,27735680000000000
j=20,2773568,1,51033651200000000,0,0,0,0,51033651200000000
j=21,3123905,0,31239050000000000,0,0,0,0,31239050000000000
j=21,3123905,1,57479852000000000,0,0,0,0,57479852000000000
j=22,303296,0,3032960000000000,0,0,0,0,3032960000000000
j=22,303296,1,5580646400000000,0,0,0,0,5580646400000000
j=23,2633377,0,26333770000000000,0,0,0,0,26333770000000000
j=23,2633377,1,48454136800000000,0,0,0,0,48454136800000000
j=24,14126534,0,141265340000000000,34200000000000,0,12000,3000,141299540000012000
j=24,14126534,1,259928225600000000,0,0,5100,1500,259928225600005100
j=25,256058,0,2560580000000000,0,0,0,0,2560580000000000
j=25,256058,1,4711467200000000,0,0,0,0,4711467200000000
j=26,1290816,0,12908160000000000,0,0,0,0,12908160000000000
j=26,1290816,1,23751014400000000,0,0,0,0,23751014400000000
j=27,104354,0,1043540000000000,0,0,0,0,1043540000000000
j=27,104354,1,1920113600000000,0,0,0,0,1920113600000000
j=28,94623,0,946230000000000,0,0,0,0,946230000000000
j=28,94623,1,1741063200000000,0,0,0,0,1741063200000000
j=29,763117,0,7631170000000000,0,0,0,0,7631170000000000
j=29,763117,1,14041352800000000,0,0,0,0,14041352800000000
j=30,2528772,0,25287720000000000,0,0,0,0,25287720000000000
j=30,2528772,1,46529404800000000,0,0,0,0,46529404800000000
j=31,2310226,0,23102260000000000,0,0,0,0,23102260000000000
j=31,2310226,1,42508158400000000,0,0,0,0,42508158400000000
j=32,1465790,0,14657900000000000,0,0,0,0,14657900000000000
j=32,1465790,1,26970536000000000,0,0,0,0,26970536000000000
j=33,122828,0,1228280000000000,0,0,0,0,1228280000000000
j=33,122828,1,2260035200000000,0,0,0,0,2260035200000000
j=34,284951,0,2849510000000000,0,0,0,0,2849510000000000
j=34,284951,1,5243098400000000,0,0,0,0,5243098400000000
j=35,261456468,0,2614564680000000000,1095000000000000,0,340000,85000,2615659680000340000
j=35,261456468,1,4810799011200000000,0,0,144500,42500,4810799011200144500
j=36,1630857,0,16308570000000000,0,0,0,0,16308570000000000
j=36,1630857,1,30007768800000000,0,0,0,0,30007768800000000
j=37,2919833,0,29198330000000000,0,0,0,0,29198330000000000
j=37,2919833,1,53724927200000000,0,0,0,0,53724927200000000
j=38,112413,0,1124130000000000,0,0,0,0,1124130000000000
j=38,112413,1,2068399200000000,0,0,0,0,2068399200000000
j=39,211507079,0,2115070790000000000,882600000000000,0,256000,64000,2115953390000256000
j=39,211507079,1,3891730253600000000,0,0,108800,32000,3891730253600108800
j=40,9510843,0,95108430000000000,34200000000000,0,12000,3000,95142630000012000
j=40,9510843,1,174999511200000000,0,0,5100,1500,174999511200005100
j=41,137280663,0,1372806630000000000,660300000000000,0,200000,50000,1373466930000200000
j=41,137280663,1,2525964199200000000,0,0,85000,25000,2525964199200085000
j=42,665766,0,6657660000000000,0,0,0,0,6657660000000000
j=42,665766,1,12250094400000000,0,0,0,0,12250094400000000
j=43,2649782,0,26497820000000000,0,0,0,0,26497820000000000
j=43,2649782,1,48755988800000000,0,0,0,0,48755988800000000
j=44,314934,0,3149340000000000,0,0,0,0,3149340000000000
j=44,314934,1,5794785600000000,0,0,0,0,5794785600000000
j=45,12955135,0,129551350000000000,34200000000000,0,12000,3000,129585550000012000
j=45,12955135,1,238374484000000000,0,0,5100,1500,238374484000005100
j=46,5151799,0,51517990000000000,0,0,0,0,51517990000000000
j=46,5151799,1,94793101600000000,0,0,0,0,94793101600000000
j=47,180690,0,1806900000000000,0,0,0,0,1806900000000000
j=47,180690,1,3324696000000000,0,0,0,0,3324696000000000
j=48,283467,0,2834670000000000,0,0,0,0,2834670000000000
j=48,283467,1,5215792800000000,0,0,0,0,5215792800000000
j=49,947875,0,9478750000000000,0,0,0,0,9478750000000000
j=49,947875,1,17440900000000000,0,0,0,0,17440900000000000
j=50,892203,0,8922030000000000,0,0,0,0,8922030000000000
j=50,892203,1,16416535200000000,0,0,0,0,16416535200000000
j=51,1020072,0,10200720000000000,0,0,0,0,10200720000000000
j=51,1020072,1,18769324800000000,0,0,0,0,18769324800000000
j=52,155273,0,1552730000000000,0,0,0,0,1552730000000000
j=52,155273,1,2857023200000000,0,0,0,0,2857023200000000
j=53,164367,0,1643670000000000,0,0,0,0,1643670000000000
j=53,164367,1,3024352800000000,0,0,0,0,3024352800000000
j=54,41768,0,417680000000000,0,0,0,0,417680000000000
j=54,41768,1,768531200000000,0,0,0,0,768531200000000
j=55,520096,0,5200960000000000,0,0,0,0,5200960000000000
j=55,520096,1,9569766400000000,0,0,0,0,9569766400000000
j=56,6352334,0,63523340000000000,0,0,0,0,63523340000000000
j=56,6352334,1,116882945600000000,0,0,0,0,116882945600000000
j=57,70293,0,702930000000000,0,0,0,0,702930000000000
j=57,70293,1,1293391200000000,0,0,0,0,1293391200000000
j=58,620949,0,6209490000000000,0,0,0,0,6209490000000000
j=58,620949,1,11425461600000000,0,0,0,0,11425461600000000
j=59,166977,0,1669770000000000,0,0,0,0,1669770000000000
j=59,166977,1,3072376800000000,0,0,0,0,3072376800000000
j=60,1478682,0,14786820000000000,0,0,0,0,14786820000000000
j=60,1478682,1,27207748800000000,0,0,0,0,27207748800000000
j=61,1478205,0,14782050000000000,0,0,0,0,14782050000000000
j=61,1478205,1,27198972000000000,0,0,0,0,27198972000000000
j=62,20776773,0,207767730000000000,73500000000000,0,24000,6000,207841230000024000
j=62,20776773,1,382292623200000000,0,0,10200,3000,382292623200010200
j=63,373514,0,3735140000000000,0,0,0,0,3735140000000000
j=63,373514,1,6872657600000000,0,0,0,0,6872657600000000
j=64,524729729,0,5247297290000000000,2259000000000000,0,652000,163000,5249556290000652000
j=64,524729729,1,9655027013600000000,0,0,277100,81500,9655027013600277100
j=65,8094813,0,80948130000000000,0,0,0,0,80948130000000000
j=65,8094813,1,148944559200000000,0,0,0,0,148944559200000000
j=66,125394,0,1253940000000000,0,0,0,0,1253940000000000
j=66,125394,1,2307249600000000,0,0,0,0,2307249600000000
j=67,5956058,0,59560580000000000,0,0,0,0,59560580000000000
j=67,5956058,1,109591467200000000,0,0,0,0,109591467200000000
j=68,1097894,0,10978940000000000,0,0,0,0,10978940000000000
j=68,1097894,1,20201249600000000,0,0,0,0,20201249600000000
j=69,3002106,0,30021060000000000,0,0,0,0,30021060000000000
j=69,3002106,1,55238750400000000,0,0,0,0,55238750400000000
j=70,180666,0,1806660000000000,0,0,0,0,1806660000000000
j=70,180666,1,3324254400000000,0,0,0,0,3324254400000000
j=71,2725936,0,27259360000000000,0,0,0,0,27259360000000000
j=71,2725936,1,50157222400000000,0,0,0,0,50157222400000000
j=72,1075549,0,10755490000000000,0,0,0,0,10755490000000000
j=72,1075549,1,19790101600000000,0,0,0,0,19790101600000000
j=73,495450,0,4954500000000000,0,0,0,0,4954500000000000
j=73,495450,1,9116280000000000,0,0,0,0,9116280000000000
j=74,660128,0,6601280000000000,0,0,0,0,6601280000000000
j=74,660128,1,12146355200000000,0,0,0,0,12146355200000000
j=75,873581,0,8735810000000000,0,0,0,0,8735810000000000
j=75,873581,1,16073890400000000,0,0,0,0,16073890400000000
j=76,83078,0,830780000000000,0,0,0,0,830780000000000
j=76,83078,1,1528635200000000,0,0,0,0,1528635200000000
j=77,704609,0,7046090000000000,0,0,0,0,7046090000000000
j=77,704609,1,12964805600000000,0,0,0,0,12964805600000000
j=78,463595,0,4635950000000000,0,0,0,0,4635950000000000
j=78,463595,1,8530148000000000,0,0,0,0,8530148000000000
j=79,97274,0,972740000000000,0,0,0,0,972740000000000
j=79,97274,1,1789841600000000,0,0,0,0,1789841600000000
j=80,468096,0,4680960000000000,0,0,0,0,4680960000000000
j=80,468096,1,8612966400000000,0,0,0,0,8612966400000000
j=81,1243849,0,12438490000000000,0,0,0,0,12438490000000000
j=81,1243849,1,22886821600000000,0,0,0,0,22886821600000000
j=82,1025143,0,10251430000000000,0,0,0,0,10251430000000000
j=82,1025143,1,18862631200000000,0,0,0,0,18862631200000000
j=83,665146,0,6651460000000000,0,0,0,0,6651460000000000
j=83,665146,1,12238686400000000,0,0,0,0,12238686400000000
j=84,421673,0,4216730000000000,0,0,0,0,4216730000000000
j=84,421673,1,7758783200000000,0,0,0,0,7758783200000000
j=85,66855675,0,668556750000000000,291600000000000,0,76000,19000,668848350000076000
j=85,66855675,1,1230144420000000000,0,0,32300,9500,1230144420000032300
j=86,1451555,0,14515550000000000,0,0,0,0,14515550000000000
j=86,1451555,1,26708612000000000,0,0,0,0,26708612000000000
j=87,124784,0,1247840000000000,0,0,0,0,1247840000000000
j=87,124784,1,2296025600000000,0,0,0,0,2296025600000000
j=88,1360335,0,13603350000000000,0,0,0,0,13603350000000000
j=88,1360335,1,25030164000000000,0,0,0,0,25030164000000000
j=89,3983861,0,39838610000000000,0,0,0,0,39838610000000000
j=89,3983861,1,73303042400000000,0,0,0,0,73303042400000000
j=90,410502,0,4105020000000000,0,0,0,0,4105020000000000
j=90,410502,1,7553236800000000,0,0,0,0,7553236800000000
j=91,15901704,0,159017040000000000,53100000000000,0,20000,5000,159070140000020000
j=91,15901704,1,292591353600000000,0,0,8500,2500,292591353600008500
j=92,1545185,0,15451850000000000,0,0,0,0,15451850000000000
j=92,1545185,1,28431404000000000,0,0,0,0,28431404000000000
j=93,830820,0,8308200000000000,0,0,0,0,8308200000000000
j=93,830820,1,15287088000000000,0,0,0,0,15287088000000000
j=94,1014216,0,10142160000000000,0,0,0,0,10142160000000000
j=94,1014216,1,18661574400000000,0,0,0,0,18661574400000000
j=95,1919496,0,19194960000000000,0,0,0,0,19194960000000000
j=95,1919496,1,35318726400000000,0,0,0,0,35318726400000000
j=96,30968,0,309680000000000,0,0,0,0,309680000000000
j=96,30968,1,569811200000000,0,0,0,0,569811200000000
j=97,7342293,0,73422930000000000,0,0,0,0,73422930000000000
j=97,7342293,1,135098191200000000,0,0,0,0,135098191200000000
j=98,1556937,0,15569370000000000,0,0,0,0,15569370000000000
j=98,1556937,1,28647640800000000,0,0,0,0,28647640800000000
j=99,420297,0,4202970000000000,0,0,0,0,4202970000000000
j=99,420297,1,7733464800000000,0,0,0,0,7733464800000000
j=100,33728,0,337280000000000,0,0,0,0,337280000000000
j=100,33728,1,620595200000000,0,0,0,0,620595200000000
j=101,1383963,0,13839630000000000,0,0,0,0,13839630000000000
j=101,1383963,1,25464919200000000,0,0,0,0,25464919200000000
j=102,678311616,0,6783116160000000000,3202200000000000,0,912000,228000,6786318360000912000
j=102,678311616,1,12480933734400000000,0,0,387600,114000,12480933734400387600
j=103,48938,0,489380000000000,0,0,0,0,489380000000000
j=103,48938,1,900459200000000,0,0,0,0,900459200000000
j=104,644348,0,6443480000000000,0,0,0,0,6443480000000000
j=104,644348,1,11856003200000000,0,0,0,0,11856003200000000
j=105,4894451,0,48944510000000000,0,0,0,0,48944510000000000
j=105,4894451,1,90057898400000000,0,0,0,0,90057898400000000
j=106,478095,0,4780950000000000,0,0,0,0,4780950000000000
j=106,478095,1,8796948000000000,0,0,0,0,8796948000000000
j=107,1770476,0,17704760000000000,0,0,0,0,17704760000000000
j=107,1770476,1,32576758400000000,0,0,0,0,32576758400000000
j=108,310302,0,3103020000000000,0,0,0,0,3103020000000000
j=108,310302,1,5709556800000000,0,0,0,0,5709556800000000
j=109,27248,0,272480000000000,0,0,0,0,272480000000000
j=109,27248,1,501363200000000,0,0,0,0,501363200000000
j=110,589653,0,5896530000000000,0,0,0,0,5896530000000000
j=110,589653,1,10849615200000000,0,0,0,0,10849615200000000
j=111,225323,0,2253230000000000,0,0,0,0,2253230000000000
j=111,225323,1,4145943200000000,0,0,0,0,4145943200000000
j=112,1295333,0,12953330000000000,0,0,0,0,12953330000000000
j=112,1295333,1,23834127200000000,0,0,0,0,23834127200000000
j=113,9976088,0,99760880000000000,27900000000000,0,8000,2000,99788780000008000
j=113,9976088,1,183560019200000000,0,0,3400,1000,183560019200003400
j=114,9945068,0,99450680000000000,40200000000000,0,16000,4000,99490880000016000
j=114,9945068,1,182989251200000000,0,0,6800,2000,182989251200006800
j=115,3870396,0,38703960000000000,0,0,0,0,38703960000000000
j=115,3870396,1,71215286400000000,0,0,0,0,71215286400000000
j=116,192074,0,1920740000000000,0,0,0,0,1920740000000000
j=116,192074,1,3534161600000000,0,0,0,0,3534161600000000
j=117,2248467,0,22484670000000000,0,0,0,0,22484670000000000
j=117,2248467,1,41371792800000000,0,0,0,0,41371792800000000
j=118,933059,0,9330590000000000,0,0,0,0,9330590000000000
j=118,933059,1,17168285600000000,0,0,0,0,17168285600000000
j=119,23239402,0,232394020000000000,76800000000000,0,24000,6000,232470820000024000
j=119,23239402,1,427604996800000000,0,0,10200,3000,427604996800010200
j=120,589656,0,5896560000000000,0,0,0,0,5896560000000000
j=120,589656,1,10849670400000000,0,0,0,0,10849670400000000
j=121,312311,0,3123110000000000,0,0,0,0,3123110000000000
j=121,312311,1,5746522400000000,0,0,0,0,5746522400000000
j=122,4107329,0,41073290000000000,0,0,0,0,41073290000000000
j=122,4107329,1,75574853600000000,0,0,0,0,75574853600000000
j=123,510496,0,5104960000000000,0,0,0,0,5104960000000000
j=123,510496,1,9393126400000000,0,0,0,0,9393126400000000
j=124,153464,0,1534640000000000,0,0,0,0,1534640000000000
j=124,153464,1,2823737600000000,0,0,0,0,2823737600000000
j=125,2620683,0,26206830000000000,0,0,0,0,26206830000000000
j=125,2620683,1,48220567200000000,0,0,0,0,48220567200000000
j=126,449922,0,4499220000000000,0,0,0,0,4499220000000000
j=126,449922,1,8278564800000000,0,0,0,0,8278564800000000
j=127,1920729,0,19207290000000000,0,0,0,0,19207290000000000
j=127,1920729,1,35341413600000000,0,0,0,0,35341413600000000
j=128,223814,0,2238140000000000,0,0,0,0,2238140000000000
j=128,223814,1,4118177600000000,0,0,0,0,4118177600000000
j=129,503007,0,5030070000000000,0,0,0,0,5030070000000000
j=129,503007,1,9255328800000000,0,0,0,0,9255328800000000
j=130,148478,0,1484780000000000,0,0,0,0,1484780000000000
j=130,148478,1,2731995200000000,0,0,0,0,2731995200000000
j=131,10904976,0,109049760000000000,34200000000000,0,12000,3000,109083960000012000
j=131,10904976,1,200651558400000000,0,0,5100,1500,200651558400005100
j=132,707749,0,7077490000000000,0,0,0,0,7077490000000000
j=132,707749,1,13022581600000000,0,0,0,0,13022581600000000
j=133,247887,0,2478870000000000,0,0,0,0,2478870000000000
j=133,247887,1,4561120800000000,0,0,0,0,4561120800000000
j=134,777534,0,7775340000000000,0,0,0,0,7775340000000000
j=134,777534,1,14306625600000000,0,0,0,0,14306625600000000
j=135,908515,0,9085150000000000,0,0,0,0,9085150000000000
j=135,908515,1,16716676000000000,0,0,0,0,16716676000000000
j=136,2021599,0,20215990000000000,0,0,0,0,20215990000000000
j=136,2021599,1,37197421600000000,0,0,0,0,37197421600000000
j=137,152866,0,1528660000000000,0,0,0,0,1528660000000000
j=137,152866,1,2812734400000000,0,0,0,0,2812734400000000
j=138,909799,0,9097990000000000,0,0,0,0,9097990000000000
j=138,909799,1,16740301600000000,0,0,0,0,16740301600000000
j=139,388026,0,3880260000000000,0,0,0,0,3880260000000000
j=139,388026,1,7139678400000000,0,0,0,0,7139678400000000
j=140,2051220,0,20512200000000000,0,0,0,0,20512200000000000
j=140,2051220,1,37742448000000000,0,0,0,0,37742448000000000
j=141,878690,0,8786900000000000,0,0,0,0,8786900000000000
j=141,878690,1,16167896000000000,0,0,0,0,16167896000000000
j=142,5937105,0,59371050000000000,0,0,0,0,59371050000000000
j=142,5937105,1,109242732000000000,0,0,0,0,109242732000000000
j=143,2750998,0,27509980000000000,0,0,0,0,27509980000000000
j=143,2750998,1,50618363200000000,0,0,0,0,50618363200000000
j=144,2624770,0,26247700000000000,0,0,0,0,26247700000000000
j=144,2624770,1,48295768000000000,0,0,0,0,48295768000000000
j=145,528990,0,5289900000000000,0,0,0,0,5289900000000000
j=145,528990,1,9733416000000000,0,0,0,0,9733416000000000
j=146,1143942,0,11439420000000000,0,0,0,0,11439420000000000
j=146,1143942,1,21048532800000000,0,0,0,0,21048532800000000
j=147,196669442,0,1966694420000000000,781800000000000,0,240000,60000,1967476220000240000
j=147,196669442,1,3618717732800000000,0,0,102000,30000,3618717732800102000
j=148,185506,0,1855060000000000,0,0,0,0,1855060000000000
j=148,185506,1,3413310400000000,0,0,0,0,3413310400000000
j=149,237164,0,2371640000000000,0,0,0,0,2371640000000000
j=149,237164,1,4363817600000000,0,0,0,0,4363817600000000
j=150,129210,0,1292100000000000,0,0,0,0,1292100000000000
j=150,129210,1,2377464000000000,0,0,0,0,2377464000000000
j=151,56454,0,564540000000000,0,0,0,0,564540000000000
j=151,56454,1,1038753600000000,0,0,0,0,1038753600000000
j=152,520146,0,5201460000000000,0,0,0,0,5201460000000000
j=152,520146,1,9570686400000000,0,0,0,0,9570686400000000
j=153,489606,0,4896060000000000,0,0,0,0,4896060000000000
j=153,489606,1,9008750400000000,0,0,0,0,9008750400000000
j=154,3391188,0,33911880000000000,0,0,0,0,33911880000000000
j=154,3391188,1,62397859200000000,0,0,0,0,62397859200000000
j=155,6665789,0,66657890000000000,27900000000000,0,8000,2000,66685790000008000
j=155,6665789,1,122650517600000000,0,0,3400,1000,122650517600003400
j=156,1754633,0,17546330000000000,0,0,0,0,17546330000000000
j=156,1754633,1,32285247200000000,0,0,0,0,32285247200000000
j=157,194594,0,1945940000000000,0,0,0,0,1945940000000000
j=157,194594,1,3580529600000000,0,0,0,0,3580529600000000
j=158,739395,0,7393950000000000,0,0,0,0,7393950000000000
j=158,739395,1,13604868000000000,0,0,0,0,13604868000000000
j=159,4858662,0,48586620000000000,34200000000000,0,12000,3000,48620820000012000
j=159,4858662,1,89399380800000000,0,0,5100,1500,89399380800005100
j=160,948884,0,9488840000000000,0,0,0,0,9488840000000000
j=160,948884,1,17459465600000000,0,0,0,0,17459465600000000
j=161,211863,0,2118630000000000,0,0,0,0,2118630000000000
j=161,211863,1,3898279200000000,0,0,0,0,3898279200000000
j=162,982549,0,9825490000000000,0,0,0,0,9825490000000000
j=162,982549,1,18078901600000000,0,0,0,0,18078901600000000
