datacenter_AZ_SUS,datacenter_AZ_SUS,30

t=0  
j=0,s=0,d=0,null
j=0,s=0,d=1,33670000000000
j=0,s=1,d=0,104000000000
j=0,s=1,d=1,null

t=1  
j=0,s=0,d=0,null
j=0,s=0,d=1,499870000000000
j=0,s=1,d=0,104000000000
j=0,s=1,d=1,null

t=2  
j=0,s=0,d=0,null
j=0,s=0,d=1,1059370000000000
j=0,s=1,d=0,104000000000
j=0,s=1,d=1,null

t=3  
j=0,s=0,d=0,null
j=0,s=0,d=1,1644670000000000
j=0,s=1,d=0,104000000000
j=0,s=1,d=1,null

t=4  
j=0,s=0,d=0,null
j=0,s=0,d=1,2355970000000000
j=0,s=1,d=0,104000000000
j=0,s=1,d=1,null

t=5  
j=0,s=0,d=0,null
j=0,s=0,d=1,3324070000000000
j=0,s=1,d=0,104000000000
j=0,s=1,d=1,null

t=6  
j=0,s=0,d=0,null
j=0,s=0,d=1,4491070000000000
j=0,s=1,d=0,104000000000
j=0,s=1,d=1,null

t=7  
j=0,s=0,d=0,null
j=0,s=0,d=1,5892370000000000
j=0,s=1,d=0,104000000000
j=0,s=1,d=1,null

t=8  
j=0,s=0,d=0,null
j=0,s=0,d=1,7571770000000000
j=0,s=1,d=0,104000000000
j=0,s=1,d=1,null

t=9  
j=0,s=0,d=0,null
j=0,s=0,d=1,9909070000000000
j=0,s=1,d=0,104000000000
j=0,s=1,d=1,null

t=10  
j=0,s=0,d=0,null
j=0,s=0,d=1,12164470000000000
j=0,s=1,d=0,104000000000
j=0,s=1,d=1,null

t=11  
j=0,s=0,d=0,null
j=0,s=0,d=1,15114070000000000
j=0,s=1,d=0,104000000000
j=0,s=1,d=1,null

t=12  
j=0,s=0,d=0,null
j=0,s=0,d=1,18329770000000000
j=0,s=1,d=0,104000000000
j=0,s=1,d=1,null

t=13  
j=0,s=0,d=0,null
j=0,s=0,d=1,21993970000000000
j=0,s=1,d=0,104000000000
j=0,s=1,d=1,null

t=14  
j=0,s=0,d=0,null
j=0,s=0,d=1,26055070000000000
j=0,s=1,d=0,104000000000
j=0,s=1,d=1,null

t=15  
j=0,s=0,d=0,null
j=0,s=0,d=1,30460270000000000
